scorer,N,real_utility,normalized_real_utility,success
clip_mismatch_text,1,0.25761241754379877,0.47492450037422607,0.14583333333333334
clip_mismatch_text,2,0.2359455631278913,0.4640363195955358,0.1388888888888889
clip_mismatch_text,4,0.22518736418626414,0.4563515569246607,0.13520389133029515
clip_mismatch_text,8,0.232428124288397,0.4584363055301549,0.1374061460939831
clip_mismatch_text,16,0.2329352887762812,0.46135303391209614,0.1383354467212692
clip_mismatch_text,32,0.20538082004188732,0.4627019034256485,0.1318070874565159
clip_ridge,1,0.25761241754379877,0.47492450037422607,0.14583333333333334
clip_ridge,2,0.36982302819119384,0.5127056076969717,0.17838541666666666
clip_ridge,4,0.4694166239000634,0.5372717803251474,0.2075188954671224
clip_ridge,8,0.533271762721977,0.5436075989061604,0.22630003769578858
clip_ridge,16,0.57202240146256,0.5477517550543358,0.23776733039357292
clip_ridge,32,0.6232346430489545,0.5564767817635532,0.25325019235324786
clip_ridge_shuffled,1,0.2576124175437987,0.47492450037422607,0.14583333333333334
clip_ridge_shuffled,2,0.31415629599872097,0.4907295583177218,0.16243489583333334
clip_ridge_shuffled,4,0.36407138519706206,0.48831117879166325,0.17795276641845703
clip_ridge_shuffled,8,0.3996118319065865,0.47357879448734724,0.18975130530664805
clip_ridge_shuffled,16,0.44242562297070237,0.4629370033728544,0.20423233400641894
clip_ridge_shuffled,32,0.5298219328574625,0.4715075039873958,0.2323705211417315
clip_task_text,1,0.25761241754379877,0.47492450037422607,0.14583333333333334
clip_task_text,2,0.26965884870334617,0.4696544772425592,0.14930555555555555
clip_task_text,4,0.2812062613803609,0.4657531529457757,0.15238528781467015
clip_task_text,8,0.2926681549532795,0.457680706889641,0.15568831997451424
clip_task_text,16,0.31551521974894153,0.45004489165762007,0.1629721187174091
clip_task_text,32,0.3447211802661509,0.4433529236363941,0.17257277477589059
low_energy,1,0.2576124175437987,0.47492450037422607,0.14583333333333334
low_energy,2,0.4330082101982431,0.616295768251638,0.1970486111111111
low_energy,4,0.6150033506305842,0.7420046867771047,0.250621583726671
low_energy,8,0.7397511118317753,0.8320384346875852,0.28721041384030993
low_energy,16,0.7657115882597396,0.8740381994475245,0.2939818184120585
low_energy,32,0.7532966961603641,0.8908026677589551,0.28870273327659857
oracle_real_utility,1,0.2576124175437987,0.47492450037422607,0.14583333333333334
oracle_real_utility,2,0.4865250910067004,0.6317707192984041,0.2103949652777778
oracle_real_utility,4,0.7600637478957856,0.7826417345725404,0.2909756766425239
oracle_real_utility,8,0.9844643580457123,0.8997999598245531,0.35807355562014387
oracle_real_utility,16,1.0779573404867113,0.9601778496805464,0.3855784291322496
oracle_real_utility,32,1.0915087290174306,0.9840510635343175,0.3888459562641866
random,1,0.2576124175437987,0.47492450037422607,0.14583333333333334
random,2,0.22277631027545203,0.46670782197534827,0.13509114583333334
random,4,0.2114873200957678,0.46666671487489453,0.13143316904703775
random,8,0.19649120713249313,0.459446545984551,0.12625622923618116
random,16,0.14548152483942534,0.43713525706880113,0.10959279266584579
random,32,0.06561845530091544,0.4106175686480299,0.08375582602892447
