pool_id,benchmark,seed,state_id,scorer,blind_N,blind_normalized_real_utility,audit_best_N,audit_best_normalized_real_utility,audit_best_minus_blind
FetchPickAndPlace-v4:eval:64003:0,FetchPickAndPlace-v4,64003,0,clip_ridge,32,0.7656280305151861,32,0.7656280305151861,0.0
FetchPickAndPlace-v4:eval:64003:0,FetchPickAndPlace-v4,64003,0,clip_ridge_shuffled,32,0.3875534637453105,1,0.5647438678543125,0.177190404109002
FetchPickAndPlace-v4:eval:64003:0,FetchPickAndPlace-v4,64003,0,clip_task_text,32,0.2148817033622291,1,0.5647438678543124,0.3498621644920833
FetchPickAndPlace-v4:eval:64003:0,FetchPickAndPlace-v4,64003,0,low_energy,32,0.980374202971254,32,0.980374202971254,0.0
FetchPickAndPlace-v4:eval:64003:0,FetchPickAndPlace-v4,64003,0,random,32,0.578037953900848,8,0.6504556993662193,0.07241774546537127
FetchPickAndPlace-v4:eval:64003:1,FetchPickAndPlace-v4,64003,1,clip_mismatch_text,32,0.7581711223610377,32,0.7581711223610377,0.0
FetchPickAndPlace-v4:eval:64003:1,FetchPickAndPlace-v4,64003,1,clip_ridge,32,0.29537693494034445,2,0.5500524837914741,0.25467554885112964
FetchPickAndPlace-v4:eval:64003:1,FetchPickAndPlace-v4,64003,1,clip_ridge_shuffled,32,0.4749485433237366,2,0.5403358613500825,0.0653873180263459
FetchPickAndPlace-v4:eval:64003:1,FetchPickAndPlace-v4,64003,1,clip_task_text,32,0.657710738681748,32,0.657710738681748,0.0
FetchPickAndPlace-v4:eval:64003:1,FetchPickAndPlace-v4,64003,1,low_energy,32,0.9620199817609328,32,0.9620199817609328,0.0
FetchPickAndPlace-v4:eval:64003:1,FetchPickAndPlace-v4,64003,1,random,32,0.6143973298301266,32,0.6143973298301266,0.0
FetchPush-v4:eval:64001:0,FetchPush-v4,64001,0,clip_mismatch_text,32,0.45294826075515715,1,0.5881374137153945,0.13518915296023737
FetchPush-v4:eval:64001:0,FetchPush-v4,64001,0,clip_ridge,32,0.19854849248006073,1,0.5881374137153945,0.3895889212353338
FetchPush-v4:eval:64001:0,FetchPush-v4,64001,0,clip_ridge_shuffled,32,0.2670670366353762,1,0.5881374137153946,0.32107037708001845
FetchPush-v4:eval:64001:0,FetchPush-v4,64001,0,clip_task_text,32,0.5867099828820803,16,0.6522309732840905,0.0655209904020102
FetchPush-v4:eval:64001:0,FetchPush-v4,64001,0,low_energy,32,0.9869552578353153,32,0.9869552578353153,0.0
FetchPush-v4:eval:64001:0,FetchPush-v4,64001,0,random,32,0.23628538541022476,1,0.5881374137153947,0.35185202830517
FetchPush-v4:eval:64001:1,FetchPush-v4,64001,1,clip_mismatch_text,32,0.7771576710904066,32,0.7771576710904066,0.0
FetchPush-v4:eval:64001:1,FetchPush-v4,64001,1,clip_ridge,32,0.7776565863523377,32,0.7776565863523377,0.0
FetchPush-v4:eval:64001:1,FetchPush-v4,64001,1,clip_ridge_shuffled,32,0.19794889786571612,1,0.49814389236688805,0.30019499450117193
FetchPush-v4:eval:64001:1,FetchPush-v4,64001,1,clip_task_text,32,0.21414734853517375,1,0.49814389236688805,0.2839965438317143
FetchPush-v4:eval:64001:1,FetchPush-v4,64001,1,low_energy,32,0.9889233024603711,32,0.9889233024603711,0.0
FetchPush-v4:eval:64001:1,FetchPush-v4,64001,1,random,32,0.31512645591604804,4,0.5682761746928723,0.25314971877682424
FetchPush-v4:eval:64002:0,FetchPush-v4,64002,0,clip_mismatch_text,32,0.8691300651199728,32,0.8691300651199728,0.0
FetchPush-v4:eval:64002:0,FetchPush-v4,64002,0,clip_ridge,32,0.6725454995151299,16,0.6812169113438631,0.008671411828733211
FetchPush-v4:eval:64002:0,FetchPush-v4,64002,0,clip_ridge_shuffled,32,0.49197643080600956,1,0.607519163930452,0.11554273312444246
FetchPush-v4:eval:64002:0,FetchPush-v4,64002,0,clip_task_text,32,0.8346458231761766,16,0.8449314201925772,0.010285597016400527
FetchPush-v4:eval:64002:0,FetchPush-v4,64002,0,low_energy,32,0.9817948729552979,32,0.9817948729552979,0.0
FetchPush-v4:eval:64002:0,FetchPush-v4,64002,0,random,32,0.5395425571433126,1,0.6075191639304521,0.06797660678713957
FetchPush-v4:eval:64002:1,FetchPush-v4,64002,1,clip_mismatch_text,32,0.04674344679170204,1,0.4400219165119858,0.39327846972028374
FetchPush-v4:eval:64002:1,FetchPush-v4,64002,1,clip_ridge,32,0.16399326875492193,1,0.4400219165119858,0.27602864775706387
FetchPush-v4:eval:64002:1,FetchPush-v4,64002,1,clip_ridge_shuffled,32,0.26663724980706965,2,0.4472829884693407,0.18064573866227107
FetchPush-v4:eval:64002:1,FetchPush-v4,64002,1,clip_task_text,32,0.2555983942308043,1,0.4400219165119858,0.18442352228118147
FetchPush-v4:eval:64002:1,FetchPush-v4,64002,1,low_energy,32,0.9931650528803901,32,0.9931650528803901,0.0
FetchPush-v4:eval:64002:1,FetchPush-v4,64002,1,random,32,0.3701316502042579,4,0.4977683993918677,0.12763674918760975
FetchPush-v4:eval:64003:0,FetchPush-v4,64003,0,clip_mismatch_text,32,0.3274028920109709,1,0.5268051788207516,0.19940228680978073
FetchPush-v4:eval:64003:0,FetchPush-v4,64003,0,clip_ridge,32,0.3940654399038266,1,0.5268051788207517,0.13273973891692514
FetchPush-v4:eval:64003:0,FetchPush-v4,64003,0,clip_ridge_shuffled,32,0.19193699710585485,1,0.5268051788207518,0.33486818171489696
FetchPush-v4:eval:64003:0,FetchPush-v4,64003,0,clip_task_text,32,0.4781004819581751,1,0.5268051788207516,0.0487046968625765
FetchPush-v4:eval:64003:0,FetchPush-v4,64003,0,low_energy,32,0.9687602603162888,32,0.9687602603162888,0.0
FetchPush-v4:eval:64003:0,FetchPush-v4,64003,0,random,32,0.7639590793013936,32,0.7639590793013936,0.0
FetchPush-v4:eval:64003:1,FetchPush-v4,64003,1,clip_mismatch_text,32,0.3133856183047364,1,0.5391089764527487,0.2257233581480123
FetchPush-v4:eval:64003:1,FetchPush-v4,64003,1,clip_ridge,32,0.7451629549775397,32,0.7451629549775397,0.0
FetchPush-v4:eval:64003:1,FetchPush-v4,64003,1,clip_ridge_shuffled,32,0.36550137435723384,2,0.5707599546681673,0.20525858031093347
FetchPush-v4:eval:64003:1,FetchPush-v4,64003,1,clip_task_text,32,0.4497037838737455,1,0.5391089764527485,0.08940519257900298
FetchPush-v4:eval:64003:1,FetchPush-v4,64003,1,low_energy,32,0.9620199817609328,32,0.9620199817609328,0.0
FetchPush-v4:eval:64003:1,FetchPush-v4,64003,1,random,32,0.6849744563394871,32,0.6849744563394871,0.0
FetchReach-v4:eval:64001:0,FetchReach-v4,64001,0,clip_mismatch_text,32,0.11656437565873565,4,0.32725235478189707,0.21068797912316142
FetchReach-v4:eval:64001:0,FetchReach-v4,64001,0,clip_ridge,32,0.6456154320252195,32,0.6456154320252195,0.0
FetchReach-v4:eval:64001:0,FetchReach-v4,64001,0,clip_ridge_shuffled,32,0.6931485645333253,32,0.6931485645333253,0.0
FetchReach-v4:eval:64001:0,FetchReach-v4,64001,0,clip_task_text,32,0.2491583606622053,4,0.35627635809427133,0.10711799743206601
FetchReach-v4:eval:64001:0,FetchReach-v4,64001,0,low_energy,32,0.9078787423955785,32,0.9078787423955785,0.0
FetchReach-v4:eval:64001:0,FetchReach-v4,64001,0,random,32,0.12728775528714556,1,0.28757838745073827,0.1602906321635927
FetchReach-v4:eval:64001:1,FetchReach-v4,64001,1,clip_mismatch_text,32,0.9570096983019187,32,0.9570096983019187,0.0
FetchReach-v4:eval:64001:1,FetchReach-v4,64001,1,clip_ridge,32,0.7518593537500844,32,0.7518593537500844,0.0
FetchReach-v4:eval:64001:1,FetchReach-v4,64001,1,clip_ridge_shuffled,32,0.741564313039294,32,0.741564313039294,0.0
FetchReach-v4:eval:64001:1,FetchReach-v4,64001,1,clip_task_text,32,0.9830071722886733,32,0.9830071722886733,0.0
FetchReach-v4:eval:64001:1,FetchReach-v4,64001,1,low_energy,32,0.9834603740833489,32,0.9834603740833489,0.0
FetchReach-v4:eval:64001:1,FetchReach-v4,64001,1,random,32,0.0995029747816395,1,0.27493029310169065,0.17542731832005115
FetchReach-v4:eval:64002:0,FetchReach-v4,64002,0,clip_mismatch_text,32,0.015494545931987291,1,0.2831971845104826,0.2677026385784953
FetchReach-v4:eval:64002:0,FetchReach-v4,64002,0,clip_ridge,32,0.29408794627386364,8,0.540898592764685,0.24681064649082135
FetchReach-v4:eval:64002:0,FetchReach-v4,64002,0,clip_ridge_shuffled,32,0.03925215129482546,1,0.28319718451048254,0.24394503321565708
FetchReach-v4:eval:64002:0,FetchReach-v4,64002,0,clip_task_text,32,0.011109039495660514,1,0.2831971845104826,0.2720881450148221
FetchReach-v4:eval:64002:0,FetchReach-v4,64002,0,low_energy,32,0.28102846133158776,4,0.44325268074528584,0.16222421941369808
FetchReach-v4:eval:64002:0,FetchReach-v4,64002,0,random,32,0.11805209777161851,4,0.3156648904501335,0.197612792678515
FetchReach-v4:eval:64002:1,FetchReach-v4,64002,1,clip_mismatch_text,32,0.3691252637449133,8,0.5320161217846632,0.1628908580397499
FetchReach-v4:eval:64002:1,FetchReach-v4,64002,1,clip_ridge,32,0.9856692759542302,32,0.9856692759542302,0.0
FetchReach-v4:eval:64002:1,FetchReach-v4,64002,1,clip_ridge_shuffled,32,0.023139847923089592,1,0.25539960541480244,0.23225975749171285
FetchReach-v4:eval:64002:1,FetchReach-v4,64002,1,clip_task_text,32,0.8834187316693191,32,0.8834187316693191,0.0
FetchReach-v4:eval:64002:1,FetchReach-v4,64002,1,low_energy,32,0.16167704397447658,4,0.40456928784161084,0.24289224386713426
FetchReach-v4:eval:64002:1,FetchReach-v4,64002,1,random,32,0.07650262705761546,1,0.2553996054148024,0.17889697835718693
FetchReach-v4:eval:64003:0,FetchReach-v4,64003,0,clip_mismatch_text,32,0.025584199081169212,1,0.428916856674419,0.40333265759324977
FetchReach-v4:eval:64003:0,FetchReach-v4,64003,0,clip_ridge,32,0.9045321730527711,32,0.9045321730527711,0.0
FetchReach-v4:eval:64003:0,FetchReach-v4,64003,0,clip_ridge_shuffled,32,0.8840850978120949,32,0.8840850978120949,0.0
FetchReach-v4:eval:64003:0,FetchReach-v4,64003,0,clip_task_text,32,0.04448913174508243,1,0.42891685667441903,0.38442772492933663
FetchReach-v4:eval:64003:0,FetchReach-v4,64003,0,low_energy,32,0.986479760376245,32,0.986479760376245,0.0
FetchReach-v4:eval:64003:0,FetchReach-v4,64003,0,random,32,0.31348812360579004,8,0.4469321519745923,0.13344402836880226
FetchReach-v4:eval:64003:1,FetchReach-v4,64003,1,clip_mismatch_text,32,0.04911201273463171,1,0.2881706263847793,0.23905861365014758
FetchReach-v4:eval:64003:1,FetchReach-v4,64003,1,clip_ridge,32,0.07639558263357726,2,0.3592733176461313,0.28287773501255403
FetchReach-v4:eval:64003:1,FetchReach-v4,64003,1,clip_ridge_shuffled,32,0.8836912718986905,32,0.8836912718986905,0.0
FetchReach-v4:eval:64003:1,FetchReach-v4,64003,1,clip_task_text,32,0.0669278230582267,1,0.2881706263847793,0.2212428033265526
FetchReach-v4:eval:64003:1,FetchReach-v4,64003,1,low_energy,32,0.992595555992391,32,0.992595555992391,0.0
FetchReach-v4:eval:64003:1,FetchReach-v4,64003,1,random,32,0.10620939199437784,1,0.28817062638477947,0.18196123439040163
