pilot_n,epsilon,radius_quantile,pool_count,decided_rate,decision_accuracy,false_allow_rate,false_block_rate,interval_coverage,mean_audit_minus_raw_high_n
4,0.0,0.5,543,0.988950276243094,0.9459962756052142,0.053406998158379376,0.0,0.5359116022099447,0.0014190690318088024
4,0.0,0.75,543,0.9373848987108656,0.9803536345776032,0.01841620626151013,0.0,0.7403314917127072,0.002385146697088371
4,0.0,0.9,543,0.8858195211786372,0.997920997920998,0.001841620626151013,0.0,0.8802946593001841,-0.0007215359750006402
4,0.01,0.5,543,0.9834254143646409,0.9400749063670412,0.0570902394106814,0.0,0.5359116022099447,0.0015713193461564933
4,0.01,0.75,543,0.9300184162062615,0.9821782178217822,0.014732965009208104,0.0,0.7403314917127072,0.0027959220707150165
4,0.01,0.9,543,0.8802946593001841,0.99581589958159,0.001841620626151013,0.0,0.8802946593001841,-0.0015937674862633582
4,0.02,0.5,543,0.9723756906077348,0.9412878787878788,0.049723756906077346,0.0,0.5359116022099447,0.002216362734047775
4,0.02,0.75,543,0.9300184162062615,0.9722772277227723,0.01841620626151013,0.0,0.7403314917127072,0.002556897451258309
4,0.02,0.9,543,0.8802946593001841,0.9895397489539749,0.001841620626151013,0.0,0.8802946593001841,-0.0018580318796773709
4,0.05,0.5,543,0.9373848987108656,0.9607072691552063,0.027624309392265192,0.0,0.5359116022099447,0.0027959220707150165
4,0.05,0.75,543,0.9023941068139963,0.9775510204081632,0.011049723756906077,0.0,0.7403314917127072,-0.00029887657843664705
4,0.05,0.9,543,0.850828729281768,0.987012987012987,0.001841620626151013,0.0,0.8802946593001841,-0.008177480144461555
