confidence_bin,pool_count,interval_coverage,decided_rate,decision_accuracy,request_label_rate,false_allow_rate,false_block_rate
0-0.5,24,0.7916666666666666,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0
0.5-1,38,0.7631578947368421,0.0,,1.0,0.0,0.0
1-2,249,0.9718875502008032,0.9718875502008032,0.9958677685950413,0.028112449799196786,0.004016064257028112,0.0
2+,232,0.8103448275862069,1.0,1.0,0.0,0.0,0.0
