strategy,deployable,mean_utility,mean_rollout_units,mean_label_units,utility_per_rollout_unit,mean_regret_vs_oracle
n1,True,0.4670225373612802,1.0,0.0,0.4670225373612802,0.4369668282989313
raw_high_n,True,0.7993247538420112,18.12891344383057,0.0,0.0440911561698712,0.10466461181820004
random_high_n,True,0.4694715237573818,18.12891344383057,0.0,0.025896285798482157,0.4345178419028293
audit_with_abstention,True,0.7974667219623336,14.83609576427256,4.0,0.05375179121469056,0.10652264369787735
pilot_sign_no_abstention,True,0.8018816512932694,16.051565377532228,4.0,0.049956601268040995,0.10210771436694172
calibrated_sign_no_abstention,True,0.8002858179316128,17.92265193370166,4.0,0.04465219884267013,0.10370354772859858
best_nonoracle_diagnostic,False,0.8616218896613618,18.12891344383057,0.0,0.0475274975707151,0.042367475998848846
oracle_upper_bound,False,0.9039893656602105,18.12891344383057,0.0,0.049864508894097354,0.0
