pool_id,family,split,candidate_id,score,imagined_utility,uncertainty,real_utility
matched_auc_tail_unsafe,auc_insufficiency,v5_core,0,1.0,0.125,0.1,0.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,1,2.0,0.25,0.1,0.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,2,3.0,0.375,0.1,0.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,3,4.0,0.5,0.1,1.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,4,5.0,0.625,0.1,1.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,5,6.0,0.75,0.1,1.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,6,7.0,0.875,0.1,1.0
matched_auc_tail_unsafe,auc_insufficiency,v5_core,7,8.0,1.0,0.1,0.0
