m,score_pattern,success_mask,p,auc,score_utility_corr,classification,high_n_gain,max_curve,min_curve,f1,f2,f4,f8,f16,f32,f64
7,strict,46,0.5714285714285714,0.4166666666666667,-0.14433756729740643,harms,-0.5713766434105676,0.5714285714285714,5.1928018003758635e-05,0.5714285714285714,0.5306122448979591,0.38567263640149924,0.23496491899720376,0.08042676159805451,0.007185075743196639,5.1928018003758635e-05
7,strict,47,0.7142857142857143,0.1,-0.6324555320336759,harms,-0.7142337862677104,0.7142857142857142,5.1928018003758635e-05,0.7142857142857142,0.5510204081632653,0.38608912952936264,0.23496509246372932,0.0804267615980846,0.007185075743196639,5.1928018003758635e-05
7,strict,48,0.2857142857142857,0.8,0.4743416490252568,nonmonotonic,-0.2856623572518501,0.4331528529779258,5.192846243560503e-05,0.2857142857142857,0.4081632653061224,0.4331528529779258,0.27998884957173703,0.08475975160422985,0.007206123903632453,5.192846243560503e-05
7,strict,49,0.42857142857142855,0.5,-8.012344526598184e-18,nonmonotonic,-0.4285195001089929,0.4335693461057891,5.192846243560503e-05,0.42857142857142855,0.4285714285714285,0.4335693461057891,0.2799890230382626,0.08475975160425994,0.007206123903632453,5.192846243560503e-05
7,strict,50,0.42857142857142855,0.5833333333333334,0.14433756729740646,nonmonotonic,-0.4285195001089929,0.4693877551020408,5.192846243560503e-05,0.42857142857142855,0.4693877551020408,0.4394002498958766,0.2800330835357542,0.08475975357621965,0.007206123903632457,5.192846243560503e-05
7,strict,51,0.5714285714285714,0.3333333333333333,-0.28867513459481287,harms,-0.5713766429661358,0.5714285714285714,5.192846243560503e-05,0.5714285714285714,0.48979591836734687,0.43981674302374,0.28003325700227977,0.08475975357624974,0.007206123903632457,5.192846243560503e-05
7,strict,52,0.42857142857142855,0.6666666666666666,0.2886751345948129,nonmonotonic,-0.4285195001089929,0.510204081632653,5.192846243560503e-05,0.42857142857142855,0.510204081632653,0.4602249062890461,0.28108255601537663,0.08476104493540057,0.00720612390531026,5.192846243560503e-05
7,strict,53,0.5714285714285714,0.4166666666666667,-0.14433756729740643,harms,-0.5713766429661358,0.5714285714285714,5.192846243560503e-05,0.5714285714285714,0.5306122448979591,0.4606413994169095,0.2810827294819022,0.08476104493543066,0.00720612390531026,5.192846243560503e-05
7,strict,54,0.5714285714285714,0.5,0.0,harms,-0.5713766429661358,0.5714285714285714,5.192846243560503e-05,0.5714285714285714,0.5714285714285714,0.46647230320699695,0.2811267899793938,0.08476104690739036,0.007206123905310263,5.192846243560503e-05
7,strict,55,0.7142857142857143,0.2,-0.47434164902525694,harms,-0.7142337858232786,0.7142857142857142,5.192846243560503e-05,0.7142857142857142,0.5918367346938775,0.46688879633486036,0.28112696344591936,0.08476104690742045,0.007206123905310263,5.192846243560503e-05
7,strict,56,0.42857142857142855,0.75,0.4330127018922193,nonmonotonic,-0.42851950010899265,0.5510204081632653,5.192846243588401e-05,0.42857142857142855,0.5510204081632653,0.506039150354019,0.2902190379164865,0.08488769459638021,0.007206140604491626,5.192846243588401e-05
7,strict,57,0.5714285714285714,0.5,0.0,harms,-0.5713766429661356,0.5714285714285714,5.192846243588401e-05,0.5714285714285714,0.5714285714285714,0.5064556434818824,0.29021921138301204,0.0848876945964103,0.007206140604491626,5.192846243588401e-05
7,strict,58,0.5714285714285714,0.5833333333333334,0.14433756729740646,nonmonotonic,-0.5713766429661356,0.6122448979591837,5.192846243588401e-05,0.5714285714285714,0.6122448979591837,0.51228654727197,0.29026327188050366,0.08488769656837,0.007206140604491629,5.192846243588401e-05
7,strict,59,0.7142857142857143,0.3,-0.31622776601683794,harms,-0.7142337858232783,0.7142857142857142,5.192846243588401e-05,0.7142857142857142,0.6326530612244897,0.5127030403998333,0.2902634453470292,0.0848876965684001,0.007206140604491629,5.192846243588401e-05
7,strict,60,0.5714285714285714,0.6666666666666666,0.2886751345948128,nonmonotonic,-0.5713766429661356,0.6530612244897959,5.192846243588401e-05,0.5714285714285714,0.6530612244897959,0.5331112036651394,0.2913127443601261,0.08488898792755092,0.007206140606169432,5.192846243588401e-05
7,strict,61,0.7142857142857143,0.4,-0.15811388300841897,harms,-0.7142337858232783,0.7142857142857142,5.192846243588401e-05,0.7142857142857142,0.6734693877551019,0.5335276967930028,0.29131291782665164,0.08488898792758102,0.007206140606169432,5.192846243588401e-05
7,strict,62,0.7142857142857143,0.5,-8.777083671441753e-17,harms,-0.7142337858232783,0.7142857142857142,5.192846243588401e-05,0.7142857142857142,0.7142857142857142,0.5393586005830903,0.29135697832414326,0.08488898989954073,0.007206140606169436,5.192846243588401e-05
7,strict,63,0.8571428571428571,0.0,-0.6123724356957946,harms,-0.8570909286804212,0.8571428571428571,5.192846243588401e-05,0.8571428571428571,0.7346938775510203,0.5397750937109537,0.2913571517906688,0.08488898989957082,0.007206140606169436,5.192846243588401e-05
7,strict,64,0.14285714285714285,1.0,0.6123724356957946,helps,0.8570909286804212,0.9999480715375642,0.1428571428571429,0.1428571428571429,0.26530612244897966,0.46022490628904633,0.7086428482093312,0.9151110101004292,0.9927938593938306,0.9999480715375642
7,strict,65,0.2857142857142857,0.5,8.777083671441753e-17,helps,0.7142337858232783,0.9999480715375642,0.28571428571428575,0.28571428571428575,0.2857142857142858,0.46064139941690974,0.7086430216758568,0.9151110101004593,0.9927938593938306,0.9999480715375642
7,strict,66,0.2857142857142857,0.6,0.15811388300841897,helps,0.7142337858232783,0.9999480715375642,0.28571428571428575,0.28571428571428575,0.32653061224489804,0.4664723032069972,0.7086870821733483,0.915111012072419,0.9927938593938306,0.9999480715375642
7,strict,67,0.42857142857142855,0.3333333333333333,-0.28867513459481287,nonmonotonic,0.5713766429661356,0.9999480715375642,0.34693877551020413,0.4285714285714286,0.34693877551020413,0.4668887963348606,0.7086872556398739,0.915111012072449,0.9927938593938306,0.9999480715375642
7,strict,68,0.2857142857142857,0.7,0.31622776601683794,helps,0.7142337858232783,0.9999480715375642,0.28571428571428575,0.28571428571428575,0.3673469387755103,0.48729695960016667,0.7097365546529708,0.9151123034315999,0.9927938593955083,0.9999480715375642
7,strict,69,0.42857142857142855,0.4166666666666667,-0.14433756729740643,nonmonotonic,0.5713766429661356,0.9999480715375642,0.38775510204081637,0.4285714285714286,0.38775510204081637,0.4877134527280301,0.7097367281194964,0.91511230343163,0.9927938593955083,0.9999480715375642
7,strict,70,0.42857142857142855,0.5,-3.2049378106392736e-17,helps,0.5713766429661356,0.9999480715375642,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.49354435651811757,0.7097807886169879,0.9151123054035897,0.9927938593955083,0.9999480715375642
7,strict,71,0.5714285714285714,0.25,-0.43301270189221946,nonmonotonic,0.42851950010899276,0.9999480715375642,0.44897959183673475,0.5714285714285714,0.44897959183673475,0.4939608496459809,0.7097809620835135,0.9151123054036198,0.9927938593955083,0.9999480715375642
7,strict,72,0.2857142857142857,0.8,0.47434164902525694,helps,0.7142337858232788,0.9999480715375645,0.28571428571428575,0.28571428571428575,0.4081632653061225,0.5331112036651396,0.7188730365540806,0.9152389530925795,0.9927938760946897,0.9999480715375645
7,strict,73,0.42857142857142855,0.5,0.0,helps,0.5713766429661359,0.9999480715375645,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.533527696793003,0.7188732100206062,0.9152389530926096,0.9927938760946897,0.9999480715375645
7,strict,74,0.42857142857142855,0.5833333333333334,0.14433756729740646,helps,0.5713766429661359,0.9999480715375645,0.4285714285714286,0.4285714285714286,0.4693877551020409,0.5393586005830905,0.7189172705180978,0.9152389550645693,0.9927938760946897,0.9999480715375645
7,strict,75,0.5714285714285714,0.3333333333333333,-0.28867513459481287,nonmonotonic,0.4285195001089931,0.9999480715375645,0.489795918367347,0.5714285714285714,0.489795918367347,0.5397750937109539,0.7189174439846233,0.9152389550645994,0.9927938760946897,0.9999480715375645
7,strict,76,0.42857142857142855,0.6666666666666666,0.2886751345948129,helps,0.5713766429661359,0.9999480715375645,0.4285714285714286,0.4285714285714286,0.5102040816326532,0.5601832569762599,0.7199667429977202,0.9152402464237502,0.9927938760963676,0.9999480715375645
7,strict,77,0.5714285714285714,0.4166666666666667,-0.1443375672974064,nonmonotonic,0.4285195001089931,0.9999480715375645,0.5306122448979592,0.5714285714285714,0.5306122448979592,0.5605997501041233,0.7199669164642458,0.9152402464237803,0.9927938760963676,0.9999480715375645
7,strict,78,0.5714285714285714,0.5,0.0,nonmonotonic,0.4285195001089931,0.9999480715375645,0.5664306538942108,0.5714285714285714,0.5714285714285715,0.5664306538942108,0.7200109769617374,0.91524024839574,0.9927938760963676,0.9999480715375645
7,strict,79,0.7142857142857143,0.2,-0.4743416490252568,nonmonotonic,0.2856623572518502,0.9999480715375645,0.5668471470220742,0.7142857142857143,0.5918367346938775,0.5668471470220742,0.7200111504282629,0.9152402483957701,0.9927938760963676,0.9999480715375645
7,strict,80,0.2857142857142857,0.9,0.6324555320336759,helps,0.7142337862677105,0.9999480719819963,0.2857142857142858,0.2857142857142858,0.4489795918367348,0.6139108704706373,0.7650349075362707,0.9195732384019154,0.9928149242568034,0.9999480719819963
7,strict,81,0.42857142857142855,0.5833333333333334,0.14433756729740646,helps,0.5713766434105676,0.9999480719819963,0.42857142857142866,0.42857142857142866,0.4693877551020409,0.6143273635985007,0.7650350810027963,0.9195732384019455,0.9928149242568034,0.9999480719819963
7,strict,82,0.42857142857142855,0.6666666666666666,0.2886751345948129,helps,0.5713766434105676,0.9999480719819963,0.42857142857142866,0.42857142857142866,0.5102040816326532,0.6201582673885881,0.7650791415002879,0.9195732403739052,0.9928149242568034,0.9999480719819963
7,strict,83,0.5714285714285714,0.4166666666666667,-0.14433756729740646,nonmonotonic,0.4285195005534248,0.9999480719819963,0.5306122448979593,0.5714285714285715,0.5306122448979593,0.6205747605164516,0.7650793149668134,0.9195732403739353,0.9928149242568034,0.9999480719819963
7,strict,84,0.42857142857142855,0.75,0.4330127018922194,helps,0.5713766434105676,0.9999480719819963,0.42857142857142866,0.42857142857142866,0.5510204081632655,0.6409829237817577,0.7661286139799103,0.9195745317330861,0.9928149242584812,0.9999480719819963
7,strict,85,0.5714285714285714,0.5,0.0,helps,0.4285195005534248,0.9999480719819963,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.6413994169096211,0.7661287874464359,0.9195745317331162,0.9928149242584812,0.9999480719819963
7,strict,86,0.5714285714285714,0.5833333333333334,0.14433756729740643,helps,0.4285195005534248,0.9999480719819963,0.5714285714285715,0.5714285714285715,0.6122448979591838,0.6472303206997085,0.7661728479439275,0.9195745337050759,0.9928149242584812,0.9999480719819963
7,strict,87,0.7142857142857143,0.3,-0.3162277660168379,nonmonotonic,0.285662357696282,0.9999480719819963,0.6326530612244898,0.7142857142857143,0.6326530612244898,0.6476468138275719,0.766173021410453,0.919574533705106,0.9928149242584812,0.9999480719819963
7,strict,88,0.42857142857142855,0.8333333333333334,0.5773502691896257,helps,0.5713766434105678,0.9999480719819965,0.42857142857142866,0.42857142857142866,0.5918367346938777,0.6867971678467306,0.7752650958810201,0.9197011813940658,0.9928149409576625,0.9999480719819965
7,strict,89,0.5714285714285714,0.5833333333333334,0.14433756729740643,helps,0.428519500553425,0.9999480719819965,0.5714285714285715,0.5714285714285715,0.6122448979591838,0.687213660974594,0.7752652693475457,0.9197011813940958,0.9928149409576625,0.9999480719819965
7,strict,90,0.5714285714285714,0.6666666666666666,0.28867513459481287,helps,0.428519500553425,0.9999480719819965,0.5714285714285715,0.5714285714285715,0.653061224489796,0.6930445647646815,0.7753093298450373,0.9197011833660556,0.9928149409576625,0.9999480719819965
7,strict,91,0.7142857142857143,0.4,-0.15811388300841894,nonmonotonic,0.28566235769628223,0.9999480719819965,0.6734693877551021,0.7142857142857143,0.6734693877551021,0.6934610578925449,0.7753095033115629,0.9197011833660856,0.9928149409576625,0.9999480719819965
7,strict,92,0.5714285714285714,0.75,0.43301270189221935,helps,0.428519500553425,0.9999480719819965,0.5714285714285715,0.5714285714285715,0.6938775510204083,0.713869221157851,0.7763588023246597,0.9197024747252365,0.9928149409593403,0.9999480719819965
7,strict,93,0.7142857142857143,0.5,0.0,helps,0.28566235769628223,0.9999480719819965,0.7142857142857143,0.7142857142857143,0.7142857142857144,0.7142857142857144,0.7763589757911853,0.9197024747252666,0.9928149409593403,0.9999480719819965
7,strict,94,0.7142857142857143,0.6,0.15811388300841892,nonmonotonic,0.28566235769628223,0.9999480719819965,0.7142857142857143,0.7142857142857143,0.7551020408163267,0.7201166180758019,0.7764030362886769,0.9197024766972263,0.9928149409593403,0.9999480719819965
7,strict,95,0.8571428571428571,0.16666666666666666,-0.4082482904638631,nonmonotonic,0.14280521483913933,0.9999480719819965,0.7205331112036653,0.8571428571428572,0.7755102040816327,0.7205331112036653,0.7764032097552025,0.9197024766972564,0.9928149409593403,0.9999480719819965
7,strict,96,0.2857142857142857,1.0,0.7905694150420949,helps,0.7142857138412819,0.9999999995555676,0.2857142857142857,0.2857142857142857,0.4897959183673469,0.7396917950853811,0.9322396384541287,0.9954085334031728,0.9999789184344903,0.9999999995555676
7,strict,97,0.42857142857142855,0.6666666666666666,0.2886751345948129,helps,0.5714285709841391,0.9999999995555676,0.42857142857142855,0.42857142857142855,0.5102040816326531,0.7401082882132445,0.9322398119206543,0.9954085334032029,0.9999789184344903,0.9999999995555676
7,strict,98,0.42857142857142855,0.75,0.4330127018922194,helps,0.5714285709841391,0.9999999995555676,0.42857142857142855,0.42857142857142855,0.5510204081632653,0.7459391920033319,0.9322838724181459,0.9954085353751626,0.9999789184344903,0.9999999995555676
7,strict,99,0.5714285714285714,0.5,-3.204937810639273e-17,helps,0.4285714281269962,0.9999999995555676,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7463556851311953,0.9322840458846715,0.9954085353751927,0.9999789184344903,0.9999999995555676
7,strict,100,0.42857142857142855,0.8333333333333334,0.5773502691896258,helps,0.5714285709841391,0.9999999995555676,0.42857142857142855,0.42857142857142855,0.5918367346938775,0.7667638483965014,0.9333333448977683,0.9954098267343435,0.999978918436168,0.9999999995555676
7,strict,101,0.5714285714285714,0.5833333333333334,0.14433756729740643,helps,0.4285714281269962,0.9999999995555676,0.5714285714285714,0.5714285714285714,0.6122448979591837,0.7671803415243648,0.9333335183642939,0.9954098267343736,0.999978918436168,0.9999999995555676
7,strict,102,0.5714285714285714,0.6666666666666666,0.28867513459481287,helps,0.4285714281269962,0.9999999995555676,0.5714285714285714,0.5714285714285714,0.6530612244897959,0.7730112453144523,0.9333775788617855,0.9954098287063333,0.999978918436168,0.9999999995555676
7,strict,103,0.7142857142857143,0.4,-0.15811388300841892,nonmonotonic,0.2857142852698533,0.9999999995555676,0.673469387755102,0.7142857142857143,0.673469387755102,0.7734277384423156,0.9333777523283111,0.9954098287063634,0.999978918436168,0.9999999995555676
7,strict,104,0.42857142857142855,0.9166666666666666,0.7216878364870324,helps,0.5714285709841394,0.999999999555568,0.42857142857142855,0.42857142857142855,0.6326530612244898,0.8125780924614744,0.9424698267988783,0.9955364763953232,0.9999789351353494,0.999999999555568
7,strict,105,0.5714285714285714,0.6666666666666666,0.28867513459481287,helps,0.42857142812699656,0.999999999555568,0.5714285714285714,0.5714285714285714,0.6530612244897959,0.8129945855893377,0.9424700002654038,0.9955364763953533,0.9999789351353494,0.999999999555568
7,strict,106,0.5714285714285714,0.75,0.43301270189221935,helps,0.42857142812699656,0.999999999555568,0.5714285714285714,0.5714285714285714,0.6938775510204082,0.8188254893794252,0.9425140607628953,0.995536478367313,0.9999789351353494,0.999999999555568
7,strict,107,0.7142857142857143,0.5,1.7554167342883502e-17,helps,0.28571428526985365,0.999999999555568,0.7142857142857142,0.7142857142857143,0.7142857142857142,0.8192419825072886,0.9425142342294209,0.995536478367343,0.9999789351353494,0.999999999555568
7,strict,108,0.5714285714285714,0.8333333333333334,0.5773502691896256,helps,0.42857142812699656,0.999999999555568,0.5714285714285714,0.5714285714285714,0.7346938775510203,0.8396501457725947,0.9435635332425178,0.9955377697264939,0.9999789351370272,0.999999999555568
7,strict,109,0.7142857142857143,0.6,0.15811388300841894,helps,0.28571428526985365,0.999999999555568,0.7142857142857143,0.7142857142857143,0.7551020408163265,0.8400666389004581,0.9435637067090434,0.995537769726524,0.9999789351370272,0.999999999555568
7,strict,110,0.7142857142857143,0.7,0.3162277660168379,helps,0.28571428526985365,0.999999999555568,0.7142857142857143,0.7142857142857143,0.7959183673469388,0.8458975426905455,0.9436077672065349,0.9955377716984837,0.9999789351370272,0.999999999555568
7,strict,111,0.8571428571428571,0.3333333333333333,-0.20412414523193148,nonmonotonic,0.14285714241271086,0.999999999555568,0.8163265306122449,0.8571428571428571,0.8163265306122449,0.8463140358184089,0.9436079406730605,0.9955377716985138,0.9999789351370272,0.999999999555568
7,strict,112,0.42857142857142855,1.0,0.8660254037844386,helps,0.5714285714285712,0.9999999999999998,0.4285714285714286,0.4285714285714286,0.6734693877551021,0.893377759266972,0.9886316977810683,0.999870761704659,0.999999983297463,0.9999999999999998
7,strict,113,0.5714285714285714,0.75,0.43301270189221935,helps,0.4285714285714284,0.9999999999999998,0.5714285714285714,0.5714285714285714,0.6938775510204082,0.8937942523948355,0.9886318712475939,0.9998707617046891,0.999999983297463,0.9999999999999998
7,strict,114,0.5714285714285714,0.8333333333333334,0.5773502691896257,helps,0.4285714285714284,0.9999999999999998,0.5714285714285714,0.5714285714285714,0.7346938775510204,0.8996251561849229,0.9886759317450854,0.9998707636766488,0.9999999832974631,0.9999999999999998
7,strict,115,0.7142857142857143,0.6,0.15811388300841894,helps,0.2857142857142855,0.9999999999999998,0.7142857142857143,0.7142857142857143,0.7551020408163265,0.9000416493127863,0.988676105211611,0.9998707636766789,0.9999999832974631,0.9999999999999998
7,strict,116,0.5714285714285714,0.9166666666666666,0.7216878364870322,helps,0.4285714285714284,0.9999999999999998,0.5714285714285714,0.5714285714285714,0.7755102040816326,0.9204498125780924,0.9897254042247079,0.9998720550358298,0.9999999832991409,0.9999999999999998
7,strict,117,0.7142857142857143,0.7,0.3162277660168379,helps,0.2857142857142855,0.9999999999999998,0.7142857142857143,0.7142857142857143,0.7959183673469388,0.9208663057059558,0.9897255776912335,0.9998720550358599,0.9999999832991409,0.9999999999999998
7,strict,118,0.7142857142857143,0.8,0.4743416490252568,helps,0.2857142857142855,0.9999999999999998,0.7142857142857143,0.7142857142857143,0.8367346938775511,0.9266972094960433,0.989769638188725,0.9998720570078196,0.9999999832991409,0.9999999999999998
7,strict,119,0.8571428571428571,0.5,0.0,helps,0.14285714285714268,0.9999999999999998,0.8571428571428571,0.8571428571428571,0.8571428571428572,0.9271137026239067,0.9897698116552506,0.9998720570078496,0.9999999832991409,0.9999999999999998
7,strict,120,0.5714285714285714,1.0,0.8660254037844385,helps,0.4285714285714286,1.0,0.5714285714285714,0.5714285714285714,0.8163265306122449,0.9662640566430654,0.9988618861258177,0.9999987046968094,0.9999999999983222,1.0
7,strict,121,0.7142857142857143,0.8,0.4743416490252569,helps,0.2857142857142857,1.0,0.7142857142857143,0.7142857142857143,0.8367346938775511,0.9666805497709288,0.9988620595923432,0.9999987046968395,0.9999999999983222,1.0
7,strict,122,0.7142857142857143,0.9,0.6324555320336757,helps,0.2857142857142857,1.0,0.7142857142857143,0.7142857142857143,0.8775510204081634,0.9725114535610163,0.9989061200898348,0.9999987066687992,0.9999999999983222,1.0
7,strict,123,0.8571428571428571,0.6666666666666666,0.20412414523193154,helps,0.1428571428571429,1.0,0.8571428571428571,0.8571428571428571,0.8979591836734694,0.9729279466888796,0.9989062935563604,0.9999987066688293,0.9999999999983222,1.0
7,strict,124,0.7142857142857143,1.0,0.7905694150420947,helps,0.2857142857142857,1.0,0.7142857142857143,0.7142857142857143,0.9183673469387755,0.9933361099541858,0.9999555925694573,0.9999999980279801,1.0,1.0
7,strict,125,0.8571428571428571,0.8333333333333334,0.4082482904638631,helps,0.1428571428571429,1.0,0.8571428571428571,0.8571428571428571,0.9387755102040816,0.9937526030820492,0.9999557660359828,0.9999999980280102,1.0,1.0
7,strict,126,0.8571428571428571,1.0,0.6123724356957946,helps,0.1428571428571429,1.0,0.8571428571428571,0.8571428571428571,0.9795918367346939,0.9995835068721366,0.9999998265334744,0.9999999999999699,1.0,1.0
7,two_tier,1,0.14285714285714285,0.25,-0.3535533905932737,harms,-0.14285714285714277,0.14285714285714285,6.974368541410933e-17,0.14285714285714285,0.08163265306122448,0.02665556018325697,0.0028420755547329374,3.230957383524214e-05,4.175634245659853e-09,6.974368541410933e-17
7,two_tier,2,0.14285714285714285,0.25,-0.35355339059327373,harms,-0.14285714285714277,0.14285714285714285,6.974368541410933e-17,0.14285714285714285,0.08163265306122448,0.02665556018325697,0.0028420755547329374,3.230957383524214e-05,4.175634245659853e-09,6.974368541410933e-17
7,two_tier,3,0.2857142857142857,0.2,-0.5477225575051661,harms,-0.28571428571428553,0.2857142857142857,1.3948737082821866e-16,0.2857142857142857,0.16326530612244897,0.05331112036651394,0.005684151109465875,6.461914767048428e-05,8.351268491319707e-09,1.3948737082821866e-16
7,two_tier,4,0.14285714285714285,0.25,-0.35355339059327373,harms,-0.14285714285714277,0.14285714285714285,6.974368541410933e-17,0.14285714285714285,0.08163265306122448,0.02665556018325697,0.0028420755547329374,3.230957383524214e-05,4.175634245659853e-09,6.974368541410933e-17
7,two_tier,5,0.2857142857142857,0.2,-0.5477225575051661,harms,-0.28571428571428553,0.2857142857142857,1.3948737082821866e-16,0.2857142857142857,0.16326530612244897,0.05331112036651394,0.005684151109465875,6.461914767048428e-05,8.351268491319707e-09,1.3948737082821866e-16
7,two_tier,6,0.2857142857142857,0.2,-0.5477225575051661,harms,-0.28571428571428553,0.2857142857142857,1.3948737082821866e-16,0.2857142857142857,0.16326530612244897,0.05331112036651394,0.005684151109465875,6.461914767048428e-05,8.351268491319707e-09,1.3948737082821866e-16
7,two_tier,7,0.42857142857142855,0.125,-0.7500000000000001,harms,-0.4285714285714283,0.42857142857142855,2.09231056242328e-16,0.42857142857142855,0.24489795918367346,0.07996668054977091,0.008526226664198812,9.692872150572643e-05,1.252690273697956e-08,2.09231056242328e-16
7,two_tier,8,0.14285714285714285,0.25,-0.35355339059327373,harms,-0.14285714285714277,0.14285714285714285,6.974368541410933e-17,0.14285714285714285,0.08163265306122448,0.02665556018325697,0.0028420755547329374,3.230957383524214e-05,4.175634245659853e-09,6.974368541410933e-17
7,two_tier,9,0.2857142857142857,0.2,-0.5477225575051661,harms,-0.28571428571428553,0.2857142857142857,1.3948737082821866e-16,0.2857142857142857,0.16326530612244897,0.05331112036651394,0.005684151109465875,6.461914767048428e-05,8.351268491319707e-09,1.3948737082821866e-16
7,two_tier,10,0.2857142857142857,0.2,-0.5477225575051661,harms,-0.28571428571428553,0.2857142857142857,1.3948737082821866e-16,0.2857142857142857,0.16326530612244897,0.05331112036651394,0.005684151109465875,6.461914767048428e-05,8.351268491319707e-09,1.3948737082821866e-16
7,two_tier,11,0.42857142857142855,0.125,-0.75,harms,-0.4285714285714283,0.42857142857142855,2.09231056242328e-16,0.42857142857142855,0.24489795918367346,0.07996668054977091,0.008526226664198812,9.692872150572643e-05,1.252690273697956e-08,2.09231056242328e-16
7,two_tier,12,0.2857142857142857,0.2,-0.5477225575051661,harms,-0.28571428571428553,0.2857142857142857,1.3948737082821866e-16,0.2857142857142857,0.16326530612244897,0.05331112036651394,0.005684151109465875,6.461914767048428e-05,8.351268491319707e-09,1.3948737082821866e-16
7,two_tier,13,0.42857142857142855,0.125,-0.7500000000000001,harms,-0.4285714285714283,0.42857142857142855,2.09231056242328e-16,0.42857142857142855,0.24489795918367346,0.07996668054977091,0.008526226664198812,9.692872150572643e-05,1.252690273697956e-08,2.09231056242328e-16
7,two_tier,14,0.42857142857142855,0.125,-0.7500000000000001,harms,-0.4285714285714283,0.42857142857142855,2.09231056242328e-16,0.42857142857142855,0.24489795918367346,0.07996668054977091,0.008526226664198812,9.692872150572643e-05,1.252690273697956e-08,2.09231056242328e-16
7,two_tier,15,0.5714285714285714,0.0,-1.0,harms,-0.5714285714285711,0.5714285714285714,2.789747416564373e-16,0.5714285714285714,0.32653061224489793,0.10662224073302788,0.01136830221893175,0.00012923829534096856,1.6702536982639413e-08,2.789747416564373e-16
7,two_tier,16,0.14285714285714285,0.8333333333333334,0.47140452079103173,helps,0.19047619047619035,0.3333333333333332,0.14285714285714285,0.14285714285714285,0.22448979591836737,0.29779258642232403,0.3295438992603561,0.333290253901553,0.333333327765821,0.3333333333333332
7,two_tier,17,0.2857142857142857,0.55,0.0912870929175277,saturates_or_small,0.04761904761904756,0.33333333333333326,0.2857142857142857,0.2857142857142857,0.30612244897959184,0.324448146605581,0.332385974815089,0.33332256347538824,0.3333333319414552,0.33333333333333326
7,two_tier,18,0.2857142857142857,0.55,0.0912870929175277,saturates_or_small,0.04761904761904756,0.33333333333333326,0.2857142857142857,0.2857142857142857,0.30612244897959184,0.324448146605581,0.332385974815089,0.33332256347538824,0.3333333319414552,0.33333333333333326
7,two_tier,19,0.42857142857142855,0.4166666666666667,-0.16666666666666666,harms,-0.09523809523809518,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.3877551020408163,0.35110370678883795,0.33522805036982195,0.33335487304922345,0.3333333361170895,0.33333333333333337
7,two_tier,20,0.2857142857142857,0.55,0.0912870929175277,saturates_or_small,0.04761904761904756,0.33333333333333326,0.2857142857142857,0.2857142857142857,0.30612244897959184,0.324448146605581,0.332385974815089,0.33332256347538824,0.3333333319414552,0.33333333333333326
7,two_tier,21,0.42857142857142855,0.4166666666666667,-0.16666666666666666,harms,-0.09523809523809518,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.3877551020408163,0.35110370678883795,0.33522805036982195,0.33335487304922345,0.3333333361170895,0.33333333333333337
7,two_tier,22,0.42857142857142855,0.4166666666666667,-0.16666666666666666,harms,-0.09523809523809518,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.3877551020408163,0.35110370678883795,0.33522805036982195,0.33335487304922345,0.3333333361170895,0.33333333333333337
7,two_tier,23,0.5714285714285714,0.2916666666666667,-0.4166666666666667,harms,-0.23809523809523797,0.5714285714285714,0.3333333333333334,0.5714285714285714,0.46938775510204084,0.37775926697209494,0.33807012592455493,0.3333871826230587,0.3333333402927237,0.3333333333333334
7,two_tier,24,0.2857142857142857,0.55,0.0912870929175277,saturates_or_small,0.04761904761904756,0.33333333333333326,0.2857142857142857,0.2857142857142857,0.30612244897959184,0.324448146605581,0.332385974815089,0.33332256347538824,0.3333333319414552,0.33333333333333326
7,two_tier,25,0.42857142857142855,0.4166666666666667,-0.16666666666666666,harms,-0.09523809523809518,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.3877551020408163,0.35110370678883795,0.33522805036982195,0.33335487304922345,0.3333333361170895,0.33333333333333337
7,two_tier,26,0.42857142857142855,0.4166666666666667,-0.1666666666666667,harms,-0.09523809523809518,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.3877551020408163,0.35110370678883795,0.33522805036982195,0.33335487304922345,0.3333333361170895,0.33333333333333337
7,two_tier,27,0.5714285714285714,0.2916666666666667,-0.4166666666666667,harms,-0.23809523809523797,0.5714285714285714,0.3333333333333334,0.5714285714285714,0.46938775510204084,0.37775926697209494,0.33807012592455493,0.3333871826230587,0.3333333402927237,0.3333333333333334
7,two_tier,28,0.42857142857142855,0.4166666666666667,-0.16666666666666666,harms,-0.09523809523809518,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.3877551020408163,0.35110370678883795,0.33522805036982195,0.33335487304922345,0.3333333361170895,0.33333333333333337
