m,score_pattern,success_mask,p,auc,score_utility_corr,classification,high_n_gain,max_curve,min_curve,f1,f2,f4,f8,f16,f32,f64
4,strict,13,0.75,0.6666666666666666,0.2581988897471611,helps,0.25,1.0,0.75,0.75,0.8125,0.94140625,0.9961090087890625,0.9999847414437681,0.9999999997671694,1.0
4,strict,14,0.75,1.0,0.7745966692414834,helps,0.25,1.0,0.75,0.75,0.9375,0.99609375,0.9999847412109375,0.9999999997671694,1.0,1.0
4,two_tier,1,0.25,0.16666666666666666,-0.5773502691896257,harms,-0.25,0.25,2.710505431213761e-20,0.25,0.125,0.03125,0.001953125,7.62939453125e-06,1.1641532182693481e-10,2.710505431213761e-20
4,two_tier,2,0.25,0.16666666666666666,-0.5773502691896257,harms,-0.25,0.25,2.710505431213761e-20,0.25,0.125,0.03125,0.001953125,7.62939453125e-06,1.1641532182693481e-10,2.710505431213761e-20
4,two_tier,3,0.5,0.0,-1.0,harms,-0.5,0.5,5.421010862427522e-20,0.5,0.25,0.0625,0.00390625,1.52587890625e-05,2.3283064365386963e-10,5.421010862427522e-20
4,two_tier,4,0.25,0.8333333333333334,0.5773502691896257,helps,0.25,0.5,0.25,0.25,0.375,0.46875,0.498046875,0.49999237060546875,0.4999999998835847,0.5
4,two_tier,5,0.5,0.5,0.0,flat,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4,two_tier,6,0.5,0.5,0.0,flat,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4,two_tier,7,0.75,0.16666666666666666,-0.5773502691896257,harms,-0.25,0.75,0.5,0.75,0.625,0.53125,0.501953125,0.5000076293945312,0.5000000001164153,0.5
4,two_tier,8,0.25,0.8333333333333334,0.5773502691896257,helps,0.25,0.5,0.25,0.25,0.375,0.46875,0.498046875,0.49999237060546875,0.4999999998835847,0.5
4,two_tier,9,0.5,0.5,0.0,flat,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4,two_tier,10,0.5,0.5,0.0,flat,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4,two_tier,11,0.75,0.16666666666666666,-0.5773502691896257,harms,-0.25,0.75,0.5,0.75,0.625,0.53125,0.501953125,0.5000076293945312,0.5000000001164153,0.5
4,two_tier,12,0.5,1.0,1.0,helps,0.5,1.0,0.5,0.5,0.75,0.9375,0.99609375,0.9999847412109375,0.9999999997671694,1.0
4,two_tier,13,0.75,0.8333333333333334,0.5773502691896257,helps,0.25,1.0,0.75,0.75,0.875,0.96875,0.998046875,0.9999923706054688,0.9999999998835847,1.0
4,two_tier,14,0.75,0.8333333333333334,0.5773502691896257,helps,0.25,1.0,0.75,0.75,0.875,0.96875,0.998046875,0.9999923706054688,0.9999999998835847,1.0
4,three_tier,1,0.25,0.16666666666666666,-0.5222329678670935,harms,-0.25,0.25,2.710505431213761e-20,0.25,0.125,0.03125,0.001953125,7.62939453125e-06,1.1641532182693481e-10,2.710505431213761e-20
4,three_tier,2,0.25,0.16666666666666666,-0.5222329678670935,harms,-0.25,0.25,2.710505431213761e-20,0.25,0.125,0.03125,0.001953125,7.62939453125e-06,1.1641532182693481e-10,2.710505431213761e-20
4,three_tier,3,0.5,0.0,-0.9045340337332909,harms,-0.5,0.5,5.421010862427522e-20,0.5,0.25,0.0625,0.00390625,1.52587890625e-05,2.3283064365386963e-10,5.421010862427522e-20
4,three_tier,4,0.25,0.6666666666666666,0.17407765595569782,nonmonotonic,-0.24999998990931016,0.3125,1.0090689833105137e-08,0.25,0.3125,0.25390625,0.0962066650390625,0.010007336968556046,0.00010045219288998963,1.0090689833105137e-08
4,three_tier,5,0.5,0.375,-0.30151134457776363,harms,-0.49999998990931016,0.5,1.0090689833132243e-08,0.5,0.4375,0.28515625,0.0981597900390625,0.010014966363087296,0.00010045230930531146,1.0090689833132243e-08
4,three_tier,6,0.5,0.375,-0.30151134457776363,harms,-0.49999998990931016,0.5,1.0090689833132243e-08,0.5,0.4375,0.28515625,0.0981597900390625,0.010014966363087296,0.00010045230930531146,1.0090689833132243e-08
4,three_tier,7,0.75,0.0,-0.8703882797784891,harms,-0.7499999899093102,0.75,1.0090689833159348e-08,0.75,0.5625,0.31640625,0.1001129150390625,0.010022595757618546,0.00010045242572063329,1.0090689833159348e-08
4,three_tier,8,0.25,1.0,0.8703882797784891,helps,0.7499999899093102,0.9999999899093102,0.25,0.25,0.4375,0.68359375,0.8998870849609375,0.9899774042423815,0.9998995475742793,0.9999999899093102
4,three_tier,9,0.5,0.625,0.30151134457776363,helps,0.49999998990931016,0.9999999899093102,0.5,0.5,0.5625,0.71484375,0.9018402099609375,0.9899850336369127,0.9998995476906947,0.9999999899093102
4,three_tier,10,0.5,0.625,0.30151134457776363,helps,0.49999998990931016,0.9999999899093102,0.5,0.5,0.5625,0.71484375,0.9018402099609375,0.9899850336369127,0.9998995476906947,0.9999999899093102
4,three_tier,11,0.75,0.3333333333333333,-0.17407765595569782,nonmonotonic,0.24999998990931016,0.9999999899093102,0.6875,0.75,0.6875,0.74609375,0.9037933349609375,0.989992663031444,0.99989954780711,0.9999999899093102
4,three_tier,12,0.5,1.0,0.9045340337332909,helps,0.5,1.0,0.5,0.5,0.75,0.9375,0.99609375,0.9999847412109375,0.9999999997671694,1.0
4,three_tier,13,0.75,0.8333333333333334,0.5222329678670935,helps,0.25,1.0,0.75,0.75,0.875,0.96875,0.998046875,0.9999923706054688,0.9999999998835847,1.0
4,three_tier,14,0.75,0.8333333333333334,0.5222329678670935,helps,0.25,1.0,0.75,0.75,0.875,0.96875,0.998046875,0.9999923706054688,0.9999999998835847,1.0
5,strict,1,0.2,0.0,-0.7071067811865474,harms,-0.2,0.2,1.8446744073709616e-45,0.2,0.04000000000000001,0.0016000000000000003,2.5600000000000013e-06,6.5536000000000055e-12,4.294967296000008e-23,1.8446744073709616e-45
5,strict,2,0.2,0.25,-0.35355339059327373,harms,-0.2,0.2,3.4028236692093966e-26,0.2,0.12000000000000002,0.024000000000000004,0.0006528000000000004,4.2949017600000034e-07,1.8446744069414618e-13,3.4028236692093966e-26
5,strict,3,0.4,0.0,-0.8660254037844387,harms,-0.4,0.4,3.4028236692093966e-26,0.4,0.16000000000000003,0.025600000000000005,0.0006553600000000003,4.2949672960000036e-07,1.8446744073709585e-13,3.4028236692093966e-26
5,strict,4,0.2,0.5,1.9626155733547187e-17,harms,-0.19999999999999363,0.19999999999999996,6.3340286662632846e-15,0.19999999999999996,0.19999999999999996,0.10399999999999998,0.016140799999999993,0.00028168149401599986,7.958642663202318e-08,6.3340286662632846e-15
5,strict,5,0.4,0.16666666666666666,-0.5773502691896258,harms,-0.39999999999999364,0.39999999999999997,6.3340286662632846e-15,0.39999999999999997,0.23999999999999996,0.10559999999999999,0.016143359999999992,0.00028168150056959987,7.958642663202322e-08,6.3340286662632846e-15
5,strict,6,0.4,0.3333333333333333,-0.2886751345948129,harms,-0.39999999999999364,0.39999999999999997,6.334028666297313e-15,0.39999999999999997,0.31999999999999995,0.12799999999999997,0.016793599999999995,0.00028211098419199984,7.958661109946388e-08,6.334028666297313e-15
5,strict,7,0.6,0.0,-0.8660254037844387,harms,-0.5999999999999936,0.6,6.334028666297313e-15,0.6,0.36,0.1296,0.016796159999999994,0.00028211099074559984,7.958661109946392e-08,6.334028666297313e-15
5,strict,8,0.2,0.75,0.35355339059327373,nonmonotonic,-0.19999937228983286,0.28000000000000014,6.277101672046416e-07,0.20000000000000007,0.28000000000000014,0.2800000000000001,0.15097600000000008,0.027865386680320025,0.0007922020385315453,6.277101672046416e-07
5,strict,9,0.4,0.3333333333333333,-0.2886751345948129,harms,-0.3999993722898329,0.4000000000000001,6.277101672046416e-07,0.4000000000000001,0.3200000000000002,0.2816000000000001,0.1509785600000001,0.027865386686873626,0.0007922020385315453,6.277101672046416e-07
5,strict,10,0.4,0.5,0.0,harms,-0.3999993722898329,0.40000000000000013,6.277101672046416e-07,0.4000000000000001,0.40000000000000013,0.3040000000000001,0.1516288000000001,0.027865816170496025,0.0007922020387160128,6.277101672046416e-07
5,strict,11,0.6,0.16666666666666666,-0.5773502691896258,harms,-0.5999993722898329,0.6000000000000001,6.277101672046416e-07,0.6000000000000001,0.44000000000000017,0.3056000000000001,0.15163136000000008,0.027865816177049627,0.0007922020387160128,6.277101672046416e-07
5,strict,12,0.4,0.6666666666666666,0.288675134594813,nonmonotonic,-0.39999937228982646,0.4800000000000001,6.277101735386703e-07,0.4,0.4800000000000001,0.38400000000000006,0.16711680000000007,0.028147068174336026,0.0007922816249581774,6.277101735386703e-07
5,strict,13,0.6,0.3333333333333333,-0.2886751345948129,harms,-0.5999993722898266,0.6000000000000001,6.277101735386703e-07,0.6000000000000001,0.5200000000000001,0.38560000000000005,0.16711936000000008,0.028147068180889624,0.0007922816249581774,6.277101735386703e-07
5,strict,14,0.6,0.5,0.0,harms,-0.5999993722898266,0.6000000000000001,6.277101735386703e-07,0.6000000000000001,0.6000000000000001,0.40800000000000003,0.16776960000000007,0.028147497664512026,0.0007922816251426448,6.277101735386703e-07
5,strict,15,0.8,0.0,-0.7071067811865476,harms,-0.7999993722898265,0.8,6.277101735386703e-07,0.8,0.6400000000000001,0.4096000000000001,0.1677721600000001,0.028147497671065624,0.0007922816251426448,6.277101735386703e-07
5,strict,16,0.2,1.0,0.7071067811865475,helps,0.7999993722898265,0.9999993722898265,0.19999999999999996,0.19999999999999996,0.3599999999999999,0.5903999999999999,0.8322278399999999,0.9718525023289344,0.9992077183748573,0.9999993722898265
5,strict,17,0.4,0.5,0.0,helps,0.5999993722898265,0.9999993722898265,0.3999999999999999,0.39999999999999997,0.3999999999999999,0.592,0.8322303999999999,0.971852502335488,0.9992077183748573,0.9999993722898265
5,strict,18,0.4,0.6666666666666666,0.2886751345948129,helps,0.5999993722898265,0.9999993722898265,0.39999999999999997,0.39999999999999997,0.47999999999999987,0.6144,0.83288064,0.9718529318191104,0.9992077183750419,0.9999993722898265
5,strict,19,0.6,0.3333333333333333,-0.288675134594813,nonmonotonic,0.3999993722898265,0.9999993722898265,0.5199999999999999,0.6,0.5199999999999999,0.6159999999999999,0.8328831999999999,0.971852931825664,0.9992077183750419,0.9999993722898265
5,strict,20,0.4,0.8333333333333334,0.5773502691896258,helps,0.5999993722898329,0.9999993722898328,0.3999999999999999,0.3999999999999999,0.5599999999999998,0.6943999999999999,0.8483686399999999,0.9721341838229504,0.999207797961284,0.9999993722898328
5,strict,21,0.6,0.5,0.0,helps,0.39999937228983296,0.9999993722898328,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.696,0.8483711999999999,0.972134183829504,0.999207797961284,0.9999993722898328
5,strict,22,0.6,0.6666666666666666,0.2886751345948129,helps,0.39999937228983296,0.9999993722898328,0.5999999999999999,0.5999999999999999,0.6799999999999998,0.7183999999999999,0.8490214399999999,0.9721346133131263,0.9992077979614684,0.9999993722898328
5,strict,23,0.8,0.25,-0.3535533905932738,nonmonotonic,0.1999993722898329,0.9999993722898328,0.7199999999999999,0.7999999999999999,0.7199999999999999,0.72,0.8490239999999999,0.97213461331968,0.9992077979614684,0.9999993722898328
5,strict,24,0.4,1.0,0.8660254037844387,helps,0.5999999999999936,0.9999999999999937,0.4,0.4,0.64,0.8704000000000001,0.98320384,0.9997178890092544,0.9999999204133889,0.9999999999999937
5,strict,25,0.6,0.6666666666666666,0.2886751345948129,helps,0.3999999999999936,0.9999999999999937,0.6000000000000001,0.6000000000000001,0.68,0.872,0.9832064,0.999717889015808,0.9999999204133889,0.9999999999999937
5,strict,26,0.6,0.8333333333333334,0.5773502691896258,helps,0.3999999999999936,0.9999999999999937,0.6000000000000001,0.6000000000000001,0.76,0.8944000000000001,0.9838566400000001,0.9997183184994304,0.9999999204135733,0.9999999999999937
5,strict,27,0.8,0.5,0.0,helps,0.19999999999999363,0.9999999999999937,0.8,0.8,0.8,0.896,0.9838592,0.999718318505984,0.9999999204135733,0.9999999999999937
5,strict,28,0.6,1.0,0.8660254037844387,helps,0.4,1.0,0.6,0.6,0.84,0.9743999999999999,0.99934464,0.9999995705032704,0.9999999999998155,1.0
5,strict,29,0.8,0.75,0.35355339059327373,helps,0.19999999999999996,1.0,0.8,0.8,0.88,0.976,0.9993472,0.999999570509824,0.9999999999998155,1.0
5,strict,30,0.8,1.0,0.7071067811865474,helps,0.19999999999999996,1.0,0.8,0.8,0.96,0.9984,0.99999744,0.9999999999934465,1.0,1.0
5,two_tier,1,0.2,0.25,-0.40824829046386296,harms,-0.19999999999999787,0.19999999999999998,2.1113428887657707e-15,0.19999999999999998,0.12,0.043199999999999995,0.005598719999999998,9.403699691519995e-05,2.6528870366487972e-08,2.1113428887657707e-15
5,two_tier,2,0.2,0.25,-0.408248290463863,harms,-0.19999999999999787,0.19999999999999998,2.1113428887657707e-15,0.19999999999999998,0.12,0.043199999999999995,0.005598719999999998,9.403699691519995e-05,2.6528870366487972e-08,2.1113428887657707e-15
5,two_tier,3,0.4,0.16666666666666666,-0.6666666666666666,harms,-0.39999999999999575,0.39999999999999997,4.222685777531541e-15,0.39999999999999997,0.24,0.08639999999999999,0.011197439999999996,0.0001880739938303999,5.3057740732975945e-08,4.222685777531541e-15
5,two_tier,4,0.2,0.25,-0.408248290463863,harms,-0.19999999999999787,0.19999999999999998,2.1113428887657707e-15,0.19999999999999998,0.12,0.043199999999999995,0.005598719999999998,9.403699691519995e-05,2.6528870366487972e-08,2.1113428887657707e-15
5,two_tier,5,0.4,0.16666666666666666,-0.6666666666666666,harms,-0.39999999999999575,0.39999999999999997,4.222685777531541e-15,0.39999999999999997,0.24,0.08639999999999999,0.011197439999999996,0.0001880739938303999,5.3057740732975945e-08,4.222685777531541e-15
5,two_tier,6,0.4,0.16666666666666666,-0.6666666666666666,harms,-0.39999999999999575,0.39999999999999997,4.222685777531541e-15,0.39999999999999997,0.24,0.08639999999999999,0.011197439999999996,0.0001880739938303999,5.3057740732975945e-08,4.222685777531541e-15
5,two_tier,7,0.6,0.0,-1.0,harms,-0.5999999999999936,0.6,6.334028666297313e-15,0.6,0.36,0.1296,0.016796159999999994,0.00028211099074559984,7.958661109946392e-08,6.334028666297313e-15
5,two_tier,8,0.2,0.875,0.6123724356957946,helps,0.2999999999999968,0.49999999999999684,0.2,0.2,0.32,0.43520000000000003,0.49160192,0.4998589445046272,0.49999996020669446,0.49999999999999684
5,two_tier,9,0.4,0.5833333333333334,0.16666666666666669,helps,0.09999999999999892,0.49999999999999895,0.4,0.4,0.44,0.47840000000000005,0.49720064,0.4999529815015424,0.49999998673556484,0.49999999999999895
5,two_tier,10,0.4,0.5833333333333334,0.16666666666666669,helps,0.09999999999999892,0.49999999999999895,0.4,0.4,0.44,0.47840000000000005,0.49720064,0.4999529815015424,0.49999998673556484,0.49999999999999895
5,two_tier,11,0.6,0.4166666666666667,-0.1666666666666667,harms,-0.09999999999999887,0.6,0.5000000000000011,0.6,0.56,0.5216000000000001,0.50279936,0.5000470184984576,0.5000000132644352,0.5000000000000011
5,two_tier,12,0.4,0.5833333333333334,0.16666666666666674,helps,0.09999999999999892,0.49999999999999895,0.4,0.4,0.44,0.47840000000000005,0.49720064,0.4999529815015424,0.49999998673556484,0.49999999999999895
5,two_tier,13,0.6,0.4166666666666667,-0.1666666666666667,harms,-0.09999999999999887,0.6,0.5000000000000011,0.6,0.56,0.5216000000000001,0.50279936,0.5000470184984576,0.5000000132644352,0.5000000000000011
5,two_tier,14,0.6,0.4166666666666667,-0.1666666666666667,harms,-0.09999999999999887,0.6,0.5000000000000011,0.6,0.56,0.5216000000000001,0.50279936,0.5000470184984576,0.5000000132644352,0.5000000000000011
5,two_tier,15,0.8,0.125,-0.6123724356957946,harms,-0.2999999999999968,0.8,0.5000000000000032,0.8,0.6799999999999999,0.5648,0.50839808,0.5001410554953728,0.5000000397933055,0.5000000000000032
5,two_tier,16,0.2,0.875,0.6123724356957946,helps,0.2999999999999968,0.49999999999999684,0.2,0.2,0.32,0.43520000000000003,0.49160192,0.4998589445046272,0.49999996020669446,0.49999999999999684
5,two_tier,17,0.4,0.5833333333333334,0.1666666666666667,helps,0.09999999999999892,0.49999999999999895,0.4,0.4,0.44,0.47840000000000005,0.49720064,0.4999529815015424,0.49999998673556484,0.49999999999999895
5,two_tier,18,0.4,0.5833333333333334,0.1666666666666667,helps,0.09999999999999892,0.49999999999999895,0.4,0.4,0.44,0.47840000000000005,0.49720064,0.4999529815015424,0.49999998673556484,0.49999999999999895
5,two_tier,19,0.6,0.4166666666666667,-0.16666666666666674,harms,-0.09999999999999887,0.6,0.5000000000000011,0.6,0.56,0.5216000000000001,0.50279936,0.5000470184984576,0.5000000132644352,0.5000000000000011
5,two_tier,20,0.4,0.5833333333333334,0.1666666666666667,helps,0.09999999999999892,0.49999999999999895,0.4,0.4,0.44,0.47840000000000005,0.49720064,0.4999529815015424,0.49999998673556484,0.49999999999999895
5,two_tier,21,0.6,0.4166666666666667,-0.16666666666666669,harms,-0.09999999999999887,0.6,0.5000000000000011,0.6,0.56,0.5216000000000001,0.50279936,0.5000470184984576,0.5000000132644352,0.5000000000000011
5,two_tier,22,0.6,0.4166666666666667,-0.16666666666666669,harms,-0.09999999999999887,0.6,0.5000000000000011,0.6,0.56,0.5216000000000001,0.50279936,0.5000470184984576,0.5000000132644352,0.5000000000000011
5,two_tier,23,0.8,0.125,-0.6123724356957946,harms,-0.2999999999999968,0.8,0.5000000000000032,0.8,0.6799999999999999,0.5648,0.50839808,0.5001410554953728,0.5000000397933055,0.5000000000000032
5,two_tier,24,0.4,1.0,1.0,helps,0.5999999999999936,0.9999999999999937,0.4,0.4,0.64,0.8704000000000001,0.98320384,0.9997178890092544,0.9999999204133889,0.9999999999999937
5,two_tier,25,0.6,0.8333333333333334,0.6666666666666666,helps,0.3999999999999958,0.9999999999999958,0.6,0.6,0.76,0.9136000000000001,0.98880256,0.9998119260061696,0.9999999469422592,0.9999999999999958
5,two_tier,26,0.6,0.8333333333333334,0.6666666666666666,helps,0.3999999999999958,0.9999999999999958,0.6,0.6,0.76,0.9136000000000001,0.98880256,0.9998119260061696,0.9999999469422592,0.9999999999999958
5,two_tier,27,0.8,0.75,0.408248290463863,helps,0.19999999999999785,0.9999999999999979,0.8,0.8,0.88,0.9568000000000001,0.99440128,0.9999059630030848,0.9999999734711297,0.9999999999999979
5,two_tier,28,0.6,0.8333333333333334,0.6666666666666666,helps,0.3999999999999958,0.9999999999999958,0.6,0.6,0.76,0.9136000000000001,0.98880256,0.9998119260061696,0.9999999469422592,0.9999999999999958
5,two_tier,29,0.8,0.75,0.408248290463863,helps,0.19999999999999785,0.9999999999999979,0.8,0.8,0.88,0.9568000000000001,0.99440128,0.9999059630030848,0.9999999734711297,0.9999999999999979
5,two_tier,30,0.8,0.75,0.408248290463863,helps,0.19999999999999785,0.9999999999999979,0.8,0.8,0.88,0.9568000000000001,0.99440128,0.9999059630030848,0.9999999734711297,0.9999999999999979
5,three_tier,1,0.2,0.125,-0.5345224838248488,harms,-0.2,0.2,1.7014118346046983e-26,0.2,0.08000000000000002,0.012800000000000002,0.00032768000000000017,2.1474836480000018e-07,9.223372036854793e-14,1.7014118346046983e-26
5,three_tier,2,0.2,0.125,-0.5345224838248487,harms,-0.2,0.2,1.7014118346046983e-26,0.2,0.08000000000000002,0.012800000000000002,0.00032768000000000017,2.1474836480000018e-07,9.223372036854793e-14,1.7014118346046983e-26
5,three_tier,3,0.4,0.0,-0.8728715609439696,harms,-0.4,0.4,3.4028236692093966e-26,0.4,0.16000000000000003,0.025600000000000005,0.0006553600000000003,4.2949672960000036e-07,1.8446744073709585e-13,3.4028236692093966e-26
5,three_tier,4,0.2,0.625,0.13363062095621223,nonmonotonic,-0.19999968614491323,0.24000000000000005,3.1385508676933514e-07,0.2,0.24000000000000005,0.19200000000000003,0.08355840000000005,0.014073534087168011,0.0003961408124790887,3.1385508676933514e-07
5,three_tier,5,0.4,0.3333333333333333,-0.32732683535398854,harms,-0.39999968614491327,0.4,3.1385508676933514e-07,0.4,0.32000000000000006,0.20480000000000004,0.08388608000000004,0.014073748835532812,0.0003961408125713224,3.1385508676933514e-07
5,three_tier,6,0.4,0.3333333333333333,-0.32732683535398854,harms,-0.39999968614491327,0.4,3.1385508676933514e-07,0.4,0.32000000000000006,0.20480000000000004,0.08388608000000004,0.014073748835532812,0.0003961408125713224,3.1385508676933514e-07
5,three_tier,7,0.6,0.08333333333333333,-0.7637626158259734,harms,-0.5999996861449133,0.6000000000000001,3.1385508676933514e-07,0.6000000000000001,0.4000000000000001,0.21760000000000004,0.08421376000000004,0.014073963583897611,0.00039614081266355614,3.1385508676933514e-07
5,three_tier,8,0.2,0.625,0.13363062095621223,nonmonotonic,-0.19999968614491323,0.24000000000000005,3.1385508676933514e-07,0.2,0.24000000000000005,0.19200000000000003,0.08355840000000005,0.014073534087168011,0.0003961408124790887,3.1385508676933514e-07
5,three_tier,9,0.4,0.3333333333333333,-0.32732683535398854,harms,-0.39999968614491327,0.4,3.1385508676933514e-07,0.4,0.32000000000000006,0.20480000000000004,0.08388608000000004,0.014073748835532812,0.0003961408125713224,3.1385508676933514e-07
5,three_tier,10,0.4,0.3333333333333333,-0.32732683535398854,harms,-0.39999968614491327,0.4,3.1385508676933514e-07,0.4,0.32000000000000006,0.20480000000000004,0.08388608000000004,0.014073748835532812,0.0003961408125713224,3.1385508676933514e-07
5,three_tier,11,0.6,0.08333333333333333,-0.7637626158259734,harms,-0.5999996861449133,0.6000000000000001,3.1385508676933514e-07,0.6000000000000001,0.4000000000000001,0.21760000000000004,0.08421376000000004,0.014073963583897611,0.00039614081266355614,3.1385508676933514e-07
5,three_tier,12,0.4,0.6666666666666666,0.21821789023599247,nonmonotonic,-0.39999937228982646,0.4800000000000001,6.277101735386703e-07,0.4,0.4800000000000001,0.38400000000000006,0.1671168000000001,0.028147068174336022,0.0007922816249581774,6.277101735386703e-07
5,three_tier,13,0.6,0.4166666666666667,-0.21821789023599245,harms,-0.5999993722898266,0.6000000000000001,6.277101735386703e-07,0.6000000000000001,0.56,0.39680000000000004,0.1674444800000001,0.02814728292270082,0.0007922816250504111,6.277101735386703e-07
5,three_tier,14,0.6,0.4166666666666667,-0.21821789023599245,harms,-0.5999993722898266,0.6000000000000001,6.277101735386703e-07,0.6000000000000001,0.56,0.39680000000000004,0.1674444800000001,0.02814728292270082,0.0007922816250504111,6.277101735386703e-07
5,three_tier,15,0.8,0.0,-0.8017837257372731,harms,-0.7999993722898265,0.8,6.277101735386703e-07,0.8,0.6400000000000001,0.4096000000000001,0.1677721600000001,0.028147497671065624,0.0007922816251426448,6.277101735386703e-07
5,three_tier,16,0.2,1.0,0.8017837257372731,helps,0.7999993722898265,0.9999993722898265,0.19999999999999996,0.19999999999999996,0.3599999999999999,0.5903999999999999,0.8322278399999999,0.9718525023289344,0.9992077183748573,0.9999993722898265
5,three_tier,17,0.4,0.5833333333333334,0.21821789023599245,helps,0.5999993722898265,0.9999993722898265,0.39999999999999997,0.39999999999999997,0.4399999999999999,0.6032,0.83255552,0.9718527170772991,0.9992077183749496,0.9999993722898265
5,three_tier,18,0.4,0.5833333333333334,0.21821789023599245,helps,0.5999993722898265,0.9999993722898265,0.39999999999999997,0.39999999999999997,0.4399999999999999,0.6032,0.83255552,0.9718527170772991,0.9992077183749496,0.9999993722898265
5,three_tier,19,0.6,0.3333333333333333,-0.21821789023599247,nonmonotonic,0.3999993722898265,0.9999993722898265,0.5199999999999999,0.6,0.5199999999999999,0.6159999999999999,0.8328831999999999,0.971852931825664,0.9992077183750419,0.9999993722898265
5,three_tier,20,0.4,0.9166666666666666,0.7637626158259734,helps,0.5999996861449133,0.9999996861449133,0.39999999999999997,0.39999999999999997,0.5999999999999999,0.7824,0.91578624,0.9859260364161024,0.9996038591873364,0.9999996861449133
5,three_tier,21,0.6,0.6666666666666666,0.32732683535398854,helps,0.3999996861449133,0.9999996861449133,0.6,0.6,0.6799999999999999,0.7951999999999999,0.91611392,0.9859262511644672,0.9996038591874287,0.9999996861449133
5,three_tier,22,0.6,0.6666666666666666,0.32732683535398854,helps,0.3999996861449133,0.9999996861449133,0.6,0.6,0.6799999999999999,0.7951999999999999,0.91611392,0.9859262511644672,0.9996038591874287,0.9999996861449133
5,three_tier,23,0.8,0.375,-0.1336306209562122,nonmonotonic,0.19999968614491326,0.9999996861449133,0.76,0.8,0.76,0.8079999999999999,0.9164416,0.985926465912832,0.9996038591875209,0.9999996861449133
5,three_tier,24,0.4,0.9166666666666666,0.7637626158259734,helps,0.5999996861449133,0.9999996861449133,0.39999999999999997,0.39999999999999997,0.5999999999999999,0.7824,0.91578624,0.9859260364161024,0.9996038591873364,0.9999996861449133
5,three_tier,25,0.6,0.6666666666666666,0.32732683535398854,helps,0.3999996861449133,0.9999996861449133,0.6,0.6,0.6799999999999999,0.7951999999999999,0.91611392,0.9859262511644672,0.9996038591874287,0.9999996861449133
5,three_tier,26,0.6,0.6666666666666666,0.32732683535398854,helps,0.3999996861449133,0.9999996861449133,0.6,0.6,0.6799999999999999,0.7951999999999999,0.91611392,0.9859262511644672,0.9996038591874287,0.9999996861449133
