pool_id,family,label_budget,decision,actual_sign,correct,actual_gain,n1_utility,high_n_utility,regret_vs_oracle,regret_avoided_vs_raw,false_allow,false_block,prediction_sha256
heldout_aligned_20000,aligned,16,allow_high_n,helps,True,0.3480798220425094,0.5136711653879441,0.8617509874304535,0.03088282563774214,0.3480798220425094,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20001,aligned,16,allow_high_n,helps,True,0.3623128385256297,0.5162332147439249,0.8785460532695546,0.020108172868501306,0.3623128385256297,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20002,aligned,16,allow_high_n,helps,True,0.3844507520533912,0.5296734023178598,0.9141241543712509,0.011484587586612638,0.3844507520533912,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20003,aligned,16,allow_high_n,helps,True,0.3528844140955608,0.5069581093954697,0.8598425234910305,0.023681867125816325,0.3528844140955608,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20004,aligned,16,allow_high_n,helps,True,0.3914341781646554,0.511814347986084,0.9032485261507395,0.013997899694014992,0.3914341781646554,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20005,aligned,16,allow_high_n,helps,True,0.41293168724869,0.5069163739877375,0.9198480612364275,0.019652717753861237,0.41293168724869,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20006,aligned,16,allow_high_n,helps,True,0.3815905238152979,0.4976673857386379,0.8792579095539358,0.02244018252531499,0.3815905238152979,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20007,aligned,16,allow_high_n,helps,True,0.4039598952242922,0.5135191917520028,0.917479086976295,0.0136493075129962,0.4039598952242922,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20008,aligned,16,allow_high_n,helps,True,0.3724990393101316,0.5016017078407915,0.8741007471509231,0.012619356362184253,0.3724990393101316,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_aligned_20009,aligned,16,allow_high_n,helps,True,0.3826515735280611,0.5083259462772904,0.8909775198053516,0.012516779737878014,0.3826515735280611,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20000,deceptive_tail,16,block_high_n,harms,True,-0.4681545965349717,0.5918898939458993,0.12373529741092762,0.20995765966075586,0.4681545965349717,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20001,deceptive_tail,16,block_high_n,harms,True,-0.463888630058931,0.5907540429327484,0.1268654128738174,0.19316938727903954,0.463888630058931,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20002,deceptive_tail,16,block_high_n,harms,True,-0.46556032135222786,0.5919270239529073,0.12636670260067945,0.21988346384063684,0.46556032135222786,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20003,deceptive_tail,16,block_high_n,harms,True,-0.46613770374099567,0.5777981235673884,0.11166041982639269,0.2137084823807568,0.46613770374099567,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20004,deceptive_tail,16,block_high_n,harms,True,-0.47334874853699205,0.5813633499332709,0.10801460139627886,0.21596400814876993,0.47334874853699205,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20005,deceptive_tail,16,block_high_n,harms,True,-0.4745754853962975,0.5773850069063188,0.10280952151002125,0.22134238757515434,0.4745754853962975,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20006,deceptive_tail,16,block_high_n,harms,True,-0.4494188224303467,0.6004871870838642,0.1510683646535175,0.19557217190094756,0.4494188224303467,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20007,deceptive_tail,16,block_high_n,harms,True,-0.4629289508925565,0.5843468495003071,0.12141789860775067,0.20003737220678763,0.4629289508925565,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20008,deceptive_tail,16,block_high_n,harms,True,-0.44274219987011076,0.5882555846934905,0.14551338482337975,0.19515110496736798,0.44274219987011076,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_deceptive_tail_20009,deceptive_tail,16,block_high_n,harms,True,-0.4540944644879421,0.5711950495899919,0.11710058510204982,0.216062083939228,0.4540944644879421,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20000,repairable,16,stop_early,helps,False,0.05087754650645071,0.3032813007179225,0.3541588472243732,0.24805225252934693,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20001,repairable,16,request_labels,helps,,0.08556556199705262,0.3047404444312318,0.39030600642828445,0.2654686192773583,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20002,repairable,16,stop_early,helps,False,0.06268519620439816,0.2928780923573217,0.35556328856171987,0.2844873900430502,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20003,repairable,16,stop_early,helps,False,0.04743125027432371,0.2887785986477986,0.3362098489221223,0.27907077912380646,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20004,repairable,16,block_high_n,saturates,False,0.015321781102392573,0.30132801883341687,0.31664979993580944,0.2851977410701987,0.0,False,True,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20005,repairable,16,request_labels,helps,,0.0681018817691113,0.2951245022008903,0.3632263839700016,0.24799063692934004,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20006,repairable,16,stop_early,helps,False,0.03616881167039504,0.2976971370090359,0.3338659486794309,0.28567355951754214,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20007,repairable,16,request_labels,helps,,0.05343793529870933,0.288672111955254,0.3421100472539633,0.30099736723159387,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20008,repairable,16,request_labels,helps,,0.08642339108110908,0.3006332791068804,0.3870566701879895,0.2875013076807811,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_repairable_20009,repairable,16,request_labels,helps,,0.09757998284882352,0.3008683023442126,0.3984482851930361,0.2834695500762002,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20000,saturated,16,request_labels,helps,,0.10407089938007036,0.4914877026024648,0.5955586019825352,0.12833768986717192,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20001,saturated,16,request_labels,helps,,0.08140033884600095,0.4969558899272539,0.5783562287732549,0.13064444624430394,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20002,saturated,16,request_labels,helps,,0.0879633442014594,0.48826707235933514,0.5762304165607945,0.12618476605580137,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20003,saturated,16,request_labels,helps,,0.1223964186716267,0.4926067464482104,0.6150031651198371,0.15176318305185715,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20004,saturated,16,request_labels,helps,,0.0954186962396183,0.4931704507298177,0.588589146969436,0.14077035481877564,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20005,saturated,16,request_labels,helps,,0.09346461018356267,0.48527529460992136,0.578739904793484,0.13744468764121442,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20006,saturated,16,allow_high_n,helps,True,0.09062684676255911,0.49101101366253846,0.5816378604250976,0.028557489285572002,0.09062684676255911,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20007,saturated,16,request_labels,helps,,0.10277602059084379,0.4963604520326993,0.5991364726235431,0.14011868026264762,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20008,saturated,16,request_labels,helps,,0.1068276293457624,0.49550289374930867,0.6023305230950711,0.14669671886379398,0.0,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_saturated_20009,saturated,16,allow_high_n,helps,True,0.11486230233106409,0.4863602700095915,0.6012225723406556,0.023940057399161496,0.11486230233106409,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20000,hidden_flip,16,allow_high_n,helps,True,0.18643552175282446,0.4999038458644171,0.6863393676172416,0.02704803896327168,0.18643552175282446,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20001,hidden_flip,16,block_high_n,harms,True,-0.19170769299006718,0.5097792845527408,0.3180715915626736,0.2113712967521434,0.19170769299006718,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20002,hidden_flip,16,allow_high_n,helps,True,0.1932026620918652,0.5010764634022256,0.6942791254940908,0.014366139927175503,0.1932026620918652,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20003,hidden_flip,16,block_high_n,harms,True,-0.18977514679691737,0.5005756094613335,0.31080046266441613,0.21187174715922275,0.18977514679691737,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20004,hidden_flip,16,allow_high_n,helps,True,0.19008703921431924,0.5077909313028988,0.697877970517218,0.015659099865656723,0.19008703921431924,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20005,hidden_flip,16,block_high_n,harms,True,-0.17594447722843076,0.5061041597013319,0.3301596824729012,0.20080891827016878,0.17594447722843076,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20006,hidden_flip,16,allow_high_n,helps,True,0.19018297240759818,0.5082915301204417,0.6984745025280399,0.014902076433891853,0.19018297240759818,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20007,hidden_flip,16,block_high_n,harms,True,-0.15956628951301327,0.5007458664728281,0.3411795769598149,0.1939601733924835,0.15956628951301327,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20008,hidden_flip,16,allow_high_n,helps,True,0.17099305635715467,0.5017238056920368,0.6727168620491915,0.01778868976444803,0.17099305635715467,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
heldout_hidden_flip_20009,hidden_flip,16,block_high_n,harms,True,-0.1661590174080062,0.4933797001402733,0.3272206827322671,0.20195514854891483,0.1661590174080062,False,False,fa89b28d799b6dd25ff2789fdf57a88c10f37dc456f47cca3c028bf3249d444f
