pool_id,family,budget,strategy,rollouts_used,labels_used,cpu_units,selected_utility,regret_vs_oracle
heldout_aligned_20000,aligned,8,blind_more_rollouts,6,2,14,0.7792894690266073,0.012991492801010751
heldout_aligned_20000,aligned,8,audit_fewer_rollouts,1,2,9,0.5087947511042893,0.2834862107233288
heldout_aligned_20000,aligned,8,calibrated_lcb,6,2,14,0.784149393683232,0.008131568144386092
heldout_aligned_20000,aligned,8,conservative_stop_block,1,2,9,0.5087947511042893,0.2834862107233288
heldout_aligned_20000,aligned,8,oracle_upper_bound,6,0,6,0.7922809618276181,0.0
heldout_aligned_20000,aligned,16,blind_more_rollouts,12,4,28,0.8253270657419474,0.022193927714805994
heldout_aligned_20000,aligned,16,audit_fewer_rollouts,12,4,28,0.83516079386655,0.012360199590203402
heldout_aligned_20000,aligned,16,calibrated_lcb,12,4,28,0.8349434134118066,0.012577580044946801
heldout_aligned_20000,aligned,16,conservative_stop_block,12,4,28,0.8253270657419474,0.022193927714805994
heldout_aligned_20000,aligned,16,oracle_upper_bound,12,0,12,0.8475209934567534,0.0
heldout_aligned_20000,aligned,32,blind_more_rollouts,24,8,56,0.8610503198342511,0.029713941182157644
heldout_aligned_20000,aligned,32,audit_fewer_rollouts,24,8,56,0.8763330072569028,0.014431253759505935
heldout_aligned_20000,aligned,32,calibrated_lcb,24,8,56,0.8738106363791589,0.01695362463724981
heldout_aligned_20000,aligned,32,conservative_stop_block,24,8,56,0.8610503198342511,0.029713941182157644
heldout_aligned_20000,aligned,32,oracle_upper_bound,24,0,24,0.8907642610164087,0.0
heldout_aligned_20000,aligned,64,blind_more_rollouts,48,16,112,0.8797261984027291,0.027801390936029735
heldout_aligned_20000,aligned,64,audit_fewer_rollouts,48,16,112,0.8924167706523873,0.015110818686371541
heldout_aligned_20000,aligned,64,calibrated_lcb,48,16,112,0.89160812227026,0.015919467068498894
heldout_aligned_20000,aligned,64,conservative_stop_block,48,16,112,0.8797261984027291,0.027801390936029735
heldout_aligned_20000,aligned,64,oracle_upper_bound,48,0,48,0.9075275893387589,0.0
heldout_aligned_20001,aligned,8,blind_more_rollouts,6,2,14,0.7885193450723864,0.00703679677889868
heldout_aligned_20001,aligned,8,audit_fewer_rollouts,1,2,9,0.5092302068696241,0.28632593498166103
heldout_aligned_20001,aligned,8,calibrated_lcb,6,2,14,0.7859749727315962,0.00958116911968887
heldout_aligned_20001,aligned,8,conservative_stop_block,1,2,9,0.5092302068696241,0.28632593498166103
heldout_aligned_20001,aligned,8,oracle_upper_bound,6,0,6,0.7955561418512851,0.0
heldout_aligned_20001,aligned,16,blind_more_rollouts,12,4,28,0.8309112502314405,0.01339437621499473
heldout_aligned_20001,aligned,16,audit_fewer_rollouts,12,4,28,0.8269722364474187,0.01733338999901657
heldout_aligned_20001,aligned,16,calibrated_lcb,12,4,28,0.8348050132351648,0.009500613211270492
heldout_aligned_20001,aligned,16,conservative_stop_block,12,4,28,0.8309112502314405,0.01339437621499473
heldout_aligned_20001,aligned,16,oracle_upper_bound,12,0,12,0.8443056264464353,0.0
heldout_aligned_20001,aligned,32,blind_more_rollouts,24,8,56,0.8692291395003241,0.01835021634558054
heldout_aligned_20001,aligned,32,audit_fewer_rollouts,24,8,56,0.8625867253103655,0.02499263053553913
heldout_aligned_20001,aligned,32,calibrated_lcb,24,8,56,0.8754409648301743,0.012138391015730332
heldout_aligned_20001,aligned,32,conservative_stop_block,24,8,56,0.8692291395003241,0.01835021634558054
heldout_aligned_20001,aligned,32,oracle_upper_bound,24,0,24,0.8875793558459046,0.0
heldout_aligned_20001,aligned,64,blind_more_rollouts,48,16,112,0.8872593153490893,0.021097651954301355
heldout_aligned_20001,aligned,64,audit_fewer_rollouts,48,16,112,0.8831240603951807,0.025232906908210007
heldout_aligned_20001,aligned,64,calibrated_lcb,48,16,112,0.8979202556381012,0.010436711665289478
heldout_aligned_20001,aligned,64,conservative_stop_block,48,16,112,0.8872593153490893,0.021097651954301355
heldout_aligned_20001,aligned,64,oracle_upper_bound,48,0,48,0.9083569673033907,0.0
heldout_aligned_20002,aligned,8,blind_more_rollouts,6,2,14,0.7972409343810565,0.007763690152044811
heldout_aligned_20002,aligned,8,audit_fewer_rollouts,1,2,9,0.5174181592193091,0.2875864653137922
heldout_aligned_20002,aligned,8,calibrated_lcb,6,2,14,0.798179332867353,0.006825291665748301
heldout_aligned_20002,aligned,8,conservative_stop_block,1,2,9,0.5174181592193091,0.2875864653137922
heldout_aligned_20002,aligned,8,oracle_upper_bound,6,0,6,0.8050046245331013,0.0
heldout_aligned_20002,aligned,16,blind_more_rollouts,12,4,28,0.8449320536343989,0.012165528277184534
heldout_aligned_20002,aligned,16,audit_fewer_rollouts,1,4,17,0.5093167994130902,0.3477807824984933
heldout_aligned_20002,aligned,16,calibrated_lcb,12,4,28,0.848701056108204,0.008396525803379462
heldout_aligned_20002,aligned,16,conservative_stop_block,1,4,17,0.5093167994130902,0.3477807824984933
heldout_aligned_20002,aligned,16,oracle_upper_bound,12,0,12,0.8570975819115835,0.0
heldout_aligned_20002,aligned,32,blind_more_rollouts,24,8,56,0.8892744030038716,0.011089474506668862
heldout_aligned_20002,aligned,32,audit_fewer_rollouts,24,8,56,0.8876007755167745,0.012763101993765957
heldout_aligned_20002,aligned,32,calibrated_lcb,24,8,56,0.8948179565638168,0.005545920946723681
heldout_aligned_20002,aligned,32,conservative_stop_block,24,8,56,0.8892744030038716,0.011089474506668862
heldout_aligned_20002,aligned,32,oracle_upper_bound,24,0,24,0.9003638775105405,0.0
heldout_aligned_20002,aligned,64,blind_more_rollouts,48,16,112,0.9300898091993014,0.01177650026084709
heldout_aligned_20002,aligned,64,audit_fewer_rollouts,48,16,112,0.9278577330781501,0.014008576381998372
heldout_aligned_20002,aligned,64,calibrated_lcb,48,16,112,0.9360266013737628,0.005839708086385675
heldout_aligned_20002,aligned,64,conservative_stop_block,48,16,112,0.9300898091993014,0.01177650026084709
heldout_aligned_20002,aligned,64,oracle_upper_bound,48,0,48,0.9418663094601485,0.0
heldout_aligned_20003,aligned,8,blind_more_rollouts,6,2,14,0.7902633323171917,0.008036276593890612
heldout_aligned_20003,aligned,8,audit_fewer_rollouts,1,2,9,0.5135734469888708,0.28472616192221156
heldout_aligned_20003,aligned,8,calibrated_lcb,6,2,14,0.7902958536606901,0.008003755250392208
heldout_aligned_20003,aligned,8,conservative_stop_block,1,2,9,0.5135734469888708,0.28472616192221156
heldout_aligned_20003,aligned,8,oracle_upper_bound,6,0,6,0.7982996089110823,0.0
heldout_aligned_20003,aligned,16,blind_more_rollouts,12,4,28,0.8366725458367748,0.011435513489107207
heldout_aligned_20003,aligned,16,audit_fewer_rollouts,12,4,28,0.8374565662680736,0.010651493057808326
heldout_aligned_20003,aligned,16,calibrated_lcb,12,4,28,0.840799939225441,0.007308120100440907
heldout_aligned_20003,aligned,16,conservative_stop_block,12,4,28,0.8366725458367748,0.011435513489107207
heldout_aligned_20003,aligned,16,oracle_upper_bound,12,0,12,0.848108059325882,0.0
heldout_aligned_20003,aligned,32,blind_more_rollouts,24,8,56,0.8678499801532682,0.014905243731026863
heldout_aligned_20003,aligned,32,audit_fewer_rollouts,24,8,56,0.8721059461585683,0.010649277725726769
heldout_aligned_20003,aligned,32,calibrated_lcb,24,8,56,0.8764034805551191,0.006351743329175985
heldout_aligned_20003,aligned,32,conservative_stop_block,24,8,56,0.8678499801532682,0.014905243731026863
heldout_aligned_20003,aligned,32,oracle_upper_bound,24,0,24,0.8827552238842951,0.0
heldout_aligned_20003,aligned,64,blind_more_rollouts,48,16,112,0.8624730875297133,0.03294489391828148
heldout_aligned_20003,aligned,64,audit_fewer_rollouts,48,16,112,0.8733269150063383,0.02209106644165648
heldout_aligned_20003,aligned,64,calibrated_lcb,48,16,112,0.8796119647254889,0.015806016722505922
heldout_aligned_20003,aligned,64,conservative_stop_block,48,16,112,0.8624730875297133,0.03294489391828148
heldout_aligned_20003,aligned,64,oracle_upper_bound,48,0,48,0.8954179814479948,0.0
heldout_aligned_20004,aligned,8,blind_more_rollouts,6,2,14,0.7913995897406076,0.007138705409354684
heldout_aligned_20004,aligned,8,audit_fewer_rollouts,1,2,9,0.5118977379464884,0.2866405572034739
heldout_aligned_20004,aligned,8,calibrated_lcb,6,2,14,0.793864014047663,0.0046742811022992825
heldout_aligned_20004,aligned,8,conservative_stop_block,1,2,9,0.5118977379464884,0.2866405572034739
heldout_aligned_20004,aligned,8,oracle_upper_bound,6,0,6,0.7985382951499623,0.0
heldout_aligned_20004,aligned,16,blind_more_rollouts,12,4,28,0.8425194445319457,0.0106660718586854
heldout_aligned_20004,aligned,16,audit_fewer_rollouts,12,4,28,0.8475804834650731,0.005605032925558029
heldout_aligned_20004,aligned,16,calibrated_lcb,12,4,28,0.8486539495447268,0.004531566845904278
heldout_aligned_20004,aligned,16,conservative_stop_block,12,4,28,0.8425194445319457,0.0106660718586854
heldout_aligned_20004,aligned,16,oracle_upper_bound,12,0,12,0.8531855163906311,0.0
heldout_aligned_20004,aligned,32,blind_more_rollouts,24,8,56,0.8862816803870005,0.014047941082554916
heldout_aligned_20004,aligned,32,audit_fewer_rollouts,24,8,56,0.8931800439642748,0.007149577505280669
heldout_aligned_20004,aligned,32,calibrated_lcb,24,8,56,0.8939485379879136,0.006381083481641792
heldout_aligned_20004,aligned,32,conservative_stop_block,24,8,56,0.8862816803870005,0.014047941082554916
heldout_aligned_20004,aligned,32,oracle_upper_bound,24,0,24,0.9003296214695554,0.0
heldout_aligned_20004,aligned,64,blind_more_rollouts,48,16,112,0.9208260315525245,0.013139773344289951
heldout_aligned_20004,aligned,64,audit_fewer_rollouts,48,16,112,0.9207437298783085,0.013222075018505919
heldout_aligned_20004,aligned,64,calibrated_lcb,48,16,112,0.9148168715481652,0.01914893334864931
heldout_aligned_20004,aligned,64,conservative_stop_block,48,16,112,0.9208260315525245,0.013139773344289951
heldout_aligned_20004,aligned,64,oracle_upper_bound,48,0,48,0.9339658048968145,0.0
heldout_aligned_20005,aligned,8,blind_more_rollouts,6,2,14,0.802181090856184,0.008595999100293406
heldout_aligned_20005,aligned,8,audit_fewer_rollouts,1,2,9,0.5153383156704225,0.2954387742860549
heldout_aligned_20005,aligned,8,calibrated_lcb,6,2,14,0.8048395471405088,0.005937542815968699
heldout_aligned_20005,aligned,8,conservative_stop_block,1,2,9,0.5153383156704225,0.2954387742860549
heldout_aligned_20005,aligned,8,oracle_upper_bound,6,0,6,0.8107770899564775,0.0
heldout_aligned_20005,aligned,16,blind_more_rollouts,12,4,28,0.8582964300462592,0.01295182988724497
heldout_aligned_20005,aligned,16,audit_fewer_rollouts,1,4,17,0.5062491557794428,0.36499910415406134
heldout_aligned_20005,aligned,16,calibrated_lcb,12,4,28,0.8635049743788222,0.007743285554681956
heldout_aligned_20005,aligned,16,conservative_stop_block,1,4,17,0.5062491557794428,0.36499910415406134
heldout_aligned_20005,aligned,16,oracle_upper_bound,12,0,12,0.8712482599335042,0.0
heldout_aligned_20005,aligned,32,blind_more_rollouts,24,8,56,0.9070301188413232,0.01627082730434215
heldout_aligned_20005,aligned,32,audit_fewer_rollouts,24,8,56,0.9124413283957407,0.010859617749924722
heldout_aligned_20005,aligned,32,calibrated_lcb,24,8,56,0.9133141706660148,0.009986775479650545
heldout_aligned_20005,aligned,32,conservative_stop_block,24,8,56,0.9070301188413232,0.01627082730434215
heldout_aligned_20005,aligned,32,oracle_upper_bound,24,0,24,0.9233009461456654,0.0
heldout_aligned_20005,aligned,64,blind_more_rollouts,48,16,112,0.9354513487571895,0.02115558825100916
heldout_aligned_20005,aligned,64,audit_fewer_rollouts,48,16,112,0.9467713066147454,0.009835630393453254
heldout_aligned_20005,aligned,64,calibrated_lcb,48,16,112,0.9447980897975377,0.011808847210661
heldout_aligned_20005,aligned,64,conservative_stop_block,48,16,112,0.9354513487571895,0.02115558825100916
heldout_aligned_20005,aligned,64,oracle_upper_bound,48,0,48,0.9566069370081987,0.0
heldout_aligned_20006,aligned,8,blind_more_rollouts,6,2,14,0.7787149473871245,0.006919221083192317
heldout_aligned_20006,aligned,8,audit_fewer_rollouts,1,2,9,0.5003421866552421,0.28529198181507476
heldout_aligned_20006,aligned,8,calibrated_lcb,6,2,14,0.7796155716650123,0.006018596805304588
heldout_aligned_20006,aligned,8,conservative_stop_block,1,2,9,0.5003421866552421,0.28529198181507476
heldout_aligned_20006,aligned,8,oracle_upper_bound,6,0,6,0.7856341684703169,0.0
heldout_aligned_20006,aligned,16,blind_more_rollouts,12,4,28,0.8319904808585187,0.012040728622645713
heldout_aligned_20006,aligned,16,audit_fewer_rollouts,1,4,17,0.4941276100181394,0.349903599463025
heldout_aligned_20006,aligned,16,calibrated_lcb,12,4,28,0.8345570420505586,0.009474167430605807
heldout_aligned_20006,aligned,16,conservative_stop_block,1,4,17,0.4941276100181394,0.349903599463025
heldout_aligned_20006,aligned,16,oracle_upper_bound,12,0,12,0.8440312094811644,0.0
heldout_aligned_20006,aligned,32,blind_more_rollouts,24,8,56,0.8615802810976521,0.026587142900680316
heldout_aligned_20006,aligned,32,audit_fewer_rollouts,24,8,56,0.8639710628723027,0.02419636112602963
heldout_aligned_20006,aligned,32,calibrated_lcb,24,8,56,0.8673389842617972,0.020828439736535143
heldout_aligned_20006,aligned,32,conservative_stop_block,24,8,56,0.8615802810976521,0.026587142900680316
heldout_aligned_20006,aligned,32,oracle_upper_bound,24,0,24,0.8881674239983324,0.0
heldout_aligned_20006,aligned,64,blind_more_rollouts,48,16,112,0.8888313610045948,0.028396911446021855
heldout_aligned_20006,aligned,64,audit_fewer_rollouts,48,16,112,0.8750546588304425,0.04217361362017413
heldout_aligned_20006,aligned,64,calibrated_lcb,48,16,112,0.8858918334262496,0.03133643902436711
heldout_aligned_20006,aligned,64,conservative_stop_block,48,16,112,0.8888313610045948,0.028396911446021855
heldout_aligned_20006,aligned,64,oracle_upper_bound,48,0,48,0.9172282724506167,0.0
heldout_aligned_20007,aligned,8,blind_more_rollouts,6,2,14,0.7982556852211838,0.00751878426876329
heldout_aligned_20007,aligned,8,audit_fewer_rollouts,1,2,9,0.5102238127236146,0.2955506567663325
heldout_aligned_20007,aligned,8,calibrated_lcb,6,2,14,0.8005557577712628,0.005218711718684377
heldout_aligned_20007,aligned,8,conservative_stop_block,1,2,9,0.5102238127236146,0.2955506567663325
heldout_aligned_20007,aligned,8,oracle_upper_bound,6,0,6,0.8057744694899471,0.0
heldout_aligned_20007,aligned,16,blind_more_rollouts,12,4,28,0.8400432124585105,0.010545247084593146
heldout_aligned_20007,aligned,16,audit_fewer_rollouts,1,4,17,0.4997376516340044,0.3508508079090993
heldout_aligned_20007,aligned,16,calibrated_lcb,12,4,28,0.841250203155054,0.009338256388049637
heldout_aligned_20007,aligned,16,conservative_stop_block,1,4,17,0.4997376516340044,0.3508508079090993
heldout_aligned_20007,aligned,16,oracle_upper_bound,12,0,12,0.8505884595431037,0.0
heldout_aligned_20007,aligned,32,blind_more_rollouts,24,8,56,0.9009436858640804,0.014620325680652413
heldout_aligned_20007,aligned,32,audit_fewer_rollouts,24,8,56,0.9095855512550945,0.005978460289638221
heldout_aligned_20007,aligned,32,calibrated_lcb,24,8,56,0.9098676072394396,0.005696404305293168
heldout_aligned_20007,aligned,32,conservative_stop_block,24,8,56,0.9009436858640804,0.014620325680652413
heldout_aligned_20007,aligned,32,oracle_upper_bound,24,0,24,0.9155640115447328,0.0
heldout_aligned_20007,aligned,64,blind_more_rollouts,48,16,112,0.9334428595526706,0.014232628071320863
heldout_aligned_20007,aligned,64,audit_fewer_rollouts,48,16,112,0.9402991134301195,0.007376374193871937
heldout_aligned_20007,aligned,64,calibrated_lcb,48,16,112,0.9443891420422956,0.0032863455816958265
heldout_aligned_20007,aligned,64,conservative_stop_block,48,16,112,0.9334428595526706,0.014232628071320863
heldout_aligned_20007,aligned,64,oracle_upper_bound,48,0,48,0.9476754876239915,0.0
heldout_aligned_20008,aligned,8,blind_more_rollouts,6,2,14,0.7859912233809374,0.00779662677839954
heldout_aligned_20008,aligned,8,audit_fewer_rollouts,1,2,9,0.506037427923605,0.287750422235732
heldout_aligned_20008,aligned,8,calibrated_lcb,6,2,14,0.7870023716903968,0.006785478468940176
heldout_aligned_20008,aligned,8,conservative_stop_block,1,2,9,0.506037427923605,0.287750422235732
heldout_aligned_20008,aligned,8,oracle_upper_bound,6,0,6,0.793787850159337,0.0
heldout_aligned_20008,aligned,16,blind_more_rollouts,12,4,28,0.8322868945370845,0.010916736957826245
heldout_aligned_20008,aligned,16,audit_fewer_rollouts,12,4,28,0.8312799025055979,0.01192372898931282
heldout_aligned_20008,aligned,16,calibrated_lcb,12,4,28,0.835547788848893,0.007655842646017708
heldout_aligned_20008,aligned,16,conservative_stop_block,12,4,28,0.8322868945370845,0.010916736957826245
heldout_aligned_20008,aligned,16,oracle_upper_bound,12,0,12,0.8432036314949107,0.0
heldout_aligned_20008,aligned,32,blind_more_rollouts,24,8,56,0.8712485015318935,0.010710624611147024
heldout_aligned_20008,aligned,32,audit_fewer_rollouts,24,8,56,0.8683198089432785,0.013639317199761969
heldout_aligned_20008,aligned,32,calibrated_lcb,24,8,56,0.8734678198644518,0.00849130627858874
heldout_aligned_20008,aligned,32,conservative_stop_block,24,8,56,0.8712485015318935,0.010710624611147024
heldout_aligned_20008,aligned,32,oracle_upper_bound,24,0,24,0.8819591261430405,0.0
heldout_aligned_20008,aligned,64,blind_more_rollouts,48,16,112,0.8850659843105648,0.010647265791633664
heldout_aligned_20008,aligned,64,audit_fewer_rollouts,48,16,112,0.8673693545644359,0.02834389553776262
heldout_aligned_20008,aligned,64,calibrated_lcb,48,16,112,0.8845326921756971,0.011180557926501411
heldout_aligned_20008,aligned,64,conservative_stop_block,48,16,112,0.8850659843105648,0.010647265791633664
heldout_aligned_20008,aligned,64,oracle_upper_bound,48,0,48,0.8957132501021985,0.0
heldout_aligned_20009,aligned,8,blind_more_rollouts,6,2,14,0.7943329665744538,0.00785081370298868
heldout_aligned_20009,aligned,8,audit_fewer_rollouts,1,2,9,0.509615623502548,0.29256815677489456
heldout_aligned_20009,aligned,8,calibrated_lcb,6,2,14,0.7961349328785785,0.006048847398864021
heldout_aligned_20009,aligned,8,conservative_stop_block,1,2,9,0.509615623502548,0.29256815677489456
heldout_aligned_20009,aligned,8,oracle_upper_bound,6,0,6,0.8021837802774425,0.0
heldout_aligned_20009,aligned,16,blind_more_rollouts,12,4,28,0.8447065534465962,0.010095076087559218
heldout_aligned_20009,aligned,16,audit_fewer_rollouts,1,4,17,0.504111122536993,0.3506905069971624
heldout_aligned_20009,aligned,16,calibrated_lcb,12,4,28,0.8475289875460307,0.007272641988124717
heldout_aligned_20009,aligned,16,conservative_stop_block,1,4,17,0.504111122536993,0.3506905069971624
heldout_aligned_20009,aligned,16,oracle_upper_bound,12,0,12,0.8548016295341554,0.0
heldout_aligned_20009,aligned,32,blind_more_rollouts,24,8,56,0.8792624599661025,0.010738561072584085
heldout_aligned_20009,aligned,32,audit_fewer_rollouts,24,8,56,0.8775248958779012,0.012476125160785445
heldout_aligned_20009,aligned,32,calibrated_lcb,24,8,56,0.8797279268718456,0.010273094166840968
heldout_aligned_20009,aligned,32,conservative_stop_block,24,8,56,0.8792624599661025,0.010738561072584085
heldout_aligned_20009,aligned,32,oracle_upper_bound,24,0,24,0.8900010210386866,0.0
heldout_aligned_20009,aligned,64,blind_more_rollouts,48,16,112,0.9026311925508301,0.013577663553565378
heldout_aligned_20009,aligned,64,audit_fewer_rollouts,48,16,112,0.9015381794281195,0.014670676676275973
heldout_aligned_20009,aligned,64,calibrated_lcb,48,16,112,0.9054637197402581,0.010745136364137431
heldout_aligned_20009,aligned,64,conservative_stop_block,48,16,112,0.9026311925508301,0.013577663553565378
heldout_aligned_20009,aligned,64,oracle_upper_bound,48,0,48,0.9162088561043955,0.0
heldout_deceptive_tail_20000,deceptive_tail,8,blind_more_rollouts,6,2,14,0.3411439088733556,0.40529903192652766
heldout_deceptive_tail_20000,deceptive_tail,8,audit_fewer_rollouts,1,2,9,0.5886010786865282,0.15784186211335505
heldout_deceptive_tail_20000,deceptive_tail,8,calibrated_lcb,6,2,14,0.7149237213357897,0.03151921946409353
heldout_deceptive_tail_20000,deceptive_tail,8,conservative_stop_block,1,2,9,0.5886010786865282,0.15784186211335505
