pool_id,family,selector,N,selected_utility,deployable,oracle_row
heldout_aligned_20000,aligned,raw_score,1,0.5136711653879441,True,False
heldout_aligned_20000,aligned,raw_score,2,0.6412109594731826,True,False
heldout_aligned_20000,aligned,raw_score,4,0.7373474236124378,True,False
heldout_aligned_20000,aligned,raw_score,8,0.7948290042725886,True,False
heldout_aligned_20000,aligned,raw_score,16,0.83006792946095,True,False
heldout_aligned_20000,aligned,raw_score,32,0.8617509874304535,True,False
heldout_aligned_20000,aligned,raw_score,64,0.890040357632845,True,False
heldout_aligned_20000,aligned,random,1,0.513671165387944,True,False
heldout_aligned_20000,aligned,random,2,0.5112883754928942,True,False
heldout_aligned_20000,aligned,random,4,0.5177969038085922,True,False
heldout_aligned_20000,aligned,random,8,0.5083227884210667,True,False
heldout_aligned_20000,aligned,random,16,0.4731167317329665,True,False
heldout_aligned_20000,aligned,random,32,0.4016941174475557,True,False
heldout_aligned_20000,aligned,random,64,0.3043337695749033,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,1,0.5136711653879441,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,2,0.6405868494076802,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,4,0.736696316516113,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,8,0.7941901603526061,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,16,0.8313424694471945,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,32,0.8654440415226612,True,False
heldout_aligned_20000,aligned,uncertainty_penalty,64,0.8912927861238054,True,False
heldout_aligned_20000,aligned,score_clipping,1,0.513671165387944,True,False
heldout_aligned_20000,aligned,score_clipping,2,0.6398695210364882,True,False
heldout_aligned_20000,aligned,score_clipping,4,0.7309972493828737,True,False
heldout_aligned_20000,aligned,score_clipping,8,0.775388486724516,True,False
heldout_aligned_20000,aligned,score_clipping,16,0.7871429637951873,True,False
heldout_aligned_20000,aligned,score_clipping,32,0.7881089511184923,True,False
heldout_aligned_20000,aligned,score_clipping,64,0.788117225460282,True,False
heldout_aligned_20000,aligned,rank_average,1,0.5136711653879439,True,False
heldout_aligned_20000,aligned,rank_average,2,0.6417917769824825,True,False
heldout_aligned_20000,aligned,rank_average,4,0.7393734488783025,True,False
heldout_aligned_20000,aligned,rank_average,8,0.799492646911263,True,False
heldout_aligned_20000,aligned,rank_average,16,0.8392244414865411,True,False
heldout_aligned_20000,aligned,rank_average,32,0.8710433501075263,True,False
heldout_aligned_20000,aligned,rank_average,64,0.889404809538048,True,False
heldout_aligned_20000,aligned,cvar_lcb,1,0.513671165387944,True,False
heldout_aligned_20000,aligned,cvar_lcb,2,0.6392150630991283,True,False
heldout_aligned_20000,aligned,cvar_lcb,4,0.7342997712380965,True,False
heldout_aligned_20000,aligned,cvar_lcb,8,0.7904167436287589,True,False
heldout_aligned_20000,aligned,cvar_lcb,16,0.8268392008659113,True,False
heldout_aligned_20000,aligned,cvar_lcb,32,0.8586807542430602,True,False
heldout_aligned_20000,aligned,cvar_lcb,64,0.8824148324244298,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,1,0.513671165387944,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,2,0.6429102559649725,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,4,0.7406366088280159,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,8,0.8013126867721844,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,16,0.8422408414615434,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,32,0.8768526213270782,True,False
heldout_aligned_20000,aligned,lower_confidence_bound,64,0.899846891696165,True,False
heldout_aligned_20000,aligned,oracle_real_utility,1,0.5136711653879441,False,True
heldout_aligned_20000,aligned,oracle_real_utility,2,0.6458542285348392,False,True
heldout_aligned_20000,aligned,oracle_real_utility,4,0.7468169376251685,False,True
heldout_aligned_20000,aligned,oracle_real_utility,8,0.8130561463192737,False,True
heldout_aligned_20000,aligned,oracle_real_utility,16,0.8585290760861123,False,True
heldout_aligned_20000,aligned,oracle_real_utility,32,0.8926338130681957,False,True
heldout_aligned_20000,aligned,oracle_real_utility,64,0.9157210492477712,False,True
heldout_aligned_20001,aligned,raw_score,1,0.5162332147439249,True,False
heldout_aligned_20001,aligned,raw_score,2,0.6488916150745251,True,False
heldout_aligned_20001,aligned,raw_score,4,0.7519834283411618,True,False
heldout_aligned_20001,aligned,raw_score,8,0.8177367624049574,True,False
heldout_aligned_20001,aligned,raw_score,16,0.8559368242256097,True,False
heldout_aligned_20001,aligned,raw_score,32,0.8785460532695546,True,False
heldout_aligned_20001,aligned,raw_score,64,0.8915124696455593,True,False
heldout_aligned_20001,aligned,random,1,0.5162332147439247,True,False
heldout_aligned_20001,aligned,random,2,0.5207458117662384,True,False
heldout_aligned_20001,aligned,random,4,0.5305445345028796,True,False
heldout_aligned_20001,aligned,random,8,0.5424833937023382,True,False
heldout_aligned_20001,aligned,random,16,0.5561394898430159,True,False
heldout_aligned_20001,aligned,random,32,0.550456888448503,True,False
heldout_aligned_20001,aligned,random,64,0.49619915389438085,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,1,0.5162332147439249,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,2,0.6483239430884816,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,4,0.750228016498736,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,8,0.8138822627265209,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,16,0.8497974945780796,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,32,0.8716692571099613,True,False
heldout_aligned_20001,aligned,uncertainty_penalty,64,0.8861519419098147,True,False
heldout_aligned_20001,aligned,score_clipping,1,0.5162332147439249,True,False
heldout_aligned_20001,aligned,score_clipping,2,0.6470629730634778,True,False
heldout_aligned_20001,aligned,score_clipping,4,0.7435204682884891,True,False
heldout_aligned_20001,aligned,score_clipping,8,0.7930626782678731,True,False
heldout_aligned_20001,aligned,score_clipping,16,0.8068920001031119,True,False
heldout_aligned_20001,aligned,score_clipping,32,0.8080602621959528,True,False
heldout_aligned_20001,aligned,score_clipping,64,0.8080700382557306,True,False
heldout_aligned_20001,aligned,rank_average,1,0.5162332147439248,True,False
heldout_aligned_20001,aligned,rank_average,2,0.6473193370846754,True,False
heldout_aligned_20001,aligned,rank_average,4,0.7472075395962686,True,False
heldout_aligned_20001,aligned,rank_average,8,0.8065513468228466,True,False
heldout_aligned_20001,aligned,rank_average,16,0.8340139447385249,True,False
heldout_aligned_20001,aligned,rank_average,32,0.845571960635728,True,False
heldout_aligned_20001,aligned,rank_average,64,0.8538445283231229,True,False
heldout_aligned_20001,aligned,cvar_lcb,1,0.516233214743925,True,False
heldout_aligned_20001,aligned,cvar_lcb,2,0.6466902298436824,True,False
heldout_aligned_20001,aligned,cvar_lcb,4,0.7465842667471339,True,False
heldout_aligned_20001,aligned,cvar_lcb,8,0.8080540660774744,True,False
heldout_aligned_20001,aligned,cvar_lcb,16,0.8435793026214627,True,False
heldout_aligned_20001,aligned,cvar_lcb,32,0.8725875319443182,True,False
heldout_aligned_20001,aligned,cvar_lcb,64,0.89768444038763,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,1,0.5162332147439248,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,2,0.6487647552951445,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,4,0.750354093854985,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,8,0.814063691806473,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,16,0.8500319894453563,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,32,0.872573637564297,True,False
heldout_aligned_20001,aligned,lower_confidence_bound,64,0.8897668388661676,True,False
heldout_aligned_20001,aligned,oracle_real_utility,1,0.5162332147439248,False,True
heldout_aligned_20001,aligned,oracle_real_utility,2,0.6515818351200726,False,True
heldout_aligned_20001,aligned,oracle_real_utility,4,0.7571558880694009,False,True
heldout_aligned_20001,aligned,oracle_real_utility,8,0.8278456845534468,False,True
heldout_aligned_20001,aligned,oracle_real_utility,16,0.8720343092824923,False,True
heldout_aligned_20001,aligned,oracle_real_utility,32,0.8986542261380559,False,True
heldout_aligned_20001,aligned,oracle_real_utility,64,0.9130864400236546,False,True
heldout_aligned_20002,aligned,raw_score,1,0.5296734023178598,True,False
