label_budget,pool_id,family,decision,actual_sign,correct,false_allow,false_block,regret_avoided_vs_raw
0,heldout_aligned_20000,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20001,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20002,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20003,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20004,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20005,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20006,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20007,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20008,aligned,request_labels,helps,,False,False,0.0
0,heldout_aligned_20009,aligned,request_labels,helps,,False,False,0.0
0,heldout_deceptive_tail_20000,deceptive_tail,request_labels,harms,,False,False,0.45588160842476
0,heldout_deceptive_tail_20001,deceptive_tail,request_labels,harms,,False,False,0.4691473710972352
0,heldout_deceptive_tail_20002,deceptive_tail,request_labels,harms,,False,False,0.4655184799847557
0,heldout_deceptive_tail_20003,deceptive_tail,request_labels,harms,,False,False,0.4635584330484588
0,heldout_deceptive_tail_20004,deceptive_tail,request_labels,harms,,False,False,0.46913710522342217
0,heldout_deceptive_tail_20005,deceptive_tail,request_labels,harms,,False,False,0.47444166091714424
0,heldout_deceptive_tail_20006,deceptive_tail,request_labels,harms,,False,False,0.44349161081898536
0,heldout_deceptive_tail_20007,deceptive_tail,request_labels,harms,,False,False,0.45792434432391776
0,heldout_deceptive_tail_20008,deceptive_tail,request_labels,harms,,False,False,0.4478532034265831
0,heldout_deceptive_tail_20009,deceptive_tail,request_labels,harms,,False,False,0.4548871887233451
0,heldout_repairable_20000,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20001,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20002,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20003,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20004,repairable,request_labels,saturates,,False,False,0.0
0,heldout_repairable_20005,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20006,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20007,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20008,repairable,request_labels,helps,,False,False,0.0
0,heldout_repairable_20009,repairable,request_labels,helps,,False,False,0.0
0,heldout_saturated_20000,saturated,request_labels,helps,,False,False,0.0
0,heldout_saturated_20001,saturated,request_labels,helps,,False,False,0.0
0,heldout_saturated_20002,saturated,request_labels,helps,,False,False,0.0
0,heldout_saturated_20003,saturated,request_labels,helps,,False,False,0.0
0,heldout_saturated_20004,saturated,request_labels,helps,,False,False,0.0
0,heldout_saturated_20005,saturated,request_labels,helps,,False,False,0.0
0,heldout_saturated_20006,saturated,request_labels,helps,,False,False,0.0
