phase,stale_abs_error_N16,adaptive_abs_error_N16,stale_minus_adaptive_abs_error_N16
post_shift,0.17898730452333828,0.0766029552166881,0.10238434930665016
pre_shift,0.11845581983627766,0.08998349447503493,0.02847232536124273
