seed,state_id,mismatch,horizon,pool_size,scorer,N,normalized_real_utility,delta_value,delta_per_rollout,rollout_steps_proxy,wall_clock_seconds_proxy
911,0,mild,4,32,uncertainty_penalized,128,0.9130020088156025,0.0003835847828589367,5.993512232170886e-06,512,0.15650759999698494
911,0,mild,4,32,random_score,1,0.5069000905385643,0.0,0.0,4,0.0012227156249764448
911,0,mild,4,32,random_score,2,0.5048793206605022,-0.002020769878062101,-0.002020769878062101,8,0.0024454312499528896
911,0,mild,4,32,random_score,4,0.5559547916120893,0.05107547095158704,0.02553773547579352,16,0.004890862499905779
911,0,mild,4,32,random_score,8,0.6079469534812207,0.05199216186913147,0.012998040467282868,32,0.009781724999811559
911,0,mild,4,32,random_score,16,0.6081678392863099,0.000220885805089166,2.761072563614575e-05,64,0.019563449999623117
911,0,mild,4,32,random_score,32,0.5613234992111609,-0.04684434007514904,-0.002927771254696815,128,0.039126899999246234
911,0,mild,4,32,random_score,64,0.49677573964682553,-0.06454775956433534,-0.0020171174863854793,256,0.07825379999849247
911,0,mild,4,32,random_score,128,0.44621123861853473,-0.0505645010282908,-0.0007900703285670437,512,0.15650759999698494
911,0,mild,4,32,oracle_real_utility,1,0.5069000905385641,0.0,0.0,4,0.0012227156249764448
911,0,mild,4,32,oracle_real_utility,2,0.7112136460799057,0.20431355554134156,0.20431355554134156,8,0.0024454312499528896
911,0,mild,4,32,oracle_real_utility,4,0.8800066190557432,0.1687929729758375,0.08439648648791875,16,0.004890862499905779
911,0,mild,4,32,oracle_real_utility,8,0.9684992845168497,0.08849266546110657,0.022123166365276642,32,0.009781724999811559
911,0,mild,4,32,oracle_real_utility,16,0.9923994757244127,0.023900191207562926,0.002987523900945366,64,0.019563449999623117
911,0,mild,4,32,oracle_real_utility,32,0.9974981487571418,0.005098673032729151,0.0003186670645455719,128,0.039126899999246234
911,0,mild,4,32,oracle_real_utility,64,0.9992916663067337,0.0017935175495918942,5.6047423424746695e-05,256,0.07825379999849247
911,0,mild,4,32,oracle_real_utility,128,0.999915249821576,0.000623583514842263,9.74349241941036e-06,512,0.15650759999698494
911,1,mild,4,32,predicted_utility,1,0.5435762547111728,0.0,0.0,4,0.0012227156249764448
911,1,mild,4,32,predicted_utility,2,0.6594009801775873,0.11582472546641454,0.11582472546641454,8,0.0024454312499528896
911,1,mild,4,32,predicted_utility,4,0.7083771357063887,0.04897615552880141,0.024488077764400706,16,0.004890862499905779
911,1,mild,4,32,predicted_utility,8,0.7099437702431243,0.001566634536735556,0.000391658634183889,32,0.009781724999811559
911,1,mild,4,32,predicted_utility,16,0.6662112194189916,-0.04373255082413263,-0.005466568853016579,64,0.019563449999623117
911,1,mild,4,32,predicted_utility,32,0.5934456647286481,-0.07276555469034351,-0.00454784716814647,128,0.039126899999246234
911,1,mild,4,32,predicted_utility,64,0.5206787735389646,-0.07276689118968349,-0.002273965349677609,256,0.07825379999849247
911,1,mild,4,32,predicted_utility,128,0.4747015152084695,-0.04597725833049515,-0.0007183946614139868,512,0.15650759999698494
911,1,mild,4,32,uncertainty_penalized,1,0.5435762547111728,0.0,0.0,4,0.0012227156249764448
911,1,mild,4,32,uncertainty_penalized,2,0.6361153584174062,0.09253910370623342,0.09253910370623342,8,0.0024454312499528896
911,1,mild,4,32,uncertainty_penalized,4,0.6665986302734228,0.030483271856016625,0.015241635928008312,16,0.004890862499905779
911,1,mild,4,32,uncertainty_penalized,8,0.6595826892757126,-0.0070159409977101905,-0.0017539852494275476,32,0.009781724999811559
911,1,mild,4,32,uncertainty_penalized,16,0.6070905953552365,-0.05249209392047616,-0.00656151174005952,64,0.019563449999623117
911,1,mild,4,32,uncertainty_penalized,32,0.5165709137216536,-0.09051968163358282,-0.005657480102098926,128,0.039126899999246234
911,1,mild,4,32,uncertainty_penalized,64,0.46984994673942704,-0.04672096698222661,-0.0014600302181945815,256,0.07825379999849247
911,1,mild,4,32,uncertainty_penalized,128,0.4662934026154743,-0.003556544123952732,-5.5571001936761434e-05,512,0.15650759999698494
911,1,mild,4,32,random_score,1,0.5435762547111727,0.0,0.0,4,0.0012227156249764448
911,1,mild,4,32,random_score,2,0.4899171866599191,-0.05365906805125353,-0.05365906805125353,8,0.0024454312499528896
911,1,mild,4,32,random_score,4,0.42804518994304835,-0.06187199671687077,-0.030935998358435385,16,0.004890862499905779
911,1,mild,4,32,random_score,8,0.3870494752412418,-0.040995714701806574,-0.010248928675451643,32,0.009781724999811559
911,1,mild,4,32,random_score,16,0.36899856810221643,-0.01805090713902535,-0.002256363392378169,64,0.019563449999623117
911,1,mild,4,32,random_score,32,0.34351830543107253,-0.025480262671143894,-0.0015925164169464934,128,0.039126899999246234
911,1,mild,4,32,random_score,64,0.3076487325513965,-0.035869572879676015,-0.0011209241524898755,256,0.07825379999849247
911,1,mild,4,32,random_score,128,0.2993137018324876,-0.008335030718908898,-0.00013023485498295153,512,0.15650759999698494
911,1,mild,4,32,oracle_real_utility,1,0.5435762547111728,0.0,0.0,4,0.0012227156249764448
911,1,mild,4,32,oracle_real_utility,2,0.740571413846097,0.19699515913492427,0.19699515913492427,8,0.0024454312499528896
911,1,mild,4,32,oracle_real_utility,4,0.8972105493876525,0.1566391355415555,0.07831956777077775,16,0.004890862499905779
911,1,mild,4,32,oracle_real_utility,8,0.9716838054543114,0.07447325606665889,0.018618314016664722,32,0.009781724999811559
911,1,mild,4,32,oracle_real_utility,16,0.9909856944088552,0.019301888954543767,0.002412736119317971,64,0.019563449999623117
911,1,mild,4,32,oracle_real_utility,32,0.9974158473937511,0.006430152984895909,0.00040188456155599434,128,0.039126899999246234
911,1,mild,4,32,oracle_real_utility,64,0.9994881737712429,0.0020723263774917733,6.476019929661792e-05,256,0.07825379999849247
911,1,mild,4,32,oracle_real_utility,128,0.9999445886576498,0.0004564148864069084,7.131482600107944e-06,512,0.15650759999698494
911,2,mild,4,32,predicted_utility,1,0.4247106065176745,0.0,0.0,4,0.0012227156249764448
911,2,mild,4,32,predicted_utility,2,0.5882416850526276,0.16353107853495313,0.16353107853495313,8,0.0024454312499528896
911,2,mild,4,32,predicted_utility,4,0.7431289263587072,0.15488724130607956,0.07744362065303978,16,0.004890862499905779
911,2,mild,4,32,predicted_utility,8,0.8580396577588065,0.11491073140009933,0.028727682850024833,32,0.009781724999811559
911,2,mild,4,32,predicted_utility,16,0.9180009318669988,0.0599612741081923,0.007495159263524037,64,0.019563449999623117
911,2,mild,4,32,predicted_utility,32,0.9427422945042716,0.02474136263727278,0.0015463351648295487,128,0.039126899999246234
911,2,mild,4,32,predicted_utility,64,0.9554579294212917,0.012715634917020102,0.0003973635911568782,256,0.07825379999849247
911,2,mild,4,32,predicted_utility,128,0.9625901732635131,0.007132243842221442,0.00011144131003471003,512,0.15650759999698494
911,2,mild,4,32,uncertainty_penalized,1,0.4247106065176745,0.0,0.0,4,0.0012227156249764448
911,2,mild,4,32,uncertainty_penalized,2,0.5847778486663263,0.1600672421486518,0.1600672421486518,8,0.0024454312499528896
911,2,mild,4,32,uncertainty_penalized,4,0.7322230772185618,0.14744522855223552,0.07372261427611776,16,0.004890862499905779
911,2,mild,4,32,uncertainty_penalized,8,0.8370109319225021,0.10478785470394025,0.026196963675985063,32,0.009781724999811559
911,2,mild,4,32,uncertainty_penalized,16,0.8911774643473716,0.05416653242486946,0.006770816553108683,64,0.019563449999623117
911,2,mild,4,32,uncertainty_penalized,32,0.9112961934204762,0.020118729073104635,0.0012574205670690397,128,0.039126899999246234
911,2,mild,4,32,uncertainty_penalized,64,0.9044092286647287,-0.00688696475574746,-0.00021521764861710813,256,0.07825379999849247
911,2,mild,4,32,uncertainty_penalized,128,0.8970997081800248,-0.007309520484703902,-0.00011421125757349847,512,0.15650759999698494
911,2,mild,4,32,random_score,1,0.4247106065176744,0.0,0.0,4,0.0012227156249764448
911,2,mild,4,32,random_score,2,0.39691994615666054,-0.027790660361013853,-0.027790660361013853,8,0.0024454312499528896
911,2,mild,4,32,random_score,4,0.3794520071769785,-0.01746793897968202,-0.00873396948984101,16,0.004890862499905779
911,2,mild,4,32,random_score,8,0.33749052432337867,-0.04196148285359985,-0.010490370713399963,32,0.009781724999811559
911,2,mild,4,32,random_score,16,0.27110970482662256,-0.06638081949675612,-0.008297602437094515,64,0.019563449999623117
911,2,mild,4,32,random_score,32,0.22408439898943017,-0.04702530583719239,-0.0029390816148245243,128,0.039126899999246234
911,2,mild,4,32,random_score,64,0.20798177233975523,-0.016102626649674934,-0.0005032070828023417,256,0.07825379999849247
911,2,mild,4,32,random_score,128,0.2029890462076339,-0.0049927261321213445,-7.801134581439601e-05,512,0.15650759999698494
911,2,mild,4,32,oracle_real_utility,1,0.42471060651767445,0.0,0.0,4,0.0012227156249764448
911,2,mild,4,32,oracle_real_utility,2,0.6275193179576428,0.20280871143996837,0.20280871143996837,8,0.0024454312499528896
911,2,mild,4,32,oracle_real_utility,4,0.8240213733956678,0.19650205543802501,0.09825102771901251,16,0.004890862499905779
911,2,mild,4,32,oracle_real_utility,8,0.9450391139784025,0.12101774058273462,0.030254435145683656,32,0.009781724999811559
911,2,mild,4,32,oracle_real_utility,16,0.9835024861935907,0.03846337221518825,0.0048079215268985315,64,0.019563449999623117
911,2,mild,4,32,oracle_real_utility,32,0.9939606808257292,0.010458194632138484,0.0006536371645086553,128,0.039126899999246234
911,2,mild,4,32,oracle_real_utility,64,0.9984457883027721,0.004485107477042893,0.00014015960865759042,256,0.07825379999849247
911,2,mild,4,32,oracle_real_utility,128,0.9998292130504013,0.0013834247476292028,2.1616011681706293e-05,512,0.15650759999698494
911,3,mild,4,32,predicted_utility,1,0.519240048052627,0.0,0.0,4,0.0012227156249764448
911,3,mild,4,32,predicted_utility,2,0.6132757288495729,0.09403568079694591,0.09403568079694591,8,0.0024454312499528896
911,3,mild,4,32,predicted_utility,4,0.6179643831655909,0.004688654316017948,0.002344327158008974,16,0.004890862499905779
911,3,mild,4,32,predicted_utility,8,0.5837028065340761,-0.034261576631514745,-0.008565394157878686,32,0.009781724999811559
911,3,mild,4,32,predicted_utility,16,0.5631028932861836,-0.020599913247892565,-0.0025749891559865706,64,0.019563449999623117
911,3,mild,4,32,predicted_utility,32,0.5331837919109204,-0.029919101375263213,-0.0018699438359539508,128,0.039126899999246234
911,3,mild,4,32,predicted_utility,64,0.5050078291878729,-0.028175962723047454,-0.0008804988350952329,256,0.07825379999849247
911,3,mild,4,32,predicted_utility,128,0.5002945040199922,-0.0047133251678807,-7.364570574813593e-05,512,0.15650759999698494
911,3,mild,4,32,uncertainty_penalized,1,0.519240048052627,0.0,0.0,4,0.0012227156249764448
911,3,mild,4,32,uncertainty_penalized,2,0.5946621258919971,0.07542207783937005,0.07542207783937005,8,0.0024454312499528896
911,3,mild,4,32,uncertainty_penalized,4,0.5743171771213257,-0.02034494877067139,-0.010172474385335695,16,0.004890862499905779
911,3,mild,4,32,uncertainty_penalized,8,0.52261409332261,-0.05170308379871569,-0.012925770949678922,32,0.009781724999811559
911,3,mild,4,32,uncertainty_penalized,16,0.4965093842716185,-0.026104709050991493,-0.0032630886313739366,64,0.019563449999623117
911,3,mild,4,32,uncertainty_penalized,32,0.4941383763951516,-0.0023710078764668796,-0.00014818799227917998,128,0.039126899999246234
911,3,mild,4,32,uncertainty_penalized,64,0.49840395647612923,0.0042655800809776045,0.00013329937753055014,256,0.07825379999849247
911,3,mild,4,32,uncertainty_penalized,128,0.5001762436260923,0.0017722871499630255,2.7691986718172273e-05,512,0.15650759999698494
911,3,mild,4,32,random_score,1,0.519240048052627,0.0,0.0,4,0.0012227156249764448
911,3,mild,4,32,random_score,2,0.4680146180557225,-0.05122542999690455,-0.05122542999690455,8,0.0024454312499528896
911,3,mild,4,32,random_score,4,0.4336083784246126,-0.03440623963110989,-0.017203119815554946,16,0.004890862499905779
911,3,mild,4,32,random_score,8,0.40735455507373425,-0.026253823350878336,-0.006563455837719584,32,0.009781724999811559
911,3,mild,4,32,random_score,16,0.35219094497657244,-0.05516361009716181,-0.006895451262145226,64,0.019563449999623117
911,3,mild,4,32,random_score,32,0.2833109429627961,-0.06888000201377636,-0.004305000125861023,128,0.039126899999246234
911,3,mild,4,32,random_score,64,0.23059494292749028,-0.0527160000353058,-0.0016473750011033062,256,0.07825379999849247
911,3,mild,4,32,random_score,128,0.2019893468224653,-0.028605596105024972,-0.0004469624391410152,512,0.15650759999698494
911,3,mild,4,32,oracle_real_utility,1,0.519240048052627,0.0,0.0,4,0.0012227156249764448
911,3,mild,4,32,oracle_real_utility,2,0.6892227292552187,0.16998268120259163,0.16998268120259163,8,0.0024454312499528896
911,3,mild,4,32,oracle_real_utility,4,0.8425046060969028,0.15328187684168415,0.07664093842084208,16,0.004890862499905779
911,3,mild,4,32,oracle_real_utility,8,0.9469882487635537,0.10448364266665089,0.026120910666662722,32,0.009781724999811559
911,3,mild,4,32,oracle_real_utility,16,0.9864554518758968,0.039467203112343086,0.004933400389042886,64,0.019563449999623117
911,3,mild,4,32,oracle_real_utility,32,0.9951599369442443,0.008704485068347534,0.0005440303167717209,128,0.039126899999246234
911,3,mild,4,32,oracle_real_utility,64,0.998502383650464,0.0033424467062196372,0.00010445145956936366,256,0.07825379999849247
911,3,mild,4,32,oracle_real_utility,128,0.9998099692503629,0.0013075855998989638,2.043102499842131e-05,512,0.15650759999698494
911,4,mild,4,32,predicted_utility,1,0.48902480193297576,0.0,0.0,4,0.0012227156249764448
911,4,mild,4,32,predicted_utility,2,0.65618144574807,0.16715664381509426,0.16715664381509426,8,0.0024454312499528896
911,4,mild,4,32,predicted_utility,4,0.7912983842564177,0.13511693850834772,0.06755846925417386,16,0.004890862499905779
911,4,mild,4,32,predicted_utility,8,0.8760744199804994,0.08477603572408166,0.021194008931020414,32,0.009781724999811559
911,4,mild,4,32,predicted_utility,16,0.9263745429345972,0.0503001229540978,0.006287515369262225,64,0.019563449999623117
911,4,mild,4,32,predicted_utility,32,0.962489814323928,0.036115271389330794,0.0022572044618331746,128,0.039126899999246234
911,4,mild,4,32,predicted_utility,64,0.9881739860717318,0.025684171747803797,0.0008026303671188686,256,0.07825379999849247
911,4,mild,4,32,predicted_utility,128,0.9985640123191282,0.010390026247396378,0.0001623441601155684,512,0.15650759999698494
911,4,mild,4,32,uncertainty_penalized,1,0.4890248019329757,0.0,0.0,4,0.0012227156249764448
911,4,mild,4,32,uncertainty_penalized,2,0.656160748094923,0.16713594616194727,0.16713594616194727,8,0.0024454312499528896
911,4,mild,4,32,uncertainty_penalized,4,0.7916698004044302,0.13550905230950727,0.06775452615475364,16,0.004890862499905779
911,4,mild,4,32,uncertainty_penalized,8,0.8768579024295087,0.08518810202507843,0.021297025506269607,32,0.009781724999811559
911,4,mild,4,32,uncertainty_penalized,16,0.9277624705548904,0.05090456812538169,0.006363071015672711,64,0.019563449999623117
911,4,mild,4,32,uncertainty_penalized,32,0.9636145404001657,0.035852069845275336,0.0022407543653297085,128,0.039126899999246234
911,4,mild,4,32,uncertainty_penalized,64,0.9884016501420754,0.024787109741909674,0.0007745971794346773,256,0.07825379999849247
911,4,mild,4,32,uncertainty_penalized,128,0.9985682991539976,0.010166649011922213,0.00015885389081128458,512,0.15650759999698494
911,4,mild,4,32,random_score,1,0.4890248019329757,0.0,0.0,4,0.0012227156249764448
911,4,mild,4,32,random_score,2,0.4530632221191986,-0.03596157981377712,-0.03596157981377712,8,0.0024454312499528896
911,4,mild,4,32,random_score,4,0.3962547876815374,-0.056808434437661204,-0.028404217218830602,16,0.004890862499905779
911,4,mild,4,32,random_score,8,0.3196370606668257,-0.0766177270147117,-0.019154431753677925,32,0.009781724999811559
911,4,mild,4,32,random_score,16,0.24838971289889045,-0.07124734776793523,-0.008905918470991904,64,0.019563449999623117
911,4,mild,4,32,random_score,32,0.19207014545197276,-0.056319567446917684,-0.0035199729654323553,128,0.039126899999246234
911,4,mild,4,32,random_score,64,0.15119937436944852,-0.04087077108252424,-0.0012772115963288824,256,0.07825379999849247
911,4,mild,4,32,random_score,128,0.12696590492169374,-0.024233469447754785,-0.0003786479601211685,512,0.15650759999698494
911,4,mild,4,32,oracle_real_utility,1,0.4890248019329757,0.0,0.0,4,0.0012227156249764448
911,4,mild,4,32,oracle_real_utility,2,0.657730699727858,0.16870589779488232,0.16870589779488232,8,0.0024454312499528896
911,4,mild,4,32,oracle_real_utility,4,0.7919972850814399,0.13426658535358182,0.06713329267679091,16,0.004890862499905779
911,4,mild,4,32,oracle_real_utility,8,0.8768612771849915,0.08486399210355167,0.021215998025887917,32,0.009781724999811559
911,4,mild,4,32,oracle_real_utility,16,0.927762470727103,0.050901193542111534,0.006362649192763942,64,0.019563449999623117
911,4,mild,4,32,oracle_real_utility,32,0.9636145404001657,0.03585206967306265,0.0022407543545664155,128,0.039126899999246234
911,4,mild,4,32,oracle_real_utility,64,0.9884016501420754,0.024787109741909674,0.0007745971794346773,256,0.07825379999849247
911,4,mild,4,32,oracle_real_utility,128,0.9985682991539976,0.010166649011922213,0.00015885389081128458,512,0.15650759999698494
911,5,mild,4,32,predicted_utility,1,0.44587310629077437,0.0,0.0,4,0.0012227156249764448
911,5,mild,4,32,predicted_utility,2,0.507867000518284,0.06199389422750967,0.06199389422750967,8,0.0024454312499528896
911,5,mild,4,32,predicted_utility,4,0.5004986702689115,-0.007368330249372557,-0.0036841651246862783,16,0.004890862499905779
911,5,mild,4,32,predicted_utility,8,0.47034464341989163,-0.030154026849019855,-0.007538506712254964,32,0.009781724999811559
911,5,mild,4,32,predicted_utility,16,0.46042568691943103,-0.009918956500460596,-0.0012398695625575745,64,0.019563449999623117
911,5,mild,4,32,predicted_utility,32,0.4615045633909348,0.0010788764715037868,6.742977946898668e-05,128,0.039126899999246234
911,5,mild,4,32,predicted_utility,64,0.4605795622605341,-0.0009250011304007266,-2.8906285325022707e-05,256,0.07825379999849247
911,5,mild,4,32,predicted_utility,128,0.4593236891687886,-0.0012558730917455185,-1.9623017058523727e-05,512,0.15650759999698494
911,5,mild,4,32,uncertainty_penalized,1,0.44587310629077437,0.0,0.0,4,0.0012227156249764448
911,5,mild,4,32,uncertainty_penalized,2,0.4849625978700324,0.03908949157925801,0.03908949157925801,8,0.0024454312499528896
911,5,mild,4,32,uncertainty_penalized,4,0.47259412344786367,-0.012368474422168707,-0.0061842372110843535,16,0.004890862499905779
911,5,mild,4,32,uncertainty_penalized,8,0.45555227006540916,-0.017041853382454508,-0.004260463345613627,32,0.009781724999811559
911,5,mild,4,32,uncertainty_penalized,16,0.45797148101010465,0.0024192109446954935,0.0003024013680869367,64,0.019563449999623117
911,5,mild,4,32,uncertainty_penalized,32,0.461461128813649,0.003489647803544327,0.00021810298772152042,128,0.039126899999246234
911,5,mild,4,32,uncertainty_penalized,64,0.4605795468410933,-0.0008815819725556673,-2.7549436642364603e-05,256,0.07825379999849247
911,5,mild,4,32,uncertainty_penalized,128,0.45932368916878635,-0.0012558576723069592,-1.9622776129796238e-05,512,0.15650759999698494
911,5,mild,4,32,random_score,1,0.4458731062907743,0.0,0.0,4,0.0012227156249764448
911,5,mild,4,32,random_score,2,0.4165072346636287,-0.0293658716271456,-0.0293658716271456,8,0.0024454312499528896
911,5,mild,4,32,random_score,4,0.39118581468608954,-0.025321419977539172,-0.012660709988769586,16,0.004890862499905779
911,5,mild,4,32,random_score,8,0.36336775701474494,-0.027818057671344598,-0.0069545144178361495,32,0.009781724999811559
911,5,mild,4,32,random_score,16,0.3450152066326716,-0.01835255038207334,-0.0022940687977591676,64,0.019563449999623117
911,5,mild,4,32,random_score,32,0.35410805523305133,0.009092848600379733,0.0005683030375237333,128,0.039126899999246234
911,5,mild,4,32,random_score,64,0.38012814091489305,0.02602008568184172,0.0008131276775575538,256,0.07825379999849247
911,5,mild,4,32,random_score,128,0.39357225624384634,0.013444115328953288,0.00021006430201489512,512,0.15650759999698494
911,5,mild,4,32,oracle_real_utility,1,0.44587310629077426,0.0,0.0,4,0.0012227156249764448
911,5,mild,4,32,oracle_real_utility,2,0.5881135744567294,0.14224046816595515,0.14224046816595515,8,0.0024454312499528896
911,5,mild,4,32,oracle_real_utility,4,0.739171245966074,0.15105767150934457,0.07552883575467229,16,0.004890862499905779
911,5,mild,4,32,oracle_real_utility,8,0.8800386651341379,0.1408674191680639,0.03521685479201597,32,0.009781724999811559
911,5,mild,4,32,oracle_real_utility,16,0.9664974672516669,0.08645880211752899,0.010807350264691123,64,0.019563449999623117
911,5,mild,4,32,oracle_real_utility,32,0.9929684687504644,0.026471001498797553,0.001654437593674847,128,0.039126899999246234
911,5,mild,4,32,oracle_real_utility,64,0.9985409353053228,0.005572466554858435,0.0001741395798393261,256,0.07825379999849247
911,5,mild,4,32,oracle_real_utility,128,0.9998454261202114,0.0013044908148885925,2.0382668982634258e-05,512,0.15650759999698494
911,6,mild,4,32,predicted_utility,1,0.6297679061502788,0.0,0.0,4,0.0012227156249764448
911,6,mild,4,32,predicted_utility,2,0.7441962667797207,0.11442836062944195,0.11442836062944195,8,0.0024454312499528896
911,6,mild,4,32,predicted_utility,4,0.796692886411299,0.052496619631578256,0.026248309815789128,16,0.004890862499905779
911,6,mild,4,32,predicted_utility,8,0.7905078831714212,-0.0061850032398778065,-0.0015462508099694516,32,0.009781724999811559
911,6,mild,4,32,predicted_utility,16,0.7747732008861552,-0.015734682285265977,-0.001966835285658247,64,0.019563449999623117
911,6,mild,4,32,predicted_utility,32,0.8000339082102751,0.02526070732411989,0.0015787942077574932,128,0.039126899999246234
911,6,mild,4,32,predicted_utility,64,0.8702294078192453,0.0701954996089702,0.002193609362780319,256,0.07825379999849247
911,6,mild,4,32,predicted_utility,128,0.9252862591747749,0.055056851355529624,0.0008602633024301504,512,0.15650759999698494
911,6,mild,4,32,uncertainty_penalized,1,0.6297679061502788,0.0,0.0,4,0.0012227156249764448
911,6,mild,4,32,uncertainty_penalized,2,0.7000273975940688,0.07025949144379007,0.07025949144379007,8,0.0024454312499528896
911,6,mild,4,32,uncertainty_penalized,4,0.7364268516844011,0.036399454090332295,0.018199727045166147,16,0.004890862499905779
911,6,mild,4,32,uncertainty_penalized,8,0.741565786945847,0.005138935261445821,0.0012847338153614551,32,0.009781724999811559
911,6,mild,4,32,uncertainty_penalized,16,0.7136701038954067,-0.027895683050440212,-0.0034869603813050265,64,0.019563449999623117
911,6,mild,4,32,uncertainty_penalized,32,0.7535256483624196,0.03985554446701289,0.002490971529188306,128,0.039126899999246234
911,6,mild,4,32,uncertainty_penalized,64,0.861362593838083,0.10783694547566336,0.00336990454611448,256,0.07825379999849247
911,6,mild,4,32,uncertainty_penalized,128,0.9251247372724283,0.06376214343434528,0.000996283491161645,512,0.15650759999698494
911,6,mild,4,32,random_score,1,0.6297679061502789,0.0,0.0,4,0.0012227156249764448
911,6,mild,4,32,random_score,2,0.6478517315438057,0.01808382539352682,0.01808382539352682,8,0.0024454312499528896
911,6,mild,4,32,random_score,4,0.6696662947997987,0.021814563255992958,0.010907281627996479,16,0.004890862499905779
911,6,mild,4,32,random_score,8,0.7593449511645389,0.08967865636474026,0.022419664091185065,32,0.009781724999811559
911,6,mild,4,32,random_score,16,0.8891229380912214,0.12977798692668252,0.016222248365835315,64,0.019563449999623117
911,6,mild,4,32,random_score,32,0.9609097444304353,0.07178680633921386,0.004486675396200866,128,0.039126899999246234
911,6,mild,4,32,random_score,64,0.9721578210183968,0.011248076587961453,0.0003515023933737954,256,0.07825379999849247
911,6,mild,4,32,random_score,128,0.9707591881684018,-0.001398632849994974,-2.185363828117147e-05,512,0.15650759999698494
911,6,mild,4,32,oracle_real_utility,1,0.6297679061502788,0.0,0.0,4,0.0012227156249764448
911,6,mild,4,32,oracle_real_utility,2,0.8344818195082945,0.2047139133580157,0.2047139133580157,8,0.0024454312499528896
911,6,mild,4,32,oracle_real_utility,4,0.954071755719283,0.11958993621098857,0.059794968105494284,16,0.004890862499905779
911,6,mild,4,32,oracle_real_utility,8,0.9875879915732577,0.033516235853974674,0.008379058963493669,32,0.009781724999811559
911,6,mild,4,32,oracle_real_utility,16,0.994989582758714,0.007401591185456247,0.0009251988981820308,64,0.019563449999623117
911,6,mild,4,32,oracle_real_utility,32,0.9979227251930205,0.002933142434306535,0.00018332140214415843,128,0.039126899999246234
911,6,mild,4,32,oracle_real_utility,64,0.9993299615106587,0.001407236317638172,4.397613492619287e-05,256,0.07825379999849247
911,6,mild,4,32,oracle_real_utility,128,0.999914690864621,0.0005847293539623655,9.13639615566196e-06,512,0.15650759999698494
911,7,mild,4,32,predicted_utility,1,0.5256890547717682,0.0,0.0,4,0.0012227156249764448
911,7,mild,4,32,predicted_utility,2,0.5888689950381965,0.06317994026642826,0.06317994026642826,8,0.0024454312499528896
911,7,mild,4,32,predicted_utility,4,0.5919176815638144,0.0030486865256179607,0.0015243432628089804,16,0.004890862499905779
911,7,mild,4,32,predicted_utility,8,0.5684418490069868,-0.023475832556827614,-0.0058689581392069035,32,0.009781724999811559
911,7,mild,4,32,predicted_utility,16,0.5431586747503198,-0.02528317425666704,-0.00316039678208338,64,0.019563449999623117
911,7,mild,4,32,predicted_utility,32,0.5309705945693772,-0.012188080180942529,-0.000761755011308908,128,0.039126899999246234
911,7,mild,4,32,predicted_utility,64,0.5308306447523207,-0.00013994981705656162,-4.373431783017551e-06,256,0.07825379999849247
911,7,mild,4,32,predicted_utility,128,0.5321225299254813,0.0012918851731605896,2.0185705830634212e-05,512,0.15650759999698494
911,7,mild,4,32,uncertainty_penalized,1,0.5256890547717683,0.0,0.0,4,0.0012227156249764448
911,7,mild,4,32,uncertainty_penalized,2,0.5725669487101771,0.0468778939384088,0.0468778939384088,8,0.0024454312499528896
911,7,mild,4,32,uncertainty_penalized,4,0.5666698824867371,-0.005897066223439995,-0.0029485331117199975,16,0.004890862499905779
