env,backend,scorer,mismatch,N,success,real_utility,imagined_utility,gap_imagined_minus_real,normalized_real_utility
block_push,analytic_nominal,oracle_real_utility,mild,1,0.090625,-1.480760261212795,-5.478085645301458,-3.9973253840886627,0.5467931312251542
block_push,analytic_nominal,oracle_real_utility,mild,2,0.170947265625,-0.10154787297574681,-2.077675101986426,-1.9761272290106793,0.668867695845628
block_push,analytic_nominal,oracle_real_utility,mild,4,0.3060212731361389,0.9339987134286943,-0.5441189158073276,-1.478117629236022,0.7605475555752216
block_push,analytic_nominal,oracle_real_utility,mild,8,0.5013407670953463,1.8389314630882576,-0.040779454011971986,-1.8797109171002298,0.8407766637427937
block_push,analytic_nominal,oracle_real_utility,mild,16,0.7218666719885445,2.6464666481179555,0.05340298495505238,-2.593063663162903,0.9126142047121093
block_push,analytic_nominal,oracle_real_utility,mild,32,0.8963110801185332,3.2316984952104675,0.04921670896482313,-3.1824817862456443,0.9651412488212733
block_push,analytic_nominal,oracle_real_utility,mild,64,0.9807440217361657,3.5223095189126985,0.05800677220535107,-3.4643027467073475,0.9915926078964098
block_push,analytic_nominal,oracle_real_utility,severe,1,0.21875,0.3939758018989901,-5.478085645301459,-5.872061447200449,0.6156869754136278
block_push,analytic_nominal,oracle_real_utility,severe,2,0.33681640625,1.1355521871068646,-7.808223015258221,-8.943775202365085,0.7720148921186045
block_push,analytic_nominal,oracle_real_utility,severe,4,0.4532237768173218,1.6640622099146571,-9.80569044195769,-11.469752651872348,0.8796565092699098
block_push,analytic_nominal,oracle_real_utility,severe,8,0.5402129805706621,1.995087602583391,-11.37325284375128,-13.36834044633467,0.9450685210689278
block_push,analytic_nominal,oracle_real_utility,severe,16,0.586458827891373,2.168888875370612,-12.514749757265616,-14.683638632636228,0.9790847364058053
block_push,analytic_nominal,oracle_real_utility,severe,32,0.5991287001412509,2.2321344223089112,-12.924196518967998,-15.15633094127691,0.9917719892561845
block_push,analytic_nominal,oracle_real_utility,severe,64,0.5999962093604292,2.2540690266661145,-12.982458049350651,-15.236527076016765,0.9964169957182385
block_push,analytic_nominal,predicted_goal_distance,mild,1,0.090625,-1.4807602612127948,-5.478085645301459,-3.9973253840886636,0.5467931312251542
block_push,analytic_nominal,predicted_goal_distance,mild,2,0.152783203125,-0.21648025193290352,-1.8438588618780192,-1.6273786099451157,0.6587664730696305
block_push,analytic_nominal,predicted_goal_distance,mild,4,0.22068639993667602,0.5052674135976265,0.11252147478906574,-0.3927459388085607,0.7228349488139812
block_push,analytic_nominal,predicted_goal_distance,mild,8,0.24418970459148923,0.7641034032786321,1.3025479462196743,0.5384445429410423,0.7461510358241632
block_push,analytic_nominal,predicted_goal_distance,mild,16,0.17989232025106186,0.6100443338771926,2.296416999747836,1.6863726658706433,0.7330062251647711
block_push,analytic_nominal,predicted_goal_distance,mild,32,0.07550039659898986,0.2758623392457845,3.0905635835692413,2.8147012443234565,0.7035271404574319
block_push,analytic_nominal,predicted_goal_distance,mild,64,0.013213980634654779,0.04917205984704941,3.525600253101061,3.4764281932540113,0.6832263531577191
block_push,analytic_nominal,predicted_goal_distance,severe,1,0.21875,0.39397580189898995,-5.478085645301459,-5.872061447200449,0.6156869754136277
block_push,analytic_nominal,predicted_goal_distance,severe,2,0.1337890625,-0.10252714947265643,-1.8438588618780192,-1.7413317124053627,0.5122761351073236
block_push,analytic_nominal,predicted_goal_distance,severe,4,0.05148358345031738,-0.5526483371980577,0.11252147478906574,0.6651698119871233,0.42086143252653424
block_push,analytic_nominal,predicted_goal_distance,severe,8,0.007649424147214745,-0.8148778164410156,1.3025479462196743,2.11742576266069,0.3683087236934339
block_push,analytic_nominal,predicted_goal_distance,severe,16,0.00016819325038988753,-0.923885017563037,2.296416999747836,3.2203020173108725,0.34568543050586464
block_push,analytic_nominal,predicted_goal_distance,severe,32,8.205469911222711e-08,-0.9886095410485292,3.0905635835692413,4.07917312461777,0.33158285820105576
block_push,analytic_nominal,predicted_goal_distance,severe,64,2.0592100167072937e-14,-1.028126791996092,3.525600253101061,4.553727045097153,0.3239820645768003
block_push,analytic_nominal,predicted_utility,mild,1,0.090625,-1.4807602612127948,-5.478085645301459,-3.9973253840886636,0.5467931312251542
block_push,analytic_nominal,predicted_utility,mild,2,0.152587890625,-0.23113972575145098,-1.8336036304282302,-1.6024639046767792,0.6574855902579257
block_push,analytic_nominal,predicted_utility,mild,4,0.21979414224624633,0.48601710146803684,0.1197656243767032,-0.36625147709133365,0.7211607718422578
block_push,analytic_nominal,predicted_utility,mild,8,0.24152859689507195,0.7495675297049689,1.3038493497384256,0.5542818200334567,0.7449101035316901
block_push,analytic_nominal,predicted_utility,mild,16,0.17479445402913202,0.5911876290572479,2.2966175350955,1.7054299060382518,0.7314060366765791
block_push,analytic_nominal,predicted_utility,mild,32,0.07140016886925152,0.26093323016837455,3.09063111378759,2.8296978836192155,0.7022581825431022
block_push,analytic_nominal,predicted_utility,mild,64,0.012566394533180434,0.04685747096388589,3.525609745044259,3.478752274080373,0.6830307397277043
block_push,analytic_nominal,predicted_utility,severe,1,0.21875,0.39397580189898995,-5.478085645301459,-5.872061447200449,0.6156869754136277
block_push,analytic_nominal,predicted_utility,severe,2,0.13359375,-0.12347933811969378,-1.8336036304282302,-1.7101242923085362,0.5069297421894927
block_push,analytic_nominal,predicted_utility,severe,4,0.05092148780822754,-0.5755220945480012,0.1197656243767032,0.6952877189247044,0.4150667588757894
block_push,analytic_nominal,predicted_utility,severe,8,0.007409749060573745,-0.8220001606677642,1.3038493497384256,2.12584951040619,0.3664993320116083
block_push,analytic_nominal,predicted_utility,severe,16,0.00015462181976790064,-0.9271354263615393,2.2966175350955,3.223752961457039,0.34494008887159894
block_push,analytic_nominal,predicted_utility,severe,32,7.012971685720012e-08,-0.9916132181789639,3.09063111378759,4.082244331966554,0.3309402948746275
block_push,analytic_nominal,predicted_utility,severe,64,1.792045726950183e-14,-1.028621113985317,3.525609745044259,4.554230859029576,0.3238808927482978
block_push,analytic_nominal,random,mild,1,0.090625,-1.480760261212795,-5.478085645301458,-3.9973253840886627,0.5467931312251542
block_push,analytic_nominal,random,mild,2,0.089990234375,-1.5305164937950544,-5.632671433282464,-4.10215493948741,0.5419610681962056
block_push,analytic_nominal,random,mild,4,0.08203333616256714,-1.5596487533483778,-5.6712928501571644,-4.111644096808787,0.5392175922669731
block_push,analytic_nominal,random,mild,8,0.06577759180340692,-1.6920863238397303,-5.90540493154253,-4.2133186077028,0.5273431579564398
block_push,analytic_nominal,random,mild,16,0.043610222748478346,-1.9612899660556722,-6.459529943735987,-4.498239977680315,0.5030836963214613
block_push,analytic_nominal,random,mild,32,0.02184191136395444,-2.2340279152071307,-7.0456671585317565,-4.811639243324626,0.4785421615204008
block_push,analytic_nominal,random,mild,64,0.006162084649701588,-2.3255377247013875,-7.156536900678385,-4.830999175976998,0.47053855206322287
block_push,analytic_nominal,random,severe,1,0.21875,0.39397580189899006,-5.478085645301458,-5.872061447200449,0.6156869754136278
block_push,analytic_nominal,random,severe,2,0.2396484375,0.4690288794820794,-5.632671433282464,-6.101700312764544,0.6299655725267174
block_push,analytic_nominal,random,severe,4,0.25360708236694335,0.5217255929064163,-5.6712928501571644,-6.193018443063581,0.6394831322032166
block_push,analytic_nominal,random,severe,8,0.2742881633066247,0.5940871084981072,-5.90540493154253,-6.4994920400406375,0.6512724846082839
block_push,analytic_nominal,random,severe,16,0.3168060978764796,0.7402940622729242,-6.459529943735987,-7.199824006008912,0.6771373939923835
block_push,analytic_nominal,random,severe,32,0.3791563978694184,0.9737731075911948,-7.0456671585317565,-8.019440266122952,0.7196687219166635
block_push,analytic_nominal,random,severe,64,0.42384297488976463,1.1563309074928947,-7.156536900678385,-8.31286780817128,0.7505764777226991
block_push,analytic_nominal,safety_penalized,mild,1,0.090625,-1.4807602612127948,-5.478085645301459,-3.9973253840886636,0.5467931312251542
block_push,analytic_nominal,safety_penalized,mild,2,0.152392578125,-0.2421158886941749,-1.8355218669719169,-1.5934059782777417,0.6565247200080874
block_push,analytic_nominal,safety_penalized,mild,4,0.21917368173599244,0.4647647408655267,0.11652907267670125,-0.34823566818882545,0.719299554956901
block_push,analytic_nominal,safety_penalized,mild,8,0.24068816857602898,0.7347370534858843,1.3022651826788416,0.5675281291929573,0.743611095856987
