mismatch,horizon,pool_size,scorer,N,normalized_real_utility,delta_value,delta_per_rollout,rollout_steps_proxy,wall_clock_seconds_proxy
mild,4,32,uncertainty_penalized,16,0.6709448951559507,0.0002825334137148236,3.531667671435295e-05,64.0,0.008687851250215317
mild,4,32,uncertainty_penalized,32,0.6705823808272943,-0.0003625143286563881,-2.2657145541024257e-05,128.0,0.017375702500430634
mild,4,32,uncertainty_penalized,64,0.6747063967196361,0.004124015892341746,0.00012887549663567955,256.0,0.03475140500086127
mild,4,32,uncertainty_penalized,128,0.6787446431986791,0.0040382464790430835,6.309760123504818e-05,512.0,0.06950281000172254
mild,4,64,oracle_real_utility,1,0.5304208993457469,0.0,0.0,4.0,0.00037510531250291025
mild,4,64,oracle_real_utility,2,0.6839979976750763,0.15357709832932948,0.15357709832932948,8.0,0.0007502106250058205
mild,4,64,oracle_real_utility,4,0.8161679803253931,0.1321699826503166,0.0660849913251583,16.0,0.001500421250011641
mild,4,64,oracle_real_utility,8,0.9065771845206644,0.0904092041952714,0.02260230104881785,32.0,0.003000842500023282
mild,4,64,oracle_real_utility,16,0.9531662002775665,0.046589015756902205,0.005823626969612776,64.0,0.006001685000046564
mild,4,64,oracle_real_utility,32,0.977944086543947,0.02477788626638039,0.0015486178916487743,128.0,0.012003370000093128
mild,4,64,oracle_real_utility,64,0.9922904915864137,0.01434640504246677,0.00044832515757708654,256.0,0.024006740000186256
mild,4,64,oracle_real_utility,128,0.9984003157999611,0.006109824213547332,9.546600333667707e-05,512.0,0.04801348000037251
mild,4,64,predicted_utility,1,0.5304208993457469,0.0,0.0,4.0,0.00037510531250291025
mild,4,64,predicted_utility,2,0.6258823402045046,0.0954614408587578,0.0954614408587578,8.0,0.0007502106250058205
mild,4,64,predicted_utility,4,0.6671272982163023,0.04124495801179774,0.02062247900589887,16.0,0.001500421250011641
mild,4,64,predicted_utility,8,0.675209430912629,0.008082132696326568,0.002020533174081642,32.0,0.003000842500023282
mild,4,64,predicted_utility,16,0.6770796821099132,0.001870251197284152,0.000233781399660519,64.0,0.006001685000046564
mild,4,64,predicted_utility,32,0.6787547126933066,0.0016750305833934623,0.0001046894114620914,128.0,0.012003370000093128
mild,4,64,predicted_utility,64,0.6779308526426481,-0.0008238600506585314,-2.5745626583079108e-05,256.0,0.024006740000186256
mild,4,64,predicted_utility,128,0.6752379475345942,-0.0026929051080537892,-4.2076642313340457e-05,512.0,0.04801348000037251
mild,4,64,random_score,1,0.5304208993457469,0.0,0.0,4.0,0.00037510531250291025
mild,4,64,random_score,2,0.5283332701857517,-0.0020876291599950846,-0.0020876291599950846,8.0,0.0007502106250058205
mild,4,64,random_score,4,0.5298870795964534,0.0015538094107016745,0.0007769047053508372,16.0,0.001500421250011641
mild,4,64,random_score,8,0.5301758070308356,0.00028872743438207725,7.218185859551931e-05,32.0,0.003000842500023282
mild,4,64,random_score,16,0.5286481563310099,-0.0015276506998255612,-0.00019095633747819515,64.0,0.006001685000046564
mild,4,64,random_score,32,0.5247973458792804,-0.0038508104517295575,-0.00024067565323309734,128.0,0.012003370000093128
mild,4,64,random_score,64,0.5176020681966225,-0.007195277682657933,-0.0002248524275830604,256.0,0.024006740000186256
mild,4,64,random_score,128,0.5090375027729612,-0.008564565423661193,-0.00013382133474470613,512.0,0.04801348000037251
mild,4,64,uncertainty_penalized,1,0.5304208993457469,0.0,0.0,4.0,0.00037510531250291025
mild,4,64,uncertainty_penalized,2,0.6129633330389813,0.08254243369323444,0.08254243369323444,8.0,0.0007502106250058205
mild,4,64,uncertainty_penalized,4,0.6477857099477625,0.03482237690878119,0.017411188454390596,16.0,0.001500421250011641
mild,4,64,uncertainty_penalized,8,0.6584333462783226,0.010647636330560064,0.002661909082640016,32.0,0.003000842500023282
mild,4,64,uncertainty_penalized,16,0.6640350932598922,0.00560174698156964,0.000700218372696205,64.0,0.006001685000046564
mild,4,64,uncertainty_penalized,32,0.6693168317678138,0.0052817385079216295,0.00033010865674510184,128.0,0.012003370000093128
mild,4,64,uncertainty_penalized,64,0.6732043199755108,0.0038874882076968984,0.00012148400649052808,256.0,0.024006740000186256
mild,4,64,uncertainty_penalized,128,0.6721870306873621,-0.0010172892881486263,-1.5895145127322285e-05,512.0,0.04801348000037251
mild,4,128,oracle_real_utility,1,0.5483647366132792,0.0,0.0,4.0,0.0003021182421946378
mild,4,128,oracle_real_utility,2,0.6926381031917401,0.14427336657846096,0.14427336657846096,8.0,0.0006042364843892756
mild,4,128,oracle_real_utility,4,0.8174491015860802,0.12481099839434003,0.06240549919717001,16.0,0.0012084729687785512
mild,4,128,oracle_real_utility,8,0.9036576376933695,0.08620853610728932,0.02155213402682233,32.0,0.0024169459375571025
mild,4,128,oracle_real_utility,16,0.9497120017261074,0.04605436403273778,0.005756795504092222,64.0,0.004833891875114205
mild,4,128,oracle_real_utility,32,0.9752162491506704,0.025504247424563177,0.0015940154640351986,128.0,0.00966778375022841
mild,4,128,oracle_real_utility,64,0.9896964090296573,0.01448015987898675,0.00045250499621833596,256.0,0.01933556750045682
mild,4,128,oracle_real_utility,128,0.9962522603623473,0.006555851332690132,0.00010243517707328331,512.0,0.03867113500091364
mild,4,128,predicted_utility,1,0.5483647366132792,0.0,0.0,4.0,0.0003021182421946378
mild,4,128,predicted_utility,2,0.634715006194486,0.08635026958120672,0.08635026958120672,8.0,0.0006042364843892756
mild,4,128,predicted_utility,4,0.6707650341113529,0.036050027916866914,0.018025013958433457,16.0,0.0012084729687785512
mild,4,128,predicted_utility,8,0.676346889103644,0.005581854992291198,0.0013954637480727995,32.0,0.0024169459375571025
mild,4,128,predicted_utility,16,0.6746797757256532,-0.0016671133779908546,-0.00020838917224885682,64.0,0.004833891875114205
mild,4,128,predicted_utility,32,0.6756306525929803,0.0009508768673270982,5.9429804207943637e-05,128.0,0.00966778375022841
mild,4,128,predicted_utility,64,0.6815631123066563,0.005932459713676087,0.00018538936605237772,256.0,0.01933556750045682
mild,4,128,predicted_utility,128,0.6905766824027373,0.009013570096080973,0.0001408370327512652,512.0,0.03867113500091364
mild,4,128,random_score,1,0.5483647366132793,0.0,0.0,4.0,0.0003021182421946378
mild,4,128,random_score,2,0.545787981513276,-0.0025767551000033277,-0.0025767551000033277,8.0,0.0006042364843892756
mild,4,128,random_score,4,0.5444163570464846,-0.001371624466791277,-0.0006858122333956385,16.0,0.0012084729687785512
mild,4,128,random_score,8,0.5431727327344418,-0.001243624312042914,-0.0003109060780107285,32.0,0.0024169459375571025
mild,4,128,random_score,16,0.5414253114333593,-0.0017474213010824525,-0.00021842766263530656,64.0,0.004833891875114205
mild,4,128,random_score,32,0.5368826362471418,-0.00454267518621745,-0.0002839171991385906,128.0,0.00966778375022841
mild,4,128,random_score,64,0.5318428460234338,-0.0050397902237081195,-0.00015749344449087873,256.0,0.01933556750045682
mild,4,128,random_score,128,0.5273175134207788,-0.004525332602654919,-7.070832191648311e-05,512.0,0.03867113500091364
mild,4,128,uncertainty_penalized,1,0.5483647366132793,0.0,0.0,4.0,0.0003021182421946378
mild,4,128,uncertainty_penalized,2,0.6229459075457783,0.07458117093249902,0.07458117093249902,8.0,0.0006042364843892756
mild,4,128,uncertainty_penalized,4,0.6532628553348359,0.030316947789057504,0.015158473894528752,16.0,0.0012084729687785512
mild,4,128,uncertainty_penalized,8,0.6602769611737214,0.007014105838885493,0.0017535264597213732,32.0,0.0024169459375571025
mild,4,128,uncertainty_penalized,16,0.6600620194419003,-0.00021494173182093346,-2.6867716477616682e-05,64.0,0.004833891875114205
mild,4,128,uncertainty_penalized,32,0.6608393492567265,0.0007773298148261402,4.858311342663376e-05,128.0,0.00966778375022841
mild,4,128,uncertainty_penalized,64,0.66478963470359,0.003950285446863505,0.00012344642021448453,256.0,0.01933556750045682
mild,4,128,uncertainty_penalized,128,0.670165529337432,0.005375894633841983,8.399835365378099e-05,512.0,0.03867113500091364
mild,8,32,oracle_real_utility,1,0.4016991699505927,0.0,0.0,8.0,0.0006588017187368677
mild,8,32,oracle_real_utility,2,0.5412269774844186,0.13952780753382596,0.13952780753382596,16.0,0.0013176034374737355
mild,8,32,oracle_real_utility,4,0.6772656234639405,0.13603864597952173,0.06801932298976086,32.0,0.002635206874947471
mild,8,32,oracle_real_utility,8,0.8041796712876887,0.12691404782374832,0.03172851195593708,64.0,0.005270413749894942
mild,8,32,oracle_real_utility,16,0.905259295757654,0.10107962446996514,0.012634953058745643,128.0,0.010540827499789884
mild,8,32,oracle_real_utility,32,0.9654954486564776,0.06023615289882374,0.0037647595561764837,256.0,0.021081654999579768
mild,8,32,oracle_real_utility,64,0.9913705562041024,0.025875107547624704,0.000808597110863272,512.0,0.042163309999159536
mild,8,32,oracle_real_utility,128,0.9990169541390644,0.007646397934962068,0.00011947496773378231,1024.0,0.08432661999831907
mild,8,32,predicted_utility,1,0.4016991699505927,0.0,0.0,8.0,0.0006588017187368677
mild,8,32,predicted_utility,2,0.5092432661864833,0.10754409623589059,0.10754409623589059,16.0,0.0013176034374737355
mild,8,32,predicted_utility,4,0.5892368921545337,0.07999362596805039,0.039996812984025194,32.0,0.002635206874947471
mild,8,32,predicted_utility,8,0.6238985302758476,0.03466163812131397,0.008665409530328492,64.0,0.005270413749894942
mild,8,32,predicted_utility,16,0.6159628639134784,-0.007935666362369283,-0.0009919582952961604,128.0,0.010540827499789884
mild,8,32,predicted_utility,32,0.5919868182372922,-0.023976045676186185,-0.0014985028547616366,256.0,0.021081654999579768
mild,8,32,predicted_utility,64,0.5722655053572094,-0.019721312880082657,-0.000616291027502583,512.0,0.042163309999159536
mild,8,32,predicted_utility,128,0.5630985448664498,-0.009166960490759723,-0.00014323375766812067,1024.0,0.08432661999831907
mild,8,32,random_score,1,0.4016991699505927,0.0,0.0,8.0,0.0006588017187368677
mild,8,32,random_score,2,0.40998013866358196,0.00828096871298928,0.00828096871298928,16.0,0.0013176034374737355
mild,8,32,random_score,4,0.4188611238716982,0.008880985208116171,0.0044404926040580855,32.0,0.002635206874947471
mild,8,32,random_score,8,0.4300551744288234,0.01119405055712526,0.002798512639281315,64.0,0.005270413749894942
mild,8,32,random_score,16,0.4426823932953459,0.012627218866522502,0.0015784023583153128,128.0,0.010540827499789884
mild,8,32,random_score,32,0.45384271590572717,0.011160322610381253,0.0006975201631488283,256.0,0.021081654999579768
mild,8,32,random_score,64,0.4628029719108856,0.00896025600515837,0.00028000800016119906,512.0,0.042163309999159536
mild,8,32,random_score,128,0.46691372989595886,0.00411075798507328,6.423059351677e-05,1024.0,0.08432661999831907
mild,8,32,uncertainty_penalized,1,0.4016991699505927,0.0,0.0,8.0,0.0006588017187368677
mild,8,32,uncertainty_penalized,2,0.5079356305664462,0.10623646061585343,0.10623646061585343,16.0,0.0013176034374737355
mild,8,32,uncertainty_penalized,4,0.5861464195296628,0.07821078896321669,0.039105394481608345,32.0,0.002635206874947471
mild,8,32,uncertainty_penalized,8,0.6194845069566333,0.03333808742697052,0.00833452185674263,64.0,0.005270413749894942
mild,8,32,uncertainty_penalized,16,0.6103971489581428,-0.009087357998490576,-0.001135919749811322,128.0,0.010540827499789884
mild,8,32,uncertainty_penalized,32,0.5846593073938752,-0.02573784156426758,-0.0016086150977667238,256.0,0.021081654999579768
mild,8,32,uncertainty_penalized,64,0.563357542373496,-0.021301765020379188,-0.0006656801568868496,512.0,0.042163309999159536
mild,8,32,uncertainty_penalized,128,0.553884968502399,-0.009472573871096937,-0.00014800896673588965,1024.0,0.08432661999831907
mild,8,64,oracle_real_utility,1,0.4206528501085819,0.0,0.0,8.0,0.0007188628124936258
mild,8,64,oracle_real_utility,2,0.5565079149979459,0.1358550648893642,0.1358550648893642,16.0,0.0014377256249872516
mild,8,64,oracle_real_utility,4,0.689719378813703,0.1332114638157571,0.06660573190787855,32.0,0.002875451249974503
mild,8,64,oracle_real_utility,8,0.8153114699740585,0.12559209116035527,0.03139802279008882,64.0,0.005750902499949006
mild,8,64,oracle_real_utility,16,0.9147652398124692,0.09945376983841073,0.012431721229801341,128.0,0.011501804999898012
mild,8,64,oracle_real_utility,32,0.9707303603446269,0.05596512053215774,0.003497820033259859,256.0,0.023003609999796025
mild,8,64,oracle_real_utility,64,0.9919866322470726,0.02125627190244583,0.0006642584969514322,512.0,0.04600721999959205
mild,8,64,oracle_real_utility,128,0.998137032800231,0.006150400553158195,9.61000086430968e-05,1024.0,0.0920144399991841
mild,8,64,predicted_utility,1,0.4206528501085819,0.0,0.0,8.0,0.0007188628124936258
mild,8,64,predicted_utility,2,0.5253243727836172,0.10467152267503539,0.10467152267503539,16.0,0.0014377256249872516
mild,8,64,predicted_utility,4,0.6010854446773,0.07576107189368278,0.03788053594684139,32.0,0.002875451249974503
mild,8,64,predicted_utility,8,0.6290471449621865,0.02796170028488652,0.00699042507122163,64.0,0.005750902499949006
mild,8,64,predicted_utility,16,0.6146297992454495,-0.014417345716737095,-0.0018021682145921369,128.0,0.011501804999898012
mild,8,64,predicted_utility,32,0.5851303536170483,-0.029499445628401066,-0.0018437153517750667,256.0,0.023003609999796025
mild,8,64,predicted_utility,64,0.558849987816432,-0.026280365800616372,-0.0008212614312692616,512.0,0.04600721999959205
mild,8,64,predicted_utility,128,0.5443646354338897,-0.014485352382542286,-0.00022633363097722322,1024.0,0.0920144399991841
mild,8,64,random_score,1,0.4206528501085819,0.0,0.0,8.0,0.0007188628124936258
mild,8,64,random_score,2,0.4258382505376089,0.005185400429027026,0.005185400429027026,16.0,0.0014377256249872516
mild,8,64,random_score,4,0.4292643388817856,0.003426088344176753,0.0017130441720883765,32.0,0.002875451249974503
mild,8,64,random_score,8,0.4297898847895354,0.000525545907749804,0.000131386476937451,64.0,0.005750902499949006
mild,8,64,random_score,16,0.4291886919758852,-0.0006011928136502497,-7.514910170628121e-05,128.0,0.011501804999898012
mild,8,64,random_score,32,0.43169620972118344,0.002507517745298303,0.00015671985908114394,256.0,0.023003609999796025
mild,8,64,random_score,64,0.4402509021779924,0.008554692456808958,0.00026733413927527993,512.0,0.04600721999959205
mild,8,64,random_score,128,0.45138758201910567,0.011136679841113228,0.00017401062251739418,1024.0,0.0920144399991841
mild,8,64,uncertainty_penalized,1,0.4206528501085819,0.0,0.0,8.0,0.0007188628124936258
mild,8,64,uncertainty_penalized,2,0.523919596180791,0.1032667460722092,0.1032667460722092,16.0,0.0014377256249872516
mild,8,64,uncertainty_penalized,4,0.5979799889856598,0.07406039280486872,0.03703019640243436,32.0,0.002875451249974503
mild,8,64,uncertainty_penalized,8,0.6251363429519752,0.027156353966315445,0.006789088491578861,64.0,0.005750902499949006
mild,8,64,uncertainty_penalized,16,0.6106240460281198,-0.014512296923855455,-0.0018140371154819319,128.0,0.011501804999898012
mild,8,64,uncertainty_penalized,32,0.5810534234399296,-0.0295706225881902,-0.0018481639117618875,256.0,0.023003609999796025
mild,8,64,uncertainty_penalized,64,0.5546736146662273,-0.026379808773702225,-0.0008243690241781945,512.0,0.04600721999959205
mild,8,64,uncertainty_penalized,128,0.5402329927827141,-0.01444062188351331,-0.00022563471692989547,1024.0,0.0920144399991841
mild,8,128,oracle_real_utility,1,0.4418369050077181,0.0,0.0,8.0,0.0005639973632810324
mild,8,128,oracle_real_utility,2,0.5714861646210145,0.12964925961329646,0.12964925961329646,16.0,0.0011279947265620649
mild,8,128,oracle_real_utility,4,0.6981257565732193,0.12663959195220473,0.06331979597610236,32.0,0.0022559894531241297
mild,8,128,oracle_real_utility,8,0.8195905270214512,0.12146477044823197,0.03036619261205799,64.0,0.004511978906248259
mild,8,128,oracle_real_utility,16,0.9177533276279382,0.09816280060648698,0.012270350075810873,128.0,0.009023957812496519
mild,8,128,oracle_real_utility,32,0.9716922899463943,0.05393896231845603,0.003371185144903502,256.0,0.018047915624993038
mild,8,128,oracle_real_utility,64,0.990724584080598,0.01903229413420387,0.0005947591916938709,512.0,0.036095831249986075
mild,8,128,oracle_real_utility,128,0.9967906564382775,0.006066072357679339,9.478238058873967e-05,1024.0,0.07219166249997215
mild,8,128,predicted_utility,1,0.4418369050077181,0.0,0.0,8.0,0.0005639973632810324
mild,8,128,predicted_utility,2,0.5417219970818883,0.09988509207417019,0.09988509207417019,16.0,0.0011279947265620649
mild,8,128,predicted_utility,4,0.6122988152166237,0.07057681813473535,0.035288409067367674,32.0,0.0022559894531241297
mild,8,128,predicted_utility,8,0.6363788893888305,0.02408007417220692,0.00602001854305173,64.0,0.004511978906248259
mild,8,128,predicted_utility,16,0.619119498053364,-0.01725939133546657,-0.0021574239169333213,128.0,0.009023957812496519
mild,8,128,predicted_utility,32,0.5895368234758249,-0.029582674577539086,-0.0018489171610961929,256.0,0.018047915624993038
mild,8,128,predicted_utility,64,0.5670652319715395,-0.02247159150428544,-0.00070223723450892,512.0,0.036095831249986075
mild,8,128,predicted_utility,128,0.554931601670853,-0.012133630300686468,-0.00018958797344822607,1024.0,0.07219166249997215
mild,8,128,random_score,1,0.4418369050077181,0.0,0.0,8.0,0.0005639973632810324
mild,8,128,random_score,2,0.4447977049036658,0.0029607998959477006,0.0029607998959477006,16.0,0.0011279947265620649
mild,8,128,random_score,4,0.44538816764191935,0.000590462738253554,0.000295231369126777,32.0,0.0022559894531241297
mild,8,128,random_score,8,0.44331821551107486,-0.0020699521308445005,-0.0005174880327111251,64.0,0.004511978906248259
mild,8,128,random_score,16,0.43984006682517157,-0.003478148685903293,-0.0004347685857379116,128.0,0.009023957812496519
mild,8,128,random_score,32,0.4362904725492095,-0.003549594275962041,-0.00022184964224762757,256.0,0.018047915624993038
mild,8,128,random_score,64,0.4330578068408018,-0.0032326657084076754,-0.00010102080338773986,512.0,0.036095831249986075
mild,8,128,random_score,128,0.4293354623975924,-0.0037223444432094473,-5.8161631925147614e-05,1024.0,0.07219166249997215
mild,8,128,uncertainty_penalized,1,0.4418369050077181,0.0,0.0,8.0,0.0005639973632810324
mild,8,128,uncertainty_penalized,2,0.5404450461684441,0.09860814116072607,0.09860814116072607,16.0,0.0011279947265620649
mild,8,128,uncertainty_penalized,4,0.6093824411858796,0.06893739501743543,0.03446869750871771,32.0,0.0022559894531241297
mild,8,128,uncertainty_penalized,8,0.6325660508194832,0.023183609633603712,0.005795902408400928,64.0,0.004511978906248259
mild,8,128,uncertainty_penalized,16,0.6148482540896885,-0.017717796729794774,-0.0022147245912243468,128.0,0.009023957812496519
mild,8,128,uncertainty_penalized,32,0.5846290926402065,-0.030219161449482092,-0.0018886975905926307,256.0,0.018047915624993038
mild,8,128,uncertainty_penalized,64,0.5622906982036235,-0.02233839443658296,-0.0006980748261432174,512.0,0.036095831249986075
mild,8,128,uncertainty_penalized,128,0.5510308352340003,-0.011259862969623072,-0.0001759353589003605,1024.0,0.07219166249997215
mild,12,32,oracle_real_utility,1,0.6064423730979176,0.0,0.0,12.0,0.0010055425000018658
mild,12,32,oracle_real_utility,2,0.74574433985144,0.13930196675352244,0.13930196675352244,24.0,0.0020110850000037315
mild,12,32,oracle_real_utility,4,0.8317524300384562,0.08600809018701629,0.04300404509350814,48.0,0.004022170000007463
mild,12,32,oracle_real_utility,8,0.8891740010266224,0.057421570988166096,0.014355392747041524,96.0,0.008044340000014926
mild,12,32,oracle_real_utility,16,0.9359328437054364,0.04675884267881393,0.005844855334851741,192.0,0.016088680000029852
mild,12,32,oracle_real_utility,32,0.971481740153795,0.035548896448358666,0.0022218060280224166,384.0,0.032177360000059704
mild,12,32,oracle_real_utility,64,0.9918225350104682,0.02034079485667329,0.0006356498392710403,768.0,0.06435472000011941
mild,12,32,oracle_real_utility,128,0.9990297535624597,0.007207218551991504,0.00011261278987486725,1536.0,0.12870944000023882
mild,12,32,predicted_utility,1,0.6064423730979176,0.0,0.0,12.0,0.0010055425000018658
mild,12,32,predicted_utility,2,0.7398625948270827,0.13342022172916515,0.13342022172916515,24.0,0.0020110850000037315
mild,12,32,predicted_utility,4,0.8099707256880722,0.07010813086098935,0.03505406543049468,48.0,0.004022170000007463
mild,12,32,predicted_utility,8,0.835540967683006,0.025570241994933983,0.006392560498733496,96.0,0.008044340000014926
mild,12,32,predicted_utility,16,0.8356857575899623,0.00014478990695616922,1.8098738369521153e-05,192.0,0.016088680000029852
mild,12,32,predicted_utility,32,0.8256084365648049,-0.010077321025157324,-0.0006298325640723328,384.0,0.032177360000059704
mild,12,32,predicted_utility,64,0.8179581583682906,-0.00765027819651434,-0.00023907119364107314,768.0,0.06435472000011941
mild,12,32,predicted_utility,128,0.8156180589575145,-0.0023400994107760807,-3.656405329337626e-05,1536.0,0.12870944000023882
mild,12,32,random_score,1,0.6064423730979176,0.0,0.0,12.0,0.0010055425000018658
mild,12,32,random_score,2,0.6074580551451082,0.0010156820471906955,0.0010156820471906955,24.0,0.0020110850000037315
mild,12,32,random_score,4,0.6067045145107703,-0.0007535406343378195,-0.00037677031716890975,48.0,0.004022170000007463
mild,12,32,random_score,8,0.6051572843320212,-0.0015472301787492454,-0.00038680754468731134,96.0,0.008044340000014926
mild,12,32,random_score,16,0.6014476187462768,-0.0037096655857443593,-0.0004637081982180449,192.0,0.016088680000029852
mild,12,32,random_score,32,0.5989416378198748,-0.0025059809264020862,-0.0001566238079001304,384.0,0.032177360000059704
mild,12,32,random_score,64,0.601961459661287,0.0030198218414123137,9.43694325441348e-05,768.0,0.06435472000011941
mild,12,32,random_score,128,0.6048472060989725,0.0028857464376853977,4.508978808883434e-05,1536.0,0.12870944000023882
mild,12,32,uncertainty_penalized,1,0.6064423730979176,0.0,0.0,12.0,0.0010055425000018658
mild,12,32,uncertainty_penalized,2,0.7400049109930574,0.13356253789513986,0.13356253789513986,24.0,0.0020110850000037315
mild,12,32,uncertainty_penalized,4,0.8104316210202066,0.07042671002714919,0.035213355013574595,48.0,0.004022170000007463
mild,12,32,uncertainty_penalized,8,0.8365176102031017,0.026085989182895092,0.006521497295723773,96.0,0.008044340000014926
mild,12,32,uncertainty_penalized,16,0.8372209159265858,0.0007033057234840711,8.791321543550889e-05,192.0,0.016088680000029852
mild,12,32,uncertainty_penalized,32,0.827571953720432,-0.009648962206153768,-0.0006030601378846105,384.0,0.032177360000059704
mild,12,32,uncertainty_penalized,64,0.8202285474526091,-0.007343406267822886,-0.00022948144586946518,768.0,0.06435472000011941
mild,12,32,uncertainty_penalized,128,0.8180328722420518,-0.002195675210557457,-3.430742516496027e-05,1536.0,0.12870944000023882
mild,12,64,oracle_real_utility,1,0.6275539511308275,0.0,0.0,12.0,0.0009585167968680253
mild,12,64,oracle_real_utility,2,0.7557417616943638,0.12818781056353643,0.12818781056353643,24.0,0.0019170335937360506
mild,12,64,oracle_real_utility,4,0.8329325413849535,0.07719077969058956,0.03859538984529478,48.0,0.0038340671874721012
mild,12,64,oracle_real_utility,8,0.88623459190747,0.05330205052251662,0.013325512630629154,96.0,0.0076681343749442025
mild,12,64,oracle_real_utility,16,0.9327564550267518,0.046521863119281706,0.005815232889910213,192.0,0.015336268749888405
mild,12,64,oracle_real_utility,32,0.9695577177399171,0.03680126271316528,0.00230007891957283,384.0,0.03067253749977681
mild,12,64,oracle_real_utility,64,0.9900581891060696,0.020500471366152594,0.0006406397301922686,768.0,0.06134507499955362
mild,12,64,oracle_real_utility,128,0.9977459742835368,0.007687785177467118,0.00012012164339792372,1536.0,0.12269014999910724
mild,12,64,predicted_utility,1,0.6275539511308275,0.0,0.0,12.0,0.0009585167968680253
mild,12,64,predicted_utility,2,0.7510322676874069,0.12347831655657948,0.12347831655657948,24.0,0.0019170335937360506
mild,12,64,predicted_utility,4,0.8148801784837367,0.06384791079632988,0.03192395539816494,48.0,0.0038340671874721012
mild,12,64,predicted_utility,8,0.8398566606161546,0.02497648213241776,0.00624412053310444,96.0,0.0076681343749442025
mild,12,64,predicted_utility,16,0.8407322922561582,0.0008756316400035296,0.0001094539550004412,192.0,0.015336268749888405
mild,12,64,predicted_utility,32,0.8293319982969836,-0.011400293959174601,-0.0007125183724484126,384.0,0.03067253749977681
mild,12,64,predicted_utility,64,0.8202864678463818,-0.009045530450601622,-0.00028267282658130067,768.0,0.06134507499955362
mild,12,64,predicted_utility,128,0.8175954678432216,-0.0026910000031602765,-4.204687504937932e-05,1536.0,0.12269014999910724
mild,12,64,random_score,1,0.6275539511308275,0.0,0.0,12.0,0.0009585167968680253
mild,12,64,random_score,2,0.6297752478115399,0.0022212966807125282,0.0022212966807125282,24.0,0.0019170335937360506
mild,12,64,random_score,4,0.6317792611186206,0.0020040133070805904,0.0010020066535402952,48.0,0.0038340671874721012
