seed,state_id,mismatch,horizon,pool_size,scorer,profile_class,stop_n,gain_N128_minus_N1,value_N1,value_N128,seconds_per_rollout_estimate
911,7,mild,4,32,uncertainty_penalized,saturating,4,-0.008136313053547228,0.5256890547717683,0.5175527417182211,0.0012227156249764448
911,7,mild,4,32,random_score,harmful,8,-0.27295403704771876,0.5256890547717682,0.25273501772404944,0.0012227156249764448
911,7,mild,4,32,oracle_real_utility,helpful,32,0.4740797170672949,0.5256890547717683,0.9997687718390632,0.0012227156249764448
911,0,mild,4,64,predicted_utility,helpful,64,0.33667101127877086,0.5850396223725796,0.9217106336513504,0.0009302042968215574
911,0,mild,4,64,uncertainty_penalized,helpful,64,0.3421308871030492,0.5850396223725796,0.9271705094756287,0.0009302042968215574
911,0,mild,4,64,random_score,harmful,2,-0.266083073289672,0.5850396223725796,0.31895654908290755,0.0009302042968215574
911,0,mild,4,64,oracle_real_utility,helpful,32,0.41428847269903,0.5850396223725794,0.9993280950716095,0.0009302042968215574
911,1,mild,4,64,predicted_utility,harmful,8,-0.04295916324761101,0.5178390183692495,0.4748798551216385,0.0009302042968215574
911,1,mild,4,64,uncertainty_penalized,harmful,8,-0.04389831155796081,0.5178390183692494,0.4739407068112886,0.0009302042968215574
911,1,mild,4,64,random_score,harmful,2,-0.22308405594352532,0.5178390183692494,0.2947549624257241,0.0009302042968215574
911,1,mild,4,64,oracle_real_utility,helpful,32,0.48199680338482,0.5178390183692494,0.9998358217540694,0.0009302042968215574
911,2,mild,4,64,predicted_utility,helpful,64,0.432762089963747,0.531372269849163,0.96413435981291,0.0009302042968215574
911,2,mild,4,64,uncertainty_penalized,helpful,64,0.3907389650999795,0.531372269849163,0.9221112349491425,0.0009302042968215574
911,2,mild,4,64,random_score,harmful,4,-0.1629866929302456,0.5313722698491627,0.36838557691891716,0.0009302042968215574
911,2,mild,4,64,oracle_real_utility,helpful,32,0.4684756574722698,0.5313722698491629,0.9998479273214327,0.0009302042968215574
911,3,mild,4,64,predicted_utility,unstable,4,-0.010309463226328086,0.5329513642984587,0.5226419010721306,0.0009302042968215574
911,3,mild,4,64,uncertainty_penalized,harmful,4,-0.02954422712591287,0.5329513642984587,0.5034071371725458,0.0009302042968215574
911,3,mild,4,64,random_score,saturating,2,0.004136102321029234,0.5329513642984587,0.5370874666194879,0.0009302042968215574
911,3,mild,4,64,oracle_real_utility,helpful,32,0.4665531608765239,0.5329513642984587,0.9995045251749826,0.0009302042968215574
911,4,mild,4,64,predicted_utility,helpful,32,0.4350148247999245,0.5326958829637092,0.9677107077636337,0.0009302042968215574
911,4,mild,4,64,uncertainty_penalized,helpful,32,0.4224322577849564,0.5326958829637092,0.9551281407486656,0.0009302042968215574
911,4,mild,4,64,random_score,harmful,2,-0.13214766456644494,0.5326958829637091,0.4005482183972641,0.0009302042968215574
911,4,mild,4,64,oracle_real_utility,helpful,64,0.4665657508720936,0.5326958829637091,0.9992616338358027,0.0009302042968215574
911,5,mild,4,64,predicted_utility,unstable,4,-0.011562135910401616,0.4932116352667529,0.48164949935635126,0.0009302042968215574
911,5,mild,4,64,uncertainty_penalized,saturating,4,-0.011569754134363897,0.49321163526675293,0.48164188113238904,0.0009302042968215574
911,5,mild,4,64,random_score,harmful,2,-0.08838543353643485,0.4932116352667529,0.404826201730318,0.0009302042968215574
911,5,mild,4,64,oracle_real_utility,helpful,32,0.5061307624769191,0.4932116352667529,0.999342397743672,0.0009302042968215574
911,6,mild,4,64,predicted_utility,harmful,8,-0.04310078602215717,0.6112172678601521,0.5681164818379949,0.0009302042968215574
911,6,mild,4,64,uncertainty_penalized,harmful,8,-0.04267055274864495,0.6112172678601522,0.5685467151115072,0.0009302042968215574
911,6,mild,4,64,random_score,helpful,128,0.344507190862141,0.6112172678601522,0.9557244587222932,0.0009302042968215574
911,6,mild,4,64,oracle_real_utility,helpful,32,0.3884346040855261,0.6112172678601521,0.9996518719456782,0.0009302042968215574
911,7,mild,4,64,predicted_utility,unstable,8,0.0009768747270572087,0.5379639045065754,0.5389407792336326,0.0009302042968215574
911,7,mild,4,64,uncertainty_penalized,unstable,4,-0.010370246622465662,0.5379639045065754,0.5275936578841097,0.0009302042968215574
911,7,mild,4,64,random_score,harmful,4,-0.2575595325369355,0.5379639045065754,0.2804043719696399,0.0009302042968215574
911,7,mild,4,64,oracle_real_utility,helpful,32,0.46144232084752246,0.5379639045065752,0.9994062253540976,0.0009302042968215574
911,0,mild,4,128,predicted_utility,unstable,32,0.05287889614350805,0.6090250999438138,0.6619039960873219,0.000527290136716374
911,0,mild,4,128,uncertainty_penalized,harmful,16,-0.04445650108115873,0.6090250999438139,0.5645685988626552,0.000527290136716374
911,0,mild,4,128,random_score,harmful,2,-0.21822915629411055,0.6090250999438139,0.3907959436497034,0.000527290136716374
911,0,mild,4,128,oracle_real_utility,helpful,32,0.38849638013093624,0.6090250999438139,0.9975214800747502,0.000527290136716374
911,1,mild,4,128,predicted_utility,harmful,8,-0.04281919431947229,0.5162882770683507,0.4734690827488784,0.000527290136716374
911,1,mild,4,128,uncertainty_penalized,harmful,8,-0.03467177196215787,0.5162882770683506,0.4816165051061927,0.000527290136716374
911,1,mild,4,128,random_score,harmful,2,-0.1966743161900666,0.5162882770683505,0.31961396087828386,0.000527290136716374
911,1,mild,4,128,oracle_real_utility,helpful,32,0.4828343141958644,0.5162882770683508,0.9991225912642152,0.000527290136716374
911,2,mild,4,128,predicted_utility,helpful,16,0.35478972734708436,0.5273244644390415,0.8821141917861258,0.000527290136716374
911,2,mild,4,128,uncertainty_penalized,unstable,16,0.2560441459257088,0.5273244644390415,0.7833686103647503,0.000527290136716374
911,2,mild,4,128,random_score,harmful,2,-0.1411593939010043,0.5273244644390415,0.38616507053803717,0.000527290136716374
911,2,mild,4,128,oracle_real_utility,helpful,32,0.4717660714443529,0.5273244644390415,0.9990905358833944,0.000527290136716374
911,3,mild,4,128,predicted_utility,unstable,8,0.02520399970644427,0.4935667404602575,0.5187707401667018,0.000527290136716374
911,3,mild,4,128,uncertainty_penalized,unstable,4,0.022266367312660573,0.49356674046025756,0.5158331077729181,0.000527290136716374
911,3,mild,4,128,random_score,saturating,2,0.0009151092665311555,0.4935667404602575,0.49448184972678866,0.000527290136716374
911,3,mild,4,128,oracle_real_utility,helpful,32,0.5053225852745915,0.49356674046025717,0.9988893257348487,0.000527290136716374
911,4,mild,4,128,predicted_utility,helpful,32,0.3494302841884297,0.5617063729224044,0.9111366571108341,0.000527290136716374
911,4,mild,4,128,uncertainty_penalized,helpful,32,0.3563085151319031,0.5617063729224044,0.9180148880543075,0.000527290136716374
911,4,mild,4,128,random_score,harmful,2,-0.0872566019349405,0.5617063729224042,0.4744497709874637,0.000527290136716374
911,4,mild,4,128,oracle_real_utility,helpful,64,0.41427085501140415,0.5617063729224044,0.9759772279338086,0.000527290136716374
911,5,mild,4,128,predicted_utility,saturating,4,0.022753977755226584,0.5522166590226856,0.5749706367779122,0.000527290136716374
911,5,mild,4,128,uncertainty_penalized,saturating,4,0.022705519719364298,0.5522166590226857,0.57492217874205,0.000527290136716374
911,5,mild,4,128,random_score,harmful,2,-0.054714838052138004,0.5522166590226854,0.49750182097054735,0.000527290136716374
911,5,mild,4,128,oracle_real_utility,helpful,64,0.446169610009719,0.5522166590226854,0.9983862690324043,0.000527290136716374
911,6,mild,4,128,predicted_utility,helpful,32,0.280475096512957,0.6031882035603384,0.8836633000732954,0.000527290136716374
911,6,mild,4,128,uncertainty_penalized,unstable,32,0.060367816632860394,0.6031882035603385,0.6635560201931989,0.000527290136716374
911,6,mild,4,128,random_score,unstable,32,0.014328830601676112,0.6031882035603386,0.6175170341620148,0.000527290136716374
911,6,mild,4,128,oracle_real_utility,helpful,32,0.39558147651769815,0.6031882035603386,0.9987696800780368,0.000527290136716374
911,7,mild,4,128,predicted_utility,unstable,4,-0.011755577231196246,0.5587512210264355,0.5469956437952392,0.000527290136716374
911,7,mild,4,128,uncertainty_penalized,saturating,4,-0.012959848994752776,0.5587512210264354,0.5457913720316826,0.000527290136716374
911,7,mild,4,128,random_score,harmful,4,-0.24462472113524458,0.5587512210264354,0.3141264998911908,0.000527290136716374
911,7,mild,4,128,oracle_real_utility,helpful,32,0.43959080887079527,0.5587512210264357,0.998342029897231,0.000527290136716374
911,0,mild,8,32,predicted_utility,unstable,32,0.1811840699517262,0.41293139260338674,0.5941154625551129,0.001112182421820762
911,0,mild,8,32,uncertainty_penalized,unstable,32,0.1811840699518028,0.41293139260338674,0.5941154625551895,0.001112182421820762
911,0,mild,8,32,random_score,harmful,2,-0.288839825273119,0.41293139260338674,0.12409156733026773,0.001112182421820762
911,0,mild,8,32,oracle_real_utility,helpful,64,0.5866784128971005,0.41293139260338674,0.9996098055004873,0.001112182421820762
911,1,mild,8,32,predicted_utility,helpful,128,0.5830641608669995,0.3578097993821194,0.940873960249119,0.001112182421820762
911,1,mild,8,32,uncertainty_penalized,helpful,128,0.5830641610500034,0.3578097993821194,0.9408739604321227,0.001112182421820762
911,1,mild,8,32,random_score,harmful,4,-0.2617744684661545,0.35780979938211954,0.09603533091596503,0.001112182421820762
911,1,mild,8,32,oracle_real_utility,helpful,64,0.6412511112110956,0.35780979938211943,0.999060910593215,0.001112182421820762
911,2,mild,8,32,predicted_utility,unstable,16,0.12717041580792654,0.42126978026370543,0.548440196071632,0.001112182421820762
911,2,mild,8,32,uncertainty_penalized,unstable,16,0.12717041580792654,0.42126978026370543,0.548440196071632,0.001112182421820762
911,2,mild,8,32,random_score,unstable,32,0.07401410830063765,0.42126978026370543,0.4952838885643431,0.001112182421820762
911,2,mild,8,32,oracle_real_utility,helpful,64,0.5785723724466411,0.42126978026370543,0.9998421527103465,0.001112182421820762
911,3,mild,8,32,predicted_utility,unstable,32,0.17267085351207706,0.3563828919614807,0.5290537454735578,0.001112182421820762
911,3,mild,8,32,uncertainty_penalized,unstable,32,0.17267085351244044,0.3563828919614807,0.5290537454739211,0.001112182421820762
911,3,mild,8,32,random_score,helpful,16,0.12812725018238452,0.3563828919614807,0.48451014214386523,0.001112182421820762
911,3,mild,8,32,oracle_real_utility,helpful,64,0.6436009074106199,0.35638289196148065,0.9999837993721006,0.001112182421820762
911,4,mild,8,32,predicted_utility,unstable,16,0.05994857135803244,0.4620725583184625,0.5220211296764949,0.001112182421820762
911,4,mild,8,32,uncertainty_penalized,unstable,16,0.05994857135801851,0.46207255831846245,0.522021129676481,0.001112182421820762
911,4,mild,8,32,random_score,helpful,128,0.4670188985853403,0.4620725583184624,0.9290914569038027,0.001112182421820762
911,4,mild,8,32,oracle_real_utility,helpful,32,0.5377701159886092,0.4620725583184624,0.9998426743070716,0.001112182421820762
911,5,mild,8,32,predicted_utility,unstable,16,0.17564614392584005,0.3649300923506555,0.5405762362764955,0.001112182421820762
911,5,mild,8,32,uncertainty_penalized,unstable,16,0.1756481834881663,0.3649300923506555,0.5405782758388218,0.001112182421820762
911,5,mild,8,32,random_score,helpful,16,0.12101807672460979,0.3649300923506553,0.4859481690752651,0.001112182421820762
911,5,mild,8,32,oracle_real_utility,helpful,64,0.6350434950856967,0.36493009235065543,0.9999735874363521,0.001112182421820762
911,6,mild,8,32,predicted_utility,helpful,128,0.539327599496533,0.3947236280745127,0.9340512275710458,0.001112182421820762
911,6,mild,8,32,uncertainty_penalized,helpful,128,0.539327599496533,0.3947236280745127,0.9340512275710458,0.001112182421820762
911,6,mild,8,32,random_score,helpful,128,0.5971966268039117,0.3947236280745127,0.9919202548784244,0.001112182421820762
911,6,mild,8,32,oracle_real_utility,helpful,64,0.6048803326863784,0.3947236280745128,0.9996039607608912,0.001112182421820762
911,7,mild,8,32,predicted_utility,unstable,16,0.1393061365402246,0.32482554980555023,0.46413168634577484,0.001112182421820762
911,7,mild,8,32,uncertainty_penalized,unstable,16,0.13930613653442941,0.3248255498055501,0.46413168633997953,0.001112182421820762
911,7,mild,8,32,random_score,unstable,32,0.07796631260436471,0.32482554980555006,0.40279186240991477,0.001112182421820762
911,7,mild,8,32,oracle_real_utility,helpful,64,0.674702517136913,0.32482554980555006,0.9995280669424631,0.001112182421820762
911,0,mild,8,64,predicted_utility,unstable,32,0.2163886219341989,0.42424016927327873,0.6406287912074776,0.0008911804687841141
911,0,mild,8,64,uncertainty_penalized,unstable,32,0.21649031748039393,0.4242401692732787,0.6407304867536726,0.0008911804687841141
911,0,mild,8,64,random_score,harmful,2,-0.3060303389740041,0.4242401692732787,0.11820983029927454,0.0008911804687841141
911,0,mild,8,64,oracle_real_utility,helpful,64,0.5754668031352759,0.4242401692732787,0.9997069724085546,0.0008911804687841141
911,1,mild,8,64,predicted_utility,unstable,16,0.10498018891298122,0.3978756894422365,0.5028558783552177,0.0008911804687841141
911,1,mild,8,64,uncertainty_penalized,unstable,16,0.10498018906719087,0.3978756894422365,0.5028558785094274,0.0008911804687841141
911,1,mild,8,64,random_score,harmful,4,-0.1917866652393006,0.3978756894422365,0.2060890242029359,0.0008911804687841141
911,1,mild,8,64,oracle_real_utility,helpful,64,0.5988873342567543,0.3978756894422366,0.996763023698991,0.0008911804687841141
911,2,mild,8,64,predicted_utility,unstable,16,0.12022373070755277,0.3933437872449873,0.5135675179525401,0.0008911804687841141
911,2,mild,8,64,uncertainty_penalized,unstable,16,0.11585223000261358,0.3933437872449873,0.5091960172476009,0.0008911804687841141
911,2,mild,8,64,random_score,unstable,64,0.1487659368414581,0.3933437872449873,0.5421097240864454,0.0008911804687841141
911,2,mild,8,64,oracle_real_utility,helpful,64,0.60528972180805,0.39334378724498725,0.9986335090530373,0.0008911804687841141
911,3,mild,8,64,predicted_utility,unstable,16,0.09080892554908626,0.3962588606765361,0.48706778622562236,0.0008911804687841141
911,3,mild,8,64,uncertainty_penalized,unstable,16,0.09080892286552494,0.3962588606765361,0.48706778354206104,0.0008911804687841141
911,3,mild,8,64,random_score,helpful,128,0.48276642034219125,0.3962588606765361,0.8790252810187273,0.0008911804687841141
911,3,mild,8,64,oracle_real_utility,helpful,64,0.6014508686392158,0.39625886067653615,0.997709729315752,0.0008911804687841141
911,4,mild,8,64,predicted_utility,unstable,16,0.04915996498120678,0.48727629209166434,0.5364362570728711,0.0008911804687841141
911,4,mild,8,64,uncertainty_penalized,unstable,16,0.04823416330583885,0.48727629209166434,0.5355104553975032,0.0008911804687841141
911,4,mild,8,64,random_score,harmful,8,-0.2839077109837195,0.4872762920916643,0.2033685811079448,0.0008911804687841141
911,4,mild,8,64,oracle_real_utility,helpful,64,0.5115339514290432,0.48727629209166434,0.9988102435207076,0.0008911804687841141
911,5,mild,8,64,predicted_utility,helpful,16,0.1653514751567512,0.3714307671230309,0.5367822422797821,0.0008911804687841141
911,5,mild,8,64,uncertainty_penalized,helpful,16,0.165351100946182,0.3714307671230309,0.5367818680692129,0.0008911804687841141
911,5,mild,8,64,random_score,helpful,32,0.0717137438996539,0.3714307671230309,0.4431445110226848,0.0008911804687841141
911,5,mild,8,64,oracle_real_utility,helpful,64,0.6233898216041087,0.37143076712303086,0.9948205887271395,0.0008911804687841141
911,6,mild,8,64,predicted_utility,helpful,128,0.49154929666542174,0.39777123554595656,0.8893205322113783,0.0008911804687841141
911,6,mild,8,64,uncertainty_penalized,helpful,128,0.4915493098806561,0.39777123554595656,0.8893205454266127,0.0008911804687841141
911,6,mild,8,64,random_score,helpful,128,0.544014891503261,0.3977712355459565,0.9417861270492175,0.0008911804687841141
911,6,mild,8,64,oracle_real_utility,helpful,128,0.5988730822916057,0.39777123554595656,0.9966443178375622,0.0008911804687841141
911,7,mild,8,64,predicted_utility,helpful,16,0.12392484283300126,0.3370298797424754,0.46095472257547665,0.0008911804687841141
911,7,mild,8,64,uncertainty_penalized,helpful,16,0.12617555609137693,0.3370298797424754,0.4632054358338523,0.0008911804687841141
911,7,mild,8,64,random_score,harmful,16,-0.26466803646300996,0.3370298797424755,0.07236184327946557,0.0008911804687841141
911,7,mild,8,64,oracle_real_utility,helpful,64,0.6591011708630108,0.33702987974247545,0.9961310506054862,0.0008911804687841141
911,0,mild,8,128,predicted_utility,unstable,16,0.1499158009827145,0.4038632827401777,0.5537790837228922,0.0008304812500057324
911,0,mild,8,128,uncertainty_penalized,unstable,16,0.14985596273918267,0.4038632827401776,0.5537192454793602,0.0008304812500057324
911,0,mild,8,128,random_score,harmful,2,-0.24710497268438766,0.4038632827401777,0.15675831005579002,0.0008304812500057324
911,0,mild,8,128,oracle_real_utility,helpful,64,0.5947638121788121,0.40386328274017763,0.9986270949189897,0.0008304812500057324
911,1,mild,8,128,predicted_utility,unstable,16,0.13386988992829607,0.3759781828634482,0.5098480727917443,0.0008304812500057324
911,1,mild,8,128,uncertainty_penalized,unstable,16,0.12985781320176837,0.3759781828634482,0.5058359960652166,0.0008304812500057324
911,1,mild,8,128,random_score,harmful,4,-0.11140706485414853,0.3759781828634485,0.26457111800929994,0.0008304812500057324
911,1,mild,8,128,oracle_real_utility,helpful,64,0.6174025175392372,0.3759781828634483,0.9933807004026856,0.0008304812500057324
911,2,mild,8,128,predicted_utility,unstable,16,0.17076166365071804,0.4293705973883461,0.6001322610390641,0.0008304812500057324
911,2,mild,8,128,uncertainty_penalized,unstable,16,0.1703928307591055,0.42937059738834615,0.5997634281474516,0.0008304812500057324
911,2,mild,8,128,random_score,helpful,2,0.13852000361245925,0.4293705973883461,0.5678906010008054,0.0008304812500057324
911,2,mild,8,128,oracle_real_utility,helpful,64,0.5662020034472726,0.4293705973883462,0.9955726008356188,0.0008304812500057324
911,3,mild,8,128,predicted_utility,unstable,16,0.09697671511770067,0.4054163912516835,0.5023931063693842,0.0008304812500057324
911,3,mild,8,128,uncertainty_penalized,unstable,16,0.09742767374739403,0.4054163912516835,0.5028440649990775,0.0008304812500057324
911,3,mild,8,128,random_score,helpful,4,0.3000320267369582,0.40541639125168355,0.7054484179886418,0.0008304812500057324
911,3,mild,8,128,oracle_real_utility,helpful,64,0.59004800367134,0.40541639125168366,0.9954643949230236,0.0008304812500057324
911,4,mild,8,128,predicted_utility,unstable,8,0.04054909734190526,0.49782002557702265,0.5383691229189279,0.0008304812500057324
911,4,mild,8,128,uncertainty_penalized,unstable,8,0.03808090973849393,0.4978200255770227,0.5359009353155166,0.0008304812500057324
911,4,mild,8,128,random_score,harmful,4,-0.21883690984485255,0.49782002557702265,0.2789831157321701,0.0008304812500057324
911,4,mild,8,128,oracle_real_utility,helpful,32,0.4971597473167272,0.49782002557702276,0.99497977289375,0.0008304812500057324
911,5,mild,8,128,predicted_utility,helpful,16,0.11401326535691236,0.39185511095987513,0.5058683763167875,0.0008304812500057324
911,5,mild,8,128,uncertainty_penalized,unstable,16,0.11098950648211897,0.3918551109598751,0.502844617441994,0.0008304812500057324
911,5,mild,8,128,random_score,harmful,2,-0.1318436822156387,0.391855110959875,0.26001142874423633,0.0008304812500057324
911,5,mild,8,128,oracle_real_utility,helpful,64,0.604269379547658,0.39185511095987513,0.9961244905075332,0.0008304812500057324
911,6,mild,8,128,predicted_utility,unstable,32,0.2411901590953739,0.41242119886404016,0.653611357959414,0.0008304812500057324
911,6,mild,8,128,uncertainty_penalized,unstable,32,0.1766453791537947,0.4124211988640402,0.5890665780178349,0.0008304812500057324
911,6,mild,8,128,random_score,unstable,32,0.004323421106888159,0.41242119886404016,0.4167446199709283,0.0008304812500057324
911,6,mild,8,128,oracle_real_utility,helpful,64,0.5845367232132201,0.4124211988640403,0.9969579220772604,0.0008304812500057324
911,7,mild,8,128,predicted_utility,helpful,8,0.09170854262597616,0.4845876063451712,0.5762961489711473,0.0008304812500057324
911,7,mild,8,128,uncertainty_penalized,unstable,8,0.09254232673668822,0.4845876063451711,0.5771299330818593,0.0008304812500057324
911,7,mild,8,128,random_score,harmful,8,-0.21512656788771806,0.484587606345171,0.26946103845745295,0.0008304812500057324
911,7,mild,8,128,oracle_real_utility,helpful,64,0.5116253849258087,0.48458760634517095,0.9962129912709796,0.0008304812500057324
911,0,mild,12,32,predicted_utility,unstable,8,0.1793373464824185,0.6118715539023059,0.7912089003847244,0.002432383984341868
911,0,mild,12,32,uncertainty_penalized,unstable,8,0.1793372115594365,0.6118715539023059,0.7912087654617423,0.002432383984341868
911,0,mild,12,32,random_score,saturating,8,0.02214077419952909,0.6118715539023057,0.6340123281018348,0.002432383984341868
911,0,mild,12,32,oracle_real_utility,helpful,32,0.38803347499828456,0.6118715539023057,0.9999050289005903,0.002432383984341868
911,1,mild,12,32,predicted_utility,unstable,16,0.200636840801536,0.5557262407446113,0.7563630815461473,0.002432383984341868
911,1,mild,12,32,uncertainty_penalized,unstable,16,0.20063684986803942,0.5557262407446114,0.7563630906126508,0.002432383984341868
911,1,mild,12,32,random_score,helpful,64,0.21043532070480375,0.5557262407446113,0.766161561449415,0.002432383984341868
911,1,mild,12,32,oracle_real_utility,helpful,64,0.44425023678578657,0.5557262407446114,0.999976477530398,0.002432383984341868
911,2,mild,12,32,predicted_utility,helpful,16,0.3033613637333268,0.5479591331071134,0.8513204968404402,0.002432383984341868
911,2,mild,12,32,uncertainty_penalized,helpful,16,0.3033613637333268,0.5479591331071134,0.8513204968404402,0.002432383984341868
911,2,mild,12,32,random_score,harmful,2,-0.07271489519378838,0.5479591331071133,0.47524423791332493,0.002432383984341868
911,2,mild,12,32,oracle_real_utility,helpful,64,0.45187173861637897,0.5479591331071134,0.9998308717234924,0.002432383984341868
911,3,mild,12,32,predicted_utility,helpful,8,0.12578372089256384,0.6362108885759588,0.7619946094685226,0.002432383984341868
911,3,mild,12,32,uncertainty_penalized,helpful,8,0.12578192952839373,0.6362108885759588,0.7619928181043525,0.002432383984341868
911,3,mild,12,32,random_score,helpful,64,0.0890629810817114,0.6362108885759589,0.7252738696576703,0.002432383984341868
911,3,mild,12,32,oracle_real_utility,helpful,64,0.36373155957812164,0.6362108885759588,0.9999424481540804,0.002432383984341868
911,4,mild,12,32,predicted_utility,unstable,16,0.15712562052080692,0.6404738246481753,0.7975994451689822,0.002432383984341868
911,4,mild,12,32,uncertainty_penalized,unstable,16,0.1571256594433439,0.6404738246481753,0.7975994840915192,0.002432383984341868
911,4,mild,12,32,random_score,helpful,128,0.34766283516118335,0.6404738246481753,0.9881366598093586,0.002432383984341868
911,4,mild,12,32,oracle_real_utility,helpful,32,0.35938393363861143,0.6404738246481751,0.9998577582867866,0.002432383984341868
911,5,mild,12,32,predicted_utility,helpful,16,0.2665276982946786,0.5169447372858083,0.7834724355804868,0.002432383984341868
911,5,mild,12,32,uncertainty_penalized,helpful,16,0.2665276982946786,0.5169447372858083,0.7834724355804868,0.002432383984341868
911,5,mild,12,32,random_score,helpful,64,0.16789186897577768,0.5169447372858084,0.684836606261586,0.002432383984341868
911,5,mild,12,32,oracle_real_utility,helpful,64,0.479991992241691,0.5169447372858083,0.9969367295274992,0.002432383984341868
911,6,mild,12,32,predicted_utility,unstable,32,0.19713776196421628,0.6528638188986522,0.8500015808628685,0.002432383984341868
911,6,mild,12,32,uncertainty_penalized,helpful,32,0.33345226493573876,0.6528638188986522,0.986316083834391,0.002432383984341868
911,6,mild,12,32,random_score,harmful,4,-0.14707229462695515,0.6528638188986521,0.5057915242716969,0.002432383984341868
911,6,mild,12,32,oracle_real_utility,helpful,32,0.3469017992817829,0.6528638188986522,0.9997656181804351,0.002432383984341868
911,7,mild,12,32,predicted_utility,helpful,16,0.21562885584281644,0.5629799649234415,0.7786088207662579,0.002432383984341868
911,7,mild,12,32,uncertainty_penalized,helpful,16,0.21566993882664864,0.5629799649234415,0.7786499037500901,0.002432383984341868
911,7,mild,12,32,random_score,helpful,64,0.2350088766487166,0.5629799649234416,0.7979888415721582,0.002432383984341868
911,7,mild,12,32,oracle_real_utility,helpful,64,0.43421309274249087,0.5629799649234415,0.9971930576659324,0.002432383984341868
911,0,mild,12,64,predicted_utility,unstable,16,0.1966780980633449,0.6155311933649228,0.8122092914282677,0.0026619927734827797
911,0,mild,12,64,uncertainty_penalized,unstable,16,0.19667063627106063,0.6155311933649229,0.8122018296359835,0.0026619927734827797
