phase,p,exact_success_N16,mc_success_N16,abs_error_N16
post_shift,0.27271412037037035,0.16551578501630823,0.16531296296296297,0.0024147640679075605
pre_shift,0.11293402777777778,0.12518019600627325,0.12485925925925925,0.0030076169885124553
