state_id,mismatch,scorer,N,success,real_utility,imagined_utility,gap_imagined_minus_real,normalized_real_utility,normalized_imagined_utility,normalized_gap_imagined_minus_real,p,kappa,tie_rate,seed,seed_id,backend
0,mild,predicted_utility,1,0.012499999999999956,-2.626856736331788,-11.61391223090621,-8.987055494574422,0.5556308211164253,0.7042242221524921,0.14859340103606689,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
0,mild,predicted_utility,2,0.018906249999999902,-1.2342987117608855,-4.591962923075968,-3.3576642113150825,0.6618875674193886,0.8410011739581277,0.1791136065387391,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
0,mild,predicted_utility,4,0.021626977539062398,-0.5342256715564572,-0.6790629491992638,-0.14483727764280663,0.7153054373494173,0.9172185471810315,0.20191310983161415,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
0,mild,predicted_utility,8,0.014153547881413042,-0.3399167277518982,1.3591328152935647,1.6990495430454629,0.730131847295674,0.9569195178986095,0.22678767060293548,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
0,mild,predicted_utility,16,0.0030342287907378675,-0.3834784500088745,2.595367036432604,2.9788454864414784,0.7268079449600381,0.9809994907199258,0.25419154575988767,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
0,mild,predicted_utility,32,7.002824156592937e-05,-0.4492134807266167,3.292273441226275,3.7414869219528915,0.7217921464374992,0.9945741734131217,0.2727820269756225,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
0,mild,predicted_utility,64,1.8972968085312328e-08,-0.5077071397335833,3.5052769029570934,4.012984042690677,0.7173288883356685,0.9987231586795209,0.28139427034385234,0.0125,0.759493670886076,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,1,0.03749999999999987,-5.8298047325717475,-16.462400497301896,-10.632595764730148,0.5782972211199574,0.6555756953978651,0.07727847427790768,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,2,0.06890624999999984,-2.8310215677598127,-7.653676802032133,-4.82265523427232,0.7225880203527609,0.8108573794139808,0.08826935906121991,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,4,0.11663283691406212,-0.9985952136440961,-2.747072722063808,-1.748477508419712,0.8107578708018149,0.8973518331731519,0.08659396237133699,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,8,0.16874878316936487,-0.07574423592466777,-0.5432661227694411,-0.4675218868447733,0.8551621834278201,0.936200911861819,0.08103872843399884,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,16,0.1829518135903518,0.25983398971275823,0.586258995129022,0.3264250054162638,0.8713090162333814,0.9561123733304039,0.08480335709702247,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,32,0.11920379136100205,0.2316056246556487,1.5361518238659437,1.3045461992102951,0.8699507675267327,0.9728572461614485,0.1029064786347158,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
1,mild,predicted_utility,64,0.031002713513158787,0.12676002997064678,2.4125833959485345,2.2858233659778877,0.8649059697465351,0.9883071314281369,0.12340116168160176,0.0375,0.935064935064935,0.0,701,0,analytic_nominal_wam
