seed,state_id,mismatch,dynamics_backend,scorer,profile_class,decision_action,decision_reason,recommended_n,stop_n,value_N1,value_N64,gain_N64_minus_N1,best_minus_N1,tail_real_uplift,tail_imagined_uplift,tail_hallucination_gap,score_real_rank_corr,real_imagined_corr,alignment_status
751,0,mild,learned,predicted_utility,helpful,sample_more,high-score tail is real-utility aligned,64,64,0.6141043683988737,0.9302273554341092,0.31612298703523545,0.31612298703523545,0.2667359215565043,0.27840318158292066,0.10779957842926624,0.9621635231642557,0.9786599845565096,aligned
751,0,mild,learned,uncertainty_penalized,helpful,stop_early,marginal inference value below compute threshold,32,32,0.6141043683988738,0.8978008800931025,0.2836965116942287,0.2899403445290256,0.27658377542601265,0.27776522100706,0.09731376398389724,0.9625183116645303,0.9786599845565096,aligned
751,0,mild,learned,safety_penalized,helpful,stop_early,marginal inference value below compute threshold,32,32,0.6141043683988738,0.9212959131770329,0.307191544778159,0.307191544778159,0.2667359215565043,0.27840318158292066,0.10779957842926624,0.963754349020326,0.9786599845565096,aligned
751,0,mild,learned,random_score,harmful,block_high_n,"profile=harmful, alignment=weak",1,4,0.614104368398874,0.571833454607844,-0.042270913791029985,0.019602528615355164,0.019370037734646628,0.02616691427064255,0.10292919493884578,0.11515748031496063,0.9786599845565096,weak
751,0,mild,learned,oracle_real_utility,helpful,sample_more,high-score tail is real-utility aligned,64,64,0.6141043683988738,0.9903272152381996,0.3762228468393257,0.3762228468393257,0.29782263872485615,0.2705248004000643,0.06883448007805804,1.0,0.9786599845565096,aligned
751,0,mild,learned,anti_real_utility,harmful,block_high_n,"profile=harmful, alignment=anti_aligned",1,2,0.6141043683988738,0.028258339124355415,-0.5858460292745185,0.0,-0.4902618268822798,-0.5375137316505239,0.04888041363460574,-1.0,0.9786599845565096,anti_aligned
751,1,mild,learned,predicted_utility,helpful,stop_early,marginal inference value below compute threshold,32,32,0.6315441302575744,0.8645283489391855,0.23298421868161112,0.2512288103577921,0.2639436472978821,0.2748342244328711,0.08624813592753344,0.9530363028749314,0.9804704073354022,aligned
751,1,mild,learned,uncertainty_penalized,helpful,stop_early,marginal inference value below compute threshold,32,32,0.6315441302575745,0.9072213945677089,0.2756772643101344,0.27787283361004,0.2624072382814491,0.27377061456666396,0.08672093507775935,0.9502723860098883,0.9804704073354022,aligned
751,1,mild,learned,safety_penalized,helpful,stop_early,marginal inference value below compute threshold,32,32,0.6315441302575744,0.8693082985904588,0.23776416833288438,0.25118787749001936,0.2639436472978821,0.2748342244328711,0.08624813592753344,0.9515770921076726,0.9804704073354022,aligned
751,1,mild,learned,random_score,helpful,pilot_more,"profile=helpful, alignment=weak",64,64,0.631544130257575,0.7814032116548679,0.14985908139729287,0.14985908139729287,0.0894882462374601,0.09052760600700882,0.07639691856209319,0.13182109503753892,0.9804704073354022,weak
751,1,mild,learned,oracle_real_utility,helpful,sample_more,high-score tail is real-utility aligned,64,64,0.6315441302575745,0.9946249850580906,0.3630808548005161,0.3630808548005161,0.3145339882150432,0.2663485258843876,0.027172096461888895,1.0,0.9804704073354022,aligned
751,1,mild,learned,anti_real_utility,harmful,block_high_n,"profile=harmful, alignment=anti_aligned",1,2,0.6315441302575746,0.04928403101922991,-0.5822600992383447,0.0,-0.48410063475815734,-0.535551863781211,0.02390632976949081,-1.0,0.9804704073354022,anti_aligned
751,2,mild,learned,predicted_utility,unstable,stop_early,marginal inference value below compute threshold,16,16,0.5996823563033331,0.7580388637763401,0.158356507473007,0.21221335682272757,0.20185452935266446,0.2665475971840875,0.1797532860947122,0.9365672495879875,0.9477030086147717,aligned
751,2,mild,learned,uncertainty_penalized,unstable,stop_early,marginal inference value below compute threshold,16,16,0.5996823563033332,0.7647534997568229,0.16507114345348972,0.2087471584062629,0.19869325248513536,0.2665408702430424,0.1829078360211962,0.9310165262772386,0.9477030086147717,aligned
751,2,mild,learned,safety_penalized,unstable,stop_early,marginal inference value below compute threshold,16,16,0.5996823563033332,0.7628843691740935,0.1632020128707603,0.21195967872346377,0.19869325248513536,0.2665408702430424,0.1829078360211962,0.9367389214429591,0.9477030086147717,aligned
751,2,mild,learned,random_score,harmful,block_high_n,"profile=harmful, alignment=weak",1,32,0.5996823563033337,0.5710402145453812,-0.028642141757952433,0.05204529555270876,0.09252606944454023,0.0465013487339454,0.06903549755269434,0.12251075810291155,0.9477030086147717,weak
751,2,mild,learned,oracle_real_utility,helpful,sample_more,high-score tail is real-utility aligned,64,64,0.5996823563033336,0.9953551337209988,0.39567277741766527,0.39567277741766527,0.37839127539001904,0.24998009299261115,-0.013350964134118737,1.0,0.9477030086147717,aligned
