state_id,N,p,kappa,exact,auc_only,moment_law,auc_only_abs_error,moment_abs_error
0,1,0.09375,0.9080459770114943,0.09375,0.09375,0.09375,0.0,0.0
0,2,0.09375,0.9080459770114943,0.1630859375,0.1630859375,0.1630859375,0.0,0.0
0,4,0.09375,0.9080459770114943,0.2483358383178711,0.24676126903957787,0.2483358383178711,0.0015745692782932197,0.0
0,8,0.09375,0.9080459770114943,0.2954298186514279,0.28246715808249523,0.2954298186514279,0.012962660568932693,0.0
0,16,0.09375,0.9080459770114943,0.2310698794206797,0.1850631268194254,0.2310698794206797,0.04600675260125428,0.0
0,32,0.09375,0.9080459770114943,0.096578813110976,0.03971858521990636,0.096578813110976,0.05686022789106965,0.0
0,64,0.09375,0.9080459770114943,0.014432019820833206,0.0009147691804946213,0.014432019820833206,0.013517250640338584,0.0
1,1,0.03125,0.8064516129032258,0.03125,0.03125,0.03125,0.0,0.0
1,2,0.03125,0.8064516129032258,0.0498046875,0.0498046875,0.0498046875,0.0,0.0
1,4,0.03125,0.8064516129032258,0.0632772445678711,0.06325292587280273,0.0632772445678711,2.4318695068359375e-05,0.0
1,8,0.03125,0.8064516129032258,0.05114923074052058,0.05101189105124604,0.05114923074052058,0.00013733968927454043,0.0
1,16,0.03125,0.8064516129032258,0.016813007220344716,0.01658910805747925,0.016813007220344716,0.00022389916286546727,0.0
1,32,0.03125,0.8064516129032258,0.0009302906930085772,0.0008771952383299292,0.0009302906930085772,5.3095454678647996e-05,0.0
1,64,0.03125,0.8064516129032258,1.5555687655853147e-06,1.2263451810494927e-06,1.5555687655853147e-06,3.29223584535822e-07,0.0
2,1,0.03125,0.8387096774193549,0.03125,0.03125,0.03125,0.0,0.0
2,2,0.03125,0.8387096774193549,0.0517578125,0.0517578125,0.0517578125,0.0,0.0
2,4,0.03125,0.8387096774193549,0.0710153579711914,0.07099008560180664,0.0710153579711914,2.5272369384765625e-05,0.0
2,8,0.03125,0.8387096774193549,0.0669410582349883,0.06677459736221181,0.0669410582349883,0.00016646087277649713,0.0
2,16,0.03125,0.8387096774193549,0.029908948581286544,0.029539860400366463,0.029908948581286544,0.00036908818092008105,0.0
2,32,0.03125,0.8387096774193549,0.003052314735694979,0.0028904986050672724,0.003052314735694979,0.00016181613062770652,0.0
2,64,0.03125,0.8387096774193549,1.7260038145535393e-05,1.3837939245389995e-05,1.7260038145535393e-05,3.422098900145398e-06,0.0
