seed,state_id,mismatch,dynamics_backend,scorer,N,normalized_real_utility,delta_value,delta_per_rollout
751,0,mild,learned,predicted_utility,1,0.6141043683988737,0.0,0.0
751,0,mild,learned,predicted_utility,2,0.7405893785930794,0.12648501019420566,0.12648501019420566
751,0,mild,learned,predicted_utility,4,0.8123988072216304,0.071809428628551,0.0359047143142755
751,0,mild,learned,predicted_utility,8,0.853936835532071,0.04153802831044062,0.010384507077610156
751,0,mild,learned,predicted_utility,16,0.8853462102447103,0.03140937471263927,0.003926171839079909
751,0,mild,learned,predicted_utility,32,0.910850252807839,0.02550404256312877,0.0015940026601955481
751,0,mild,learned,predicted_utility,64,0.9302273554341092,0.019377102626270126,0.0006055344570709414
751,0,mild,learned,uncertainty_penalized,1,0.6141043683988738,0.0,0.0
751,0,mild,learned,uncertainty_penalized,2,0.7405177051206244,0.1264133367217506,0.1264133367217506
751,0,mild,learned,uncertainty_penalized,4,0.8122943749501162,0.07177666982949182,0.03588833491474591
751,0,mild,learned,uncertainty_penalized,8,0.854191039017757,0.0418966640676407,0.010474166016910175
751,0,mild,learned,uncertainty_penalized,16,0.8857128610949073,0.031521822077150374,0.003940227759643797
751,0,mild,learned,uncertainty_penalized,32,0.9040447129278995,0.01833185183299213,0.0011457407395620081
751,0,mild,learned,uncertainty_penalized,64,0.8978008800931025,-0.006243832834796903,-0.00019511977608740322
751,0,mild,learned,safety_penalized,1,0.6141043683988738,0.0,0.0
751,0,mild,learned,safety_penalized,2,0.7407819709872279,0.12667760258835403,0.12667760258835403
751,0,mild,learned,safety_penalized,4,0.8122248581085163,0.07144288712128843,0.03572144356064422
751,0,mild,learned,safety_penalized,8,0.8530602697259179,0.04083541161740156,0.01020885290435039
751,0,mild,learned,safety_penalized,16,0.884224459419848,0.03116418969393009,0.003895523711741261
751,0,mild,learned,safety_penalized,32,0.907944111730548,0.023719652310700057,0.0014824782694187535
751,0,mild,learned,safety_penalized,64,0.9212959131770329,0.013351801446484846,0.0004172437952026514
751,0,mild,learned,random_score,1,0.614104368398874,0.0,0.0
751,0,mild,learned,random_score,2,0.6336489898735455,0.01954462147467151,0.01954462147467151
751,0,mild,learned,random_score,4,0.6331497358793688,-0.0004992539941766072,-0.0002496269970883036
751,0,mild,learned,random_score,8,0.6337068970142291,0.0005571611348602623,0.00013929028371506558
751,0,mild,learned,random_score,16,0.6332654316398915,-0.0004414653743376462,-5.5183171792205776e-05
751,0,mild,learned,random_score,32,0.6180870078652494,-0.01517842377464207,-0.0009486514859151293
751,0,mild,learned,random_score,64,0.571833454607844,-0.04625355325740543,-0.0014454235392939198
751,0,mild,learned,oracle_real_utility,1,0.6141043683988738,0.0,0.0
751,0,mild,learned,oracle_real_utility,2,0.7433362788063911,0.12923191040751725,0.12923191040751725
751,0,mild,learned,oracle_real_utility,4,0.8209760342146863,0.07763975540829526,0.03881987770414763
751,0,mild,learned,oracle_real_utility,8,0.8726621410224531,0.05168610680776675,0.012921526701941688
751,0,mild,learned,oracle_real_utility,16,0.9194133809769727,0.046751239954519574,0.005843904994314947
751,0,mild,learned,oracle_real_utility,32,0.9626486210494193,0.04323524007244661,0.0027022025045279133
751,0,mild,learned,oracle_real_utility,64,0.9903272152381996,0.02767859418878027,0.0008649560683993834
751,0,mild,learned,anti_real_utility,1,0.6141043683988738,0.0,0.0
751,0,mild,learned,anti_real_utility,2,0.4848724579913564,-0.12923191040751741,-0.12923191040751741
751,0,mild,learned,anti_real_utility,4,0.35011054037797157,-0.13476191761338485,-0.06738095880669243
751,0,mild,learned,anti_real_utility,8,0.22654428020007467,-0.1235662601778969,-0.030891565044474226
751,0,mild,learned,anti_real_utility,16,0.13056420699392474,-0.09598007320614993,-0.011997509150768741
751,0,mild,learned,anti_real_utility,32,0.06528142191550233,-0.0652827850784224,-0.0040801740674014
751,0,mild,learned,anti_real_utility,64,0.028258339124355415,-0.03702308279114692,-0.0011569713372233412
751,1,mild,learned,predicted_utility,1,0.6315441302575744,0.0,0.0
751,1,mild,learned,predicted_utility,2,0.760803757753722,0.1292596274961476,0.1292596274961476
751,1,mild,learned,predicted_utility,4,0.8316318653215113,0.07082810756778934,0.03541405378389467
751,1,mild,learned,predicted_utility,8,0.8664887901706012,0.034856924849089865,0.008714231212272466
751,1,mild,learned,predicted_utility,16,0.8827729406153665,0.016284150444765277,0.0020355188055956597
751,1,mild,learned,predicted_utility,32,0.8799697314155469,-0.0028032091998195785,-0.00017520057498872366
751,1,mild,learned,predicted_utility,64,0.8645283489391855,-0.015441382476361398,-0.0004825432023862937
751,1,mild,learned,uncertainty_penalized,1,0.6315441302575745,0.0,0.0
