seed,seed_id,policy,mean_budget,success,mean_allocated_samples,allocation_std,pilot_k,num_states
701,0,uniform,1,0.28240740740740744,1.0,0.0,24,6
701,0,coverage_p_only,1,0.28240740740740744,1.0,0.0,24,6
701,0,auc_kappa,1,0.28240740740740744,1.0,0.0,24,6
701,0,moment_law,1,0.28240740740740744,1.0,0.0,24,6
701,0,uncertainty,1,0.28240740740740744,1.0,0.0,24,6
701,0,oracle,1,0.28240740740740744,1.0,0.0,24,6
701,0,uniform,2,0.196630658436214,2.0,0.0,24,6
701,0,coverage_p_only,2,0.14814859467878375,2.0,0.816496580927726,24,6
701,0,auc_kappa,2,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,moment_law,2,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,uncertainty,2,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,oracle,2,0.3156206041539653,1.6666666666666667,1.4907119849998596,24,6
701,0,uniform,4,0.12049894638615809,4.0,0.0,24,6
701,0,coverage_p_only,4,0.11749809813379981,4.0,1.7320508075688772,24,6
701,0,auc_kappa,4,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,moment_law,4,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,uncertainty,4,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,oracle,4,0.3156206041539653,1.6666666666666667,1.4907119849998596,24,6
701,0,uniform,8,0.06957864313088045,8.0,0.0,24,6
701,0,coverage_p_only,8,0.06464739435595172,8.0,5.131601439446884,24,6
701,0,auc_kappa,8,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,moment_law,8,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,uncertainty,8,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,oracle,8,0.3156206041539653,1.6666666666666667,1.4907119849998596,24,6
701,0,uniform,16,0.036363048419898285,16.0,0.0,24,6
701,0,coverage_p_only,16,0.017822755094306097,16.0,11.075498483890767,24,6
701,0,auc_kappa,16,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,moment_law,16,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,uncertainty,16,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,oracle,16,0.3156206041539653,1.6666666666666667,1.4907119849998596,24,6
701,0,uniform,32,0.01376875143003177,32.0,0.0,24,6
701,0,coverage_p_only,32,0.013768751987226664,26.666666666666668,11.48428878463481,24,6
701,0,auc_kappa,32,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,moment_law,32,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,uncertainty,32,0.30850265775034297,1.5,0.7637626158259734,24,6
701,0,oracle,32,0.3156206041539653,1.6666666666666667,1.4907119849998596,24,6
702,1,uniform,1,0.2569444444444444,1.0,0.0,24,6
702,1,coverage_p_only,1,0.2569444444444444,1.0,0.0,24,6
702,1,auc_kappa,1,0.2569444444444444,1.0,0.0,24,6
702,1,moment_law,1,0.2569444444444444,1.0,0.0,24,6
702,1,uncertainty,1,0.2569444444444444,1.0,0.0,24,6
702,1,oracle,1,0.2569444444444444,1.0,0.0,24,6
702,1,uniform,2,0.2236046810699588,2.0,0.0,24,6
702,1,coverage_p_only,2,0.21757651748971188,2.0,0.5773502691896257,24,6
702,1,auc_kappa,2,0.283895402530499,2.0,1.1547005383792515,24,6
702,1,moment_law,2,0.28338378083820503,2.0,1.4142135623730951,24,6
702,1,uncertainty,2,0.28338378083820503,2.0,1.4142135623730951,24,6
702,1,oracle,2,0.29386196631650724,2.0,1.1547005383792515,24,6
702,1,uniform,4,0.15992513938701855,4.0,0.0,24,6
702,1,coverage_p_only,4,0.15992513938701855,4.0,0.0,24,6
702,1,auc_kappa,4,0.29631575457505915,2.3333333333333335,1.3743685418725535,24,6
702,1,moment_law,4,0.2971030293865578,2.6666666666666665,2.0548046676563256,24,6
702,1,uncertainty,4,0.2971030293865578,2.6666666666666665,2.0548046676563256,24,6
702,1,oracle,4,0.29711378953451223,2.8333333333333335,2.1147629234082532,24,6
702,1,uniform,8,0.0982457427716437,8.0,0.0,24,6
702,1,coverage_p_only,8,0.10715230091553256,8.0,1.5275252316519468,24,6
702,1,auc_kappa,8,0.29631575457505915,2.3333333333333335,1.3743685418725535,24,6
702,1,moment_law,8,0.2971030293865578,2.6666666666666665,2.0548046676563256,24,6
702,1,uncertainty,8,0.2971030293865578,2.6666666666666665,2.0548046676563256,24,6
702,1,oracle,8,0.29711378953451223,2.8333333333333335,2.1147629234082532,24,6
702,1,uniform,16,0.0546585737935634,16.0,0.0,24,6
702,1,coverage_p_only,16,0.06184035441750657,16.0,3.7859388972001824,24,6
702,1,auc_kappa,16,0.29631575457505915,2.3333333333333335,1.3743685418725535,24,6
702,1,moment_law,16,0.2971030293865578,2.6666666666666665,2.0548046676563256,24,6
702,1,uncertainty,16,0.2971030293865578,2.6666666666666665,2.0548046676563256,24,6
702,1,oracle,16,0.29711378953451223,2.8333333333333335,2.1147629234082532,24,6
702,1,uniform,32,0.04210853169587745,32.0,0.0,24,6
702,1,coverage_p_only,32,0.04210853169587745,32.0,0.0,24,6
