seed,state_id,mismatch,scorer,N,normalized_real_utility,real_utility,pilot_k,heldout_n
811,0,severe,predicted_utility,1,0.4950586523833995,0.4987197637836548,48,144
811,0,severe,predicted_utility,2,0.5436900581437416,0.7678558798078305,48,144
811,0,severe,predicted_utility,4,0.5023820475552331,0.5392489259956345,48,144
811,0,severe,predicted_utility,8,0.38709237773950633,-0.09878761575733633,48,144
811,0,severe,predicted_utility,16,0.28933453111302365,-0.6397994730249685,48,144
811,0,severe,predicted_utility,32,0.2429210845904871,-0.8966609503577463,48,144
811,0,severe,predicted_utility,64,0.22668020019123136,-0.9865413163408692,48,144
811,0,severe,safety_penalized,1,0.49505865238339936,0.4987197637836539,48,144
811,0,severe,safety_penalized,2,0.5427781332942777,0.7628091017381156,48,144
811,0,severe,safety_penalized,4,0.5008317057362576,0.5306690182355099,48,144
811,0,severe,safety_penalized,8,0.3874818047229751,-0.09663244742183066,48,144
811,0,severe,safety_penalized,16,0.2910604430222745,-0.6302479245843426,48,144
811,0,severe,safety_penalized,32,0.24359672721432818,-0.8929218063055039,48,144
811,0,severe,safety_penalized,64,0.22684081077901302,-0.9856524645975957,48,144
811,0,severe,uncertainty_penalized,1,0.4950586523833994,0.498719763783654,48,144
811,0,severe,uncertainty_penalized,2,0.5458707422208944,0.7799242301593062,48,144
811,0,severe,uncertainty_penalized,4,0.5093576933976052,0.5778535725079754,48,144
811,0,severe,uncertainty_penalized,8,0.3987254664478961,-0.034407730714123626,48,144
811,0,severe,uncertainty_penalized,16,0.29900382625499694,-0.5862876220201542,48,144
811,0,severe,uncertainty_penalized,32,0.2441838966501502,-0.8896722909165389,48,144
811,0,severe,uncertainty_penalized,64,0.22023641637535393,-1.0222025299453283,48,144
811,0,severe,pilot_calibrated_repair,1,0.49505865238339936,0.49871976378365335,48,144
811,0,severe,pilot_calibrated_repair,2,0.619998380866191,1.1901616979667402,48,144
811,0,severe,pilot_calibrated_repair,4,0.7344197976256057,1.8233931502585219,48,144
811,0,severe,pilot_calibrated_repair,8,0.8092287182217885,2.237400971303996,48,144
811,0,severe,pilot_calibrated_repair,16,0.85219664493425,2.4751942394236184,48,144
811,0,severe,pilot_calibrated_repair,32,0.8772593873189942,2.6138965663846294,48,144
811,0,severe,pilot_calibrated_repair,64,0.901284119788883,2.746854334813741,48,144
811,0,severe,random_score,1,0.4950586523833992,0.4987197637836529,48,144
811,0,severe,random_score,2,0.5047149687316229,0.5521597874973216,48,144
811,0,severe,random_score,4,0.5032964396376105,0.5443093582353908,48,144
811,0,severe,random_score,8,0.49715659601027323,0.510330211611485,48,144
811,0,severe,random_score,16,0.4930271386473711,0.48747695251764156,48,144
811,0,severe,random_score,32,0.46636670786637946,0.33993269218333055,48,144
811,0,severe,random_score,64,0.40417770379198703,-0.004233937473146321,48,144
811,0,severe,anti_real_utility,1,0.4950586523833994,0.49871976378365357,48,144
811,0,severe,anti_real_utility,2,0.33405482368092443,-0.392308254932223,48,144
811,0,severe,anti_real_utility,4,0.23865545318192097,-0.9202678243878697,48,144
811,0,severe,anti_real_utility,8,0.18343544337392026,-1.2258666187098213,48,144
811,0,severe,anti_real_utility,16,0.13178252791922676,-1.5117243855058156,48,144
811,0,severe,anti_real_utility,32,0.07960265850121336,-1.8004984229872674,48,144
811,0,severe,anti_real_utility,64,0.036964435955189764,-2.036467041019058,48,144
811,0,severe,oracle_real_utility,1,0.4950586523833992,0.49871976378365296,48,144
811,0,severe,oracle_real_utility,2,0.6560624810858736,1.3897477824995292,48,144
811,0,severe,oracle_real_utility,4,0.8184918782996214,2.2886651880478834,48,144
811,0,severe,oracle_real_utility,8,0.9345560259724883,2.930987848187903,48,144
811,0,severe,oracle_real_utility,16,0.9776512178029951,3.1694854274217246,48,144
811,0,severe,oracle_real_utility,32,0.987828676480351,3.2258095590521902,48,144
811,0,severe,oracle_real_utility,64,0.9930939680825063,3.2549487564367405,48,144
811,1,severe,predicted_utility,1,0.6022465287423133,0.7992569232046218,48,144
811,1,severe,predicted_utility,2,0.5946819366228789,0.7497067219468145,48,144
811,1,severe,predicted_utility,4,0.5047037761632345,0.16032452007919284,48,144
811,1,severe,predicted_utility,8,0.3979688184657121,-0.5388194062097587,48,144
811,1,severe,predicted_utility,16,0.34821457910898357,-0.8647236366865461,48,144
811,1,severe,predicted_utility,32,0.3317142041996798,-0.9728057228951039,48,144
811,1,severe,predicted_utility,64,0.3157056992903597,-1.0776659225687284,48,144
811,1,severe,safety_penalized,1,0.6022465287423133,0.7992569232046225,48,144
811,1,severe,safety_penalized,2,0.5923002869270171,0.7341062480690014,48,144
811,1,severe,safety_penalized,4,0.4999805134391392,0.12938582373214902,48,144
811,1,severe,safety_penalized,8,0.3948493571646233,-0.5592527531562229,48,144
811,1,severe,safety_penalized,16,0.3474188626577627,-0.8699358027464779,48,144
811,1,severe,safety_penalized,32,0.33102581223994776,-0.9773148834169707,48,144
811,1,severe,safety_penalized,64,0.3153730539236541,-1.0798448430719754,48,144
811,1,severe,uncertainty_penalized,1,0.6022465287423134,0.799256923204623,48,144
811,1,severe,uncertainty_penalized,2,0.5965798624118656,0.7621386684856216,48,144
811,1,severe,uncertainty_penalized,4,0.5090820502576048,0.18900344408628372,48,144
