mismatch,N,success,real_utility,imagined_utility,gap_imagined_minus_real,normalized_real_utility,normalized_imagined_utility,normalized_gap_imagined_minus_real,p,kappa,tie_rate
mild,1,0.08333333333333333,-3.6131186071547496,-11.609939567354152,-7.996820960199401,0.5838126954514112,0.667102624345671,0.08328992889425968,0.08333333333333333,0.8800982573229513,0.0
mild,2,0.13932291666666666,-1.1729899719841002,-4.432624934555157,-3.2596349625710577,0.7199973526023018,0.8231599871981857,0.10316263459588389,0.08333333333333333,0.8800982573229513,0.0
mild,4,0.19674173990885416,0.06929469977693387,-0.5404007875618596,-0.6096954873387934,0.7904334113610966,0.9083482191567344,0.11791480779563775,0.08333333333333333,0.8800982573229513,0.0
mild,8,0.20337580875881636,0.39536594467855224,1.2123601053194346,0.8169941606408823,0.8084225795312809,0.9464693234600023,0.13804674392872132,0.08333333333333333,0.8800982573229513,0.0
mild,16,0.12120542532854224,0.1829456951545119,2.2930488745728934,2.1101031794183815,0.7963523231958027,0.9699822211657098,0.1736298979699071,0.08333333333333333,0.8800982573229513,0.0
mild,32,0.02803326181100758,-0.1359004658391504,3.0747646313929633,3.210665097232114,0.7784309209179382,0.9871776275749253,0.20874670665698705,0.08333333333333333,0.8800982573229513,0.0
mild,64,0.0012233945224350336,-0.24731395317460805,3.4976433357081156,3.744957288882724,0.7726656198360718,0.9965380613288343,0.2238724414927623,0.08333333333333333,0.8800982573229513,0.0
none,1,0.052083333333333336,-10.789979956258241,-10.789979956258241,0.0,0.6967071082646489,0.6967071082646489,0.0,0.052083333333333336,1.0,0.0
none,2,0.10123697916666667,-4.108702709205758,-4.108702709205758,0.0,0.8399436882736985,0.8399436882736985,0.0,0.052083333333333336,1.0,0.0
none,4,0.1914364496866862,-0.725025738368549,-0.725025738368549,0.0,0.9130965754014024,0.9130965754014024,0.0,0.052083333333333336,1.0,0.0
none,8,0.343620390863786,0.7908359853043535,0.7908359853043535,0.0,0.9464503068843514,0.9464503068843514,0.0,0.052083333333333336,1.0,0.0
none,16,0.5620471452214474,1.8052172577324033,1.8052172577324033,0.0,0.9687157803282473,0.9687157803282473,0.0,0.052083333333333336,1.0,0.0
none,32,0.794789045996561,2.63307246740693,2.63307246740693,0.0,0.9865285468817314,0.9865285468817314,0.0,0.052083333333333336,1.0,0.0
none,64,0.94558839160654,3.1213580394962226,3.1213580394962226,0.0,0.9966712346064904,0.9966712346064904,0.0,0.052083333333333336,1.0,0.0
severe,1,0.3020833333333333,0.5020528191166965,-10.370919577624718,-10.872972396741416,0.4596242756246161,0.7092254045932966,0.24960112896868045,0.3020833333333333,0.2181141774891775,0.0
severe,2,0.1865234375,-0.12666887592073767,-3.299566686365424,-3.1728978104446868,0.3593898122676003,0.8559687442068213,0.49657893193922104,0.3020833333333333,0.2181141774891775,0.0
severe,4,0.10727977752685547,-0.6010406608143727,-0.09967653270455952,0.5013641281098131,0.2763879963600138,0.922780893700196,0.6463928973401822,0.3020833333333333,0.2181141774891775,0.0
severe,8,0.04736878648236598,-0.8444129646112212,1.2885559397072572,2.1329689043184783,0.2270178239760872,0.9516646057887322,0.7246467818126451,0.3020833333333333,0.2181141774891775,0.0
severe,16,0.00992875390263386,-0.9238782037681714,2.2804170507029258,3.2042952544710968,0.20773714742077132,0.9722931695123141,0.7645560220915429,0.3020833333333333,0.2181141774891775,0.0
severe,32,0.00040722867955211953,-0.9355717757501102,2.985350181774351,3.9209219575244614,0.20373855000443844,0.9875453591583523,0.7838068091539139,0.3020833333333333,0.2181141774891775,0.0
severe,64,5.612286101177979e-07,-0.9554727769278571,3.3515442900206316,4.307017066948489,0.19930880983692825,0.996172095138688,0.7968632853017595,0.3020833333333333,0.2181141774891775,0.0
stuck_slip,1,0.3125,0.3360023716742393,-13.051955793801694,-13.387958165475931,0.6410140963923676,0.693462902338843,0.05244880594647535,0.3125,0.0,0.0
stuck_slip,2,0.14908854166666666,-0.33595282021506573,-5.005349696997531,-4.669396876782464,0.4863431274663705,0.8544108136716971,0.36806768620532654,0.3125,0.0,0.0
stuck_slip,4,0.0356299082438151,-0.8621436825539014,-1.149858531273976,-0.2877148487200745,0.3669496072003373,0.9312060465110444,0.5642564393107072,0.3125,0.0,0.0
stuck_slip,8,0.0023621057340884968,-1.0748658295499698,0.3138503715026144,1.3887162010525842,0.3188225554192559,0.9602410648811953,0.6414185094619395,0.3125,0.0,0.0
stuck_slip,16,1.3600671407220545e-05,-1.118541374639845,1.1447864339259504,2.2633278085657955,0.3119095188369139,0.9765948636569481,0.6646853448200343,0.3125,0.0,0.0
stuck_slip,32,5.401646073074767e-10,-1.1281418563090706,1.760538632224004,2.8886804885330744,0.31521794685326165,0.9888086917380695,0.673590744884808,0.3125,0.0,0.0
stuck_slip,64,8.75006171598342e-19,-1.128516899431799,2.1390245949936655,3.267541494425464,0.3171602328584313,0.9964813253863737,0.6793210925279425,0.3125,0.0,0.0
