episode,t,phase,pilot_k,stale_pred_success_N16,adaptive_pred_success_N16,heldout_actual_success_N16,stale_abs_error_N16,adaptive_abs_error_N16,stale_minus_adaptive_abs_error_N16
0,0,pre_shift,48,0.015903378329461967,0.015903378329461967,0.10598066072749499,0.09007728239803302,0.09007728239803302,0.0
0,1,pre_shift,48,0.015903378329461967,0.03776674026023931,0.03487503267749803,0.018971654348036063,0.002891707582741279,0.016079946765294784
0,2,pre_shift,48,0.015903378329461967,0.3567711619724388,0.036894361674909434,0.020990983345447467,0.31987680029752935,-0.2988858169520819
0,3,pre_shift,48,0.015903378329461967,0.11961459175054945,0.018823883536513125,0.002920505207051158,0.10079070821403632,-0.09787020300698517
0,4,pre_shift,48,0.015903378329461967,0.019252861198172877,0.017932161693754008,0.0020287833642920403,0.0013206995044188694,0.0007080838598731709
0,5,pre_shift,48,0.015903378329461967,0.016780495567210396,0.028164229636085177,0.01226085130662321,0.01138373406887478,0.0008771172377484288
0,6,pre_shift,48,0.015903378329461967,0.011358325345864848,0.010816881767813258,0.0050864965616487096,0.0005414435780515901,0.0045450529835971195
0,7,pre_shift,48,0.015903378329461967,8.912432496679513e-05,0.005272278791827143,0.010631099537634824,0.005183154466860348,0.005447945070774476
0,8,pre_shift,48,0.015903378329461967,0.00247568105809785,0.03052610520203363,0.014622726872571663,0.02805042414393578,-0.013427697271364118
0,9,post_shift,48,0.015903378329461967,0.018289296099489975,0.0007151471291679082,0.015188231200294059,0.017574148970322067,-0.002385917770028008
0,10,post_shift,48,0.015903378329461967,0.0009152418208331437,0.002357939967238184,0.013545438362223784,0.0014426981464050403,0.012102740215818744
0,11,post_shift,48,0.015903378329461967,0.05972852972140671,0.010420548736343644,0.005482829593118323,0.04930798098506306,-0.04382515139194473
0,12,post_shift,48,0.015903378329461967,0.0005957468630970634,0.017135707978244506,0.0012323296487825389,0.016539961115147443,-0.015307631466364904
0,13,post_shift,48,0.015903378329461967,0.029279674086235774,0.016773259042819587,0.0008698807133576195,0.012506415043416187,-0.011636534330058568
0,14,post_shift,48,0.015903378329461967,0.008070940938155653,0.012041609043189674,0.0038617692862722933,0.0039706681050340215,-0.00010889881876172819
0,15,post_shift,48,0.015903378329461967,0.09067091432347993,0.02116162359057229,0.0052582452611103225,0.06950929073290764,-0.06425104547179732
0,16,post_shift,48,0.015903378329461967,0.006206250042597278,0.04123561656510627,0.025332238235644303,0.035029366522508994,-0.009697128286864691
0,17,post_shift,48,0.015903378329461967,0.0048592637563758,0.008692320096507132,0.007211058232954835,0.0038330563401313324,0.003378001892823503
1,0,pre_shift,48,0.5316393100436206,0.5316393100436206,0.152254354311297,0.37938495573232367,0.37938495573232367,0.0
1,1,pre_shift,48,0.5316393100436206,0.43880149648333994,0.28802905208322,0.24361025796040064,0.15077244440011994,0.0928378135602807
1,2,pre_shift,48,0.5316393100436206,0.35793855706767763,0.18225884653819807,0.34938046350542257,0.17567971052947956,0.173700752975943
1,3,pre_shift,48,0.5316393100436206,0.07649000734507491,0.48355852764479873,0.04808078239882191,0.40706852029972385,-0.35898773790090194
1,4,pre_shift,48,0.5316393100436206,0.22841397604580602,0.17985793351126517,0.35178137653235547,0.04855604253454085,0.3032253339978146
1,5,pre_shift,48,0.5316393100436206,0.38806690888855166,0.43347341976481124,0.0981658902788094,0.045406510876259576,0.05275937940254982
1,6,pre_shift,48,0.5316393100436206,0.31542041514812474,0.35921875724863117,0.17242055279498947,0.04379834210050643,0.12862221069448304
1,7,pre_shift,48,0.5316393100436206,0.7380334154579345,0.567996555121623,0.03635724507800231,0.1700368603363116,-0.1336796152583093
1,8,pre_shift,48,0.5316393100436206,0.6701317576836394,0.7440696906156363,0.2124303805720157,0.07393793293199691,0.13849244764001878
1,9,post_shift,48,0.5316393100436206,0.06803993215390342,0.2075702432590516,0.32406906678456904,0.13953031110514819,0.18453875567942085
1,10,post_shift,48,0.5316393100436206,0.33226860632106425,0.17705690861752277,0.35458240142609787,0.15521169770354148,0.19937070372255639
1,11,post_shift,48,0.5316393100436206,0.23629831767546333,0.03485356162003493,0.4967857484235857,0.2014447560554284,0.2953409923681573
1,12,post_shift,48,0.5316393100436206,0.6274812656970317,0.21322083693676808,0.31841847310685256,0.4142604287602636,-0.09584195565341103
1,13,post_shift,48,0.5316393100436206,0.7226089736152346,0.4089647531394453,0.12267455690417534,0.31364422047578927,-0.19096966357161393
1,14,post_shift,48,0.5316393100436206,0.27600730710490823,0.3380559569869527,0.19358335305666796,0.06204864988204445,0.1315347031746235
1,15,post_shift,48,0.5316393100436206,0.1140510022187985,0.09107126834043944,0.4405680417031812,0.022979733878359068,0.41758830782482215
1,16,post_shift,48,0.5316393100436206,0.19444451398094262,0.26858851537026174,0.2630507946733589,0.07414400138931912,0.18890679328403978
1,17,post_shift,48,0.5316393100436206,0.1380810643398868,0.14725291389857667,0.384386396145044,0.009171849558689882,0.3752145465863541
2,0,pre_shift,48,0.09039883632268546,0.09039883632268546,0.03542748648029975,0.054971349842385706,0.054971349842385706,0.0
2,1,pre_shift,48,0.09039883632268546,0.08769380387034739,0.023842714084795755,0.0665561222378897,0.06385108978555164,0.002705032452338066
2,2,pre_shift,48,0.09039883632268546,0.015436278603166346,0.003000225070650917,0.08739861125203455,0.01243605353251543,0.07496255771951912
2,3,pre_shift,48,0.09039883632268546,0.0021989955818665307,0.01382312591831218,0.07657571040437328,0.011624130336445649,0.06495158006792763
2,4,pre_shift,48,0.09039883632268546,0.00041950059533358723,0.0390482696225054,0.05135056670018006,0.038628769027171814,0.012721797673008246
2,5,pre_shift,48,0.09039883632268546,0.0006746838557191269,0.0029333689674151927,0.08746546735527026,0.002258685111696066,0.0852067822435742
2,6,pre_shift,48,0.09039883632268546,0.015476228894024432,0.0024533369200380184,0.08794549940264744,0.013022891973986414,0.07492260742866103
2,7,pre_shift,48,0.09039883632268546,0.0007910821655864068,0.003208429908602786,0.08719040641408267,0.002417347743016379,0.08477305867106628
2,8,pre_shift,48,0.09039883632268546,6.150049523816746e-07,6.216524092617563e-07,0.0903982146702762,6.647456880081691e-09,0.09039820802281932
2,9,post_shift,48,0.09039883632268546,3.83039844591302e-14,1.0716902444653302e-15,0.09039883632268439,3.723229421466487e-14,0.09039883632264716
2,10,post_shift,48,0.09039883632268546,0.0,4.049365511653446e-19,0.09039883632268546,4.049365511653446e-19,0.09039883632268546
2,11,post_shift,48,0.09039883632268546,0.0,0.0,0.09039883632268546,0.0,0.09039883632268546
2,12,post_shift,48,0.09039883632268546,5.412757704936617e-20,2.4189788093151413e-22,0.09039883632268546,5.388567916843466e-20,0.09039883632268546
